project_id,month,rep,method,role,snapshot_correct,accepted,issues,revision,unaffected,modified
eval_03_0,2011-03,1,sparse,analysis,True,True,,2,False,True
eval_03_0,2011-03,1,sparse,chart,True,True,,2,False,True
eval_03_0,2011-03,1,sparse,report,True,True,,2,False,True
eval_03_0,2011-03,1,sparse,appendix,True,True,,1,True,False
eval_03_0,2011-03,1,pipeline,analysis,True,True,,2,False,True
eval_03_0,2011-03,1,pipeline,chart,True,True,,2,False,True
eval_03_0,2011-03,1,pipeline,report,True,True,,2,False,True
eval_03_0,2011-03,1,pipeline,appendix,True,True,,1,True,False
eval_03_1,2011-03,0,shared_state,analysis,True,True,,2,False,True
eval_03_1,2011-03,0,shared_state,chart,True,True,,2,False,True
eval_03_1,2011-03,0,shared_state,report,False,False,malformed_or_blocked,3,False,True
eval_03_1,2011-03,0,shared_state,appendix,True,True,,1,True,False
eval_03_1,2011-03,0,broadcast,analysis,True,True,,2,False,True
eval_03_1,2011-03,0,broadcast,chart,True,True,,2,False,True
eval_03_1,2011-03,0,broadcast,report,True,True,,2,False,True
eval_03_1,2011-03,0,broadcast,appendix,True,True,,2,True,True
eval_03_1,2011-03,0,targeted,analysis,True,True,,2,False,True
eval_03_1,2011-03,0,targeted,chart,True,True,,2,False,True
eval_03_1,2011-03,0,targeted,report,True,True,,2,False,True
eval_03_1,2011-03,0,targeted,appendix,True,True,,1,True,False
eval_03_1,2011-03,0,sparse,analysis,True,True,,2,False,True
eval_03_1,2011-03,0,sparse,chart,True,True,,2,False,True
eval_03_1,2011-03,0,sparse,report,True,True,,2,False,True
eval_03_1,2011-03,0,sparse,appendix,True,True,,1,True,False
eval_03_1,2011-03,0,pipeline,analysis,True,True,,2,False,True
eval_03_1,2011-03,0,pipeline,chart,True,True,,2,False,True
eval_03_1,2011-03,0,pipeline,report,True,True,,2,False,True
eval_03_1,2011-03,0,pipeline,appendix,True,True,,1,True,False
eval_03_1,2011-03,1,shared_state,analysis,True,True,,2,False,True
eval_03_1,2011-03,1,shared_state,chart,True,True,,2,False,True
eval_03_1,2011-03,1,shared_state,report,True,True,,2,False,True
eval_03_1,2011-03,1,shared_state,appendix,True,True,,1,True,False
eval_03_1,2011-03,1,broadcast,analysis,True,True,,2,False,True
eval_03_1,2011-03,1,broadcast,chart,True,True,,2,False,True
eval_03_1,2011-03,1,broadcast,report,True,True,,3,False,True
eval_03_1,2011-03,1,broadcast,appendix,True,True,,2,True,True
eval_03_1,2011-03,1,targeted,analysis,True,True,,2,False,True
eval_03_1,2011-03,1,targeted,chart,True,True,,2,False,True
eval_03_1,2011-03,1,targeted,report,True,True,,3,False,True
eval_03_1,2011-03,1,targeted,appendix,True,True,,1,True,False
eval_03_1,2011-03,1,sparse,analysis,True,True,,2,False,True
eval_03_1,2011-03,1,sparse,chart,True,True,,2,False,True
eval_03_1,2011-03,1,sparse,report,True,True,,2,False,True
eval_03_1,2011-03,1,sparse,appendix,True,True,,1,True,False
eval_03_1,2011-03,1,pipeline,analysis,True,True,,2,False,True
eval_03_1,2011-03,1,pipeline,chart,True,True,,2,False,True
eval_03_1,2011-03,1,pipeline,report,True,True,,2,False,True
eval_03_1,2011-03,1,pipeline,appendix,True,True,,1,True,False
eval_04_0,2011-04,0,shared_state,analysis,True,True,,2,False,True
eval_04_0,2011-04,0,shared_state,chart,True,True,,2,False,True
eval_04_0,2011-04,0,shared_state,report,False,False,malformed_or_blocked,3,False,True
eval_04_0,2011-04,0,shared_state,appendix,True,True,,1,True,False
eval_04_0,2011-04,0,broadcast,analysis,True,True,,2,False,True
eval_04_0,2011-04,0,broadcast,chart,True,True,,2,False,True
eval_04_0,2011-04,0,broadcast,report,True,True,,3,False,True
eval_04_0,2011-04,0,broadcast,appendix,True,True,,2,True,True
eval_04_0,2011-04,0,targeted,analysis,True,True,,2,False,True
eval_04_0,2011-04,0,targeted,chart,True,True,,2,False,True
eval_04_0,2011-04,0,targeted,report,True,True,,3,False,True
eval_04_0,2011-04,0,targeted,appendix,True,True,,1,True,False
eval_04_0,2011-04,0,sparse,analysis,True,True,,2,False,True
eval_04_0,2011-04,0,sparse,chart,True,True,,2,False,True
eval_04_0,2011-04,0,sparse,report,True,True,,3,False,True
eval_04_0,2011-04,0,sparse,appendix,True,True,,1,True,False
eval_04_0,2011-04,0,pipeline,analysis,True,True,,2,False,True
eval_04_0,2011-04,0,pipeline,chart,True,True,,2,False,True
eval_04_0,2011-04,0,pipeline,report,True,True,,2,False,True
eval_04_0,2011-04,0,pipeline,appendix,True,True,,1,True,False
eval_04_0,2011-04,1,shared_state,analysis,True,True,,2,False,True
eval_04_0,2011-04,1,shared_state,chart,True,True,,2,False,True
eval_04_0,2011-04,1,shared_state,report,True,True,,3,False,True
eval_04_0,2011-04,1,shared_state,appendix,True,True,,1,True,False
eval_04_0,2011-04,1,broadcast,analysis,True,True,,2,False,True
eval_04_0,2011-04,1,broadcast,chart,True,True,,2,False,True
eval_04_0,2011-04,1,broadcast,report,True,True,,2,False,True
eval_04_0,2011-04,1,broadcast,appendix,True,True,,2,True,True
eval_04_0,2011-04,1,targeted,analysis,True,True,,2,False,True
eval_04_0,2011-04,1,targeted,chart,True,True,,2,False,True
eval_04_0,2011-04,1,targeted,report,True,True,,2,False,True
eval_04_0,2011-04,1,targeted,appendix,True,True,,1,True,False
eval_04_0,2011-04,1,sparse,analysis,True,True,,2,False,True
eval_04_0,2011-04,1,sparse,chart,True,True,,2,False,True
eval_04_0,2011-04,1,sparse,report,True,True,,3,False,True
eval_04_0,2011-04,1,sparse,appendix,True,True,,1,True,False
eval_04_0,2011-04,1,pipeline,analysis,True,True,,2,False,True
eval_04_0,2011-04,1,pipeline,chart,True,True,,2,False,True
eval_04_0,2011-04,1,pipeline,report,True,True,,2,False,True
eval_04_0,2011-04,1,pipeline,appendix,True,True,,1,True,False
eval_04_1,2011-04,0,shared_state,analysis,True,True,,1,True,False
eval_04_1,2011-04,0,shared_state,chart,True,True,,2,False,True
eval_04_1,2011-04,0,shared_state,report,False,False,malformed_or_blocked,3,False,True
eval_04_1,2011-04,0,shared_state,appendix,True,True,,1,True,False
eval_04_1,2011-04,0,broadcast,analysis,True,True,,2,True,True
eval_04_1,2011-04,0,broadcast,chart,True,True,,2,False,True
eval_04_1,2011-04,0,broadcast,report,True,True,,2,False,True
eval_04_1,2011-04,0,broadcast,appendix,True,True,,2,True,True
eval_04_1,2011-04,0,targeted,analysis,True,True,,1,True,False
eval_04_1,2011-04,0,targeted,chart,True,True,,2,False,True
eval_04_1,2011-04,0,targeted,report,True,True,,2,False,True
eval_04_1,2011-04,0,targeted,appendix,True,True,,1,True,False
eval_04_1,2011-04,0,sparse,analysis,True,True,,1,True,False
eval_04_1,2011-04,0,sparse,chart,True,True,,2,False,True
eval_04_1,2011-04,0,sparse,report,True,True,,3,False,True
eval_04_1,2011-04,0,sparse,appendix,True,True,,1,True,False
eval_04_1,2011-04,0,pipeline,analysis,True,True,,1,True,False
eval_04_1,2011-04,0,pipeline,chart,True,True,,2,False,True
eval_04_1,2011-04,0,pipeline,report,True,True,,2,False,True
eval_04_1,2011-04,0,pipeline,appendix,True,True,,1,True,False
eval_04_1,2011-04,1,shared_state,analysis,True,True,,1,True,False
eval_04_1,2011-04,1,shared_state,chart,True,True,,2,False,True
eval_04_1,2011-04,1,shared_state,report,True,True,,3,False,True
eval_04_1,2011-04,1,shared_state,appendix,True,True,,1,True,False
eval_04_1,2011-04,1,broadcast,analysis,True,True,,2,True,True
eval_04_1,2011-04,1,broadcast,chart,True,True,,2,False,True
eval_04_1,2011-04,1,broadcast,report,True,True,,2,False,True
eval_04_1,2011-04,1,broadcast,appendix,True,True,,2,True,True
eval_04_1,2011-04,1,targeted,analysis,True,True,,1,True,False
eval_04_1,2011-04,1,targeted,chart,True,True,,2,False,True
eval_04_1,2011-04,1,targeted,report,True,True,,2,False,True
eval_04_1,2011-04,1,targeted,appendix,True,True,,1,True,False
eval_04_1,2011-04,1,sparse,analysis,True,True,,1,True,False
eval_04_1,2011-04,1,sparse,chart,True,True,,2,False,True
eval_04_1,2011-04,1,sparse,report,True,True,,2,False,True
eval_04_1,2011-04,1,sparse,appendix,True,True,,1,True,False
eval_04_1,2011-04,1,pipeline,analysis,True,True,,1,True,False
eval_04_1,2011-04,1,pipeline,chart,True,True,,2,False,True
eval_04_1,2011-04,1,pipeline,report,True,True,,2,False,True
eval_04_1,2011-04,1,pipeline,appendix,True,True,,1,True,False
eval_05_0,2011-05,0,shared_state,analysis,True,True,,2,False,True
eval_05_0,2011-05,0,shared_state,chart,True,True,,2,False,True
eval_05_0,2011-05,0,shared_state,report,False,False,malformed_or_blocked,3,False,True
eval_05_0,2011-05,0,shared_state,appendix,True,True,,1,True,False
eval_05_0,2011-05,0,broadcast,analysis,True,True,,2,False,True
eval_05_0,2011-05,0,broadcast,chart,True,True,,2,False,True
eval_05_0,2011-05,0,broadcast,report,True,True,,2,False,True
eval_05_0,2011-05,0,broadcast,appendix,True,True,,2,True,True
eval_05_0,2011-05,0,targeted,analysis,True,True,,2,False,True
eval_05_0,2011-05,0,targeted,chart,True,True,,2,False,True
eval_05_0,2011-05,0,targeted,report,True,True,,2,False,True
eval_05_0,2011-05,0,targeted,appendix,True,True,,1,True,False
eval_05_0,2011-05,0,sparse,analysis,True,True,,2,False,True
eval_05_0,2011-05,0,sparse,chart,True,True,,2,False,True
eval_05_0,2011-05,0,sparse,report,True,True,,2,False,True
eval_05_0,2011-05,0,sparse,appendix,True,True,,1,True,False
eval_05_0,2011-05,0,pipeline,analysis,True,True,,2,False,True
eval_05_0,2011-05,0,pipeline,chart,True,True,,2,False,True
eval_05_0,2011-05,0,pipeline,report,True,True,,2,False,True
eval_05_0,2011-05,0,pipeline,appendix,True,True,,1,True,False
eval_05_0,2011-05,1,shared_state,analysis,True,True,,2,False,True
eval_05_0,2011-05,1,shared_state,chart,True,True,,2,False,True
eval_05_0,2011-05,1,shared_state,report,False,False,malformed_or_blocked,3,False,True
eval_05_0,2011-05,1,shared_state,appendix,True,True,,1,True,False
eval_05_0,2011-05,1,broadcast,analysis,True,True,,2,False,True
eval_05_0,2011-05,1,broadcast,chart,True,True,,2,False,True
eval_05_0,2011-05,1,broadcast,report,True,True,,2,False,True
eval_05_0,2011-05,1,broadcast,appendix,True,True,,2,True,True
eval_05_0,2011-05,1,targeted,analysis,True,True,,2,False,True
eval_05_0,2011-05,1,targeted,chart,True,True,,2,False,True
eval_05_0,2011-05,1,targeted,report,True,True,,2,False,True
eval_05_0,2011-05,1,targeted,appendix,True,True,,1,True,False
eval_05_0,2011-05,1,sparse,analysis,True,True,,2,False,True
eval_05_0,2011-05,1,sparse,chart,True,True,,2,False,True
eval_05_0,2011-05,1,sparse,report,True,True,,2,False,True
eval_05_0,2011-05,1,sparse,appendix,True,True,,1,True,False
eval_05_0,2011-05,1,pipeline,analysis,True,True,,2,False,True
eval_05_0,2011-05,1,pipeline,chart,True,True,,2,False,True
eval_05_0,2011-05,1,pipeline,report,True,True,,2,False,True
eval_05_0,2011-05,1,pipeline,appendix,True,True,,1,True,False
eval_05_1,2011-05,0,shared_state,analysis,True,True,,2,False,True
eval_05_1,2011-05,0,shared_state,chart,True,True,,2,False,True
eval_05_1,2011-05,0,shared_state,report,True,True,,2,False,True
eval_05_1,2011-05,0,shared_state,appendix,True,True,,1,True,False
eval_05_1,2011-05,0,broadcast,analysis,True,True,,2,False,True
eval_05_1,2011-05,0,broadcast,chart,True,True,,2,False,True
eval_05_1,2011-05,0,broadcast,report,True,True,,2,False,True
eval_05_1,2011-05,0,broadcast,appendix,True,True,,2,True,True
eval_05_1,2011-05,0,targeted,analysis,True,True,,2,False,True
eval_05_1,2011-05,0,targeted,chart,True,True,,2,False,True
eval_05_1,2011-05,0,targeted,report,True,True,,2,False,True
eval_05_1,2011-05,0,targeted,appendix,True,True,,1,True,False
eval_05_1,2011-05,0,sparse,analysis,True,True,,2,False,True
eval_05_1,2011-05,0,sparse,chart,True,True,,2,False,True
eval_05_1,2011-05,0,sparse,report,True,True,,2,False,True
eval_05_1,2011-05,0,sparse,appendix,True,True,,1,True,False
eval_05_1,2011-05,0,pipeline,analysis,True,True,,2,False,True
eval_05_1,2011-05,0,pipeline,chart,True,True,,2,False,True
eval_05_1,2011-05,0,pipeline,report,True,True,,2,False,True
eval_05_1,2011-05,0,pipeline,appendix,True,True,,1,True,False
eval_05_1,2011-05,1,shared_state,analysis,True,True,,2,False,True
eval_05_1,2011-05,1,shared_state,chart,True,True,,2,False,True
eval_05_1,2011-05,1,shared_state,report,True,True,,2,False,True
eval_05_1,2011-05,1,shared_state,appendix,True,True,,1,True,False
eval_05_1,2011-05,1,broadcast,analysis,True,True,,2,False,True
eval_05_1,2011-05,1,broadcast,chart,True,True,,2,False,True
eval_05_1,2011-05,1,broadcast,report,True,True,,2,False,True
eval_05_1,2011-05,1,broadcast,appendix,True,True,,2,True,True
eval_05_1,2011-05,1,targeted,analysis,True,True,,2,False,True
eval_05_1,2011-05,1,targeted,chart,True,True,,2,False,True
eval_05_1,2011-05,1,targeted,report,True,True,,2,False,True
eval_05_1,2011-05,1,targeted,appendix,True,True,,1,True,False
eval_05_1,2011-05,1,sparse,analysis,True,True,,2,False,True
eval_05_1,2011-05,1,sparse,chart,True,True,,2,False,True
eval_05_1,2011-05,1,sparse,report,True,True,,2,False,True
eval_05_1,2011-05,1,sparse,appendix,True,True,,1,True,False
eval_05_1,2011-05,1,pipeline,analysis,True,True,,2,False,True
eval_05_1,2011-05,1,pipeline,chart,True,True,,2,False,True
eval_05_1,2011-05,1,pipeline,report,True,True,,2,False,True
eval_05_1,2011-05,1,pipeline,appendix,True,True,,1,True,False
eval_06_0,2011-06,0,shared_state,analysis,True,True,,2,False,True
eval_06_0,2011-06,0,shared_state,chart,True,True,,2,False,True
eval_06_0,2011-06,0,shared_state,report,True,True,,2,False,True
eval_06_0,2011-06,0,shared_state,appendix,True,True,,1,True,False
eval_06_0,2011-06,0,broadcast,analysis,True,True,,2,False,True
eval_06_0,2011-06,0,broadcast,chart,True,True,,2,False,True
eval_06_0,2011-06,0,broadcast,report,True,True,,2,False,True
eval_06_0,2011-06,0,broadcast,appendix,True,True,,2,True,True
eval_06_0,2011-06,0,targeted,analysis,True,True,,2,False,True
eval_06_0,2011-06,0,targeted,chart,True,True,,2,False,True
eval_06_0,2011-06,0,targeted,report,True,True,,2,False,True
eval_06_0,2011-06,0,targeted,appendix,True,True,,1,True,False
eval_06_0,2011-06,0,sparse,analysis,True,True,,2,False,True
eval_06_0,2011-06,0,sparse,chart,True,True,,2,False,True
eval_06_0,2011-06,0,sparse,report,True,True,,2,False,True
eval_06_0,2011-06,0,sparse,appendix,True,True,,1,True,False
eval_06_0,2011-06,0,pipeline,analysis,True,True,,2,False,True
eval_06_0,2011-06,0,pipeline,chart,True,True,,2,False,True
eval_06_0,2011-06,0,pipeline,report,True,True,,2,False,True
eval_06_0,2011-06,0,pipeline,appendix,True,True,,1,True,False
eval_06_0,2011-06,1,shared_state,analysis,True,True,,2,False,True
eval_06_0,2011-06,1,shared_state,chart,True,True,,2,False,True
eval_06_0,2011-06,1,shared_state,report,True,True,,2,False,True
eval_06_0,2011-06,1,shared_state,appendix,True,True,,1,True,False
eval_06_0,2011-06,1,broadcast,analysis,True,True,,2,False,True
eval_06_0,2011-06,1,broadcast,chart,True,True,,2,False,True
eval_06_0,2011-06,1,broadcast,report,True,True,,2,False,True
eval_06_0,2011-06,1,broadcast,appendix,True,True,,2,True,True
eval_06_0,2011-06,1,targeted,analysis,True,True,,2,False,True
eval_06_0,2011-06,1,targeted,chart,True,True,,2,False,True
eval_06_0,2011-06,1,targeted,report,True,True,,2,False,True
eval_06_0,2011-06,1,targeted,appendix,True,True,,1,True,False
eval_06_0,2011-06,1,sparse,analysis,True,True,,2,False,True
eval_06_0,2011-06,1,sparse,chart,True,True,,2,False,True
eval_06_0,2011-06,1,sparse,report,True,True,,2,False,True
eval_06_0,2011-06,1,sparse,appendix,True,True,,1,True,False
eval_06_0,2011-06,1,pipeline,analysis,True,True,,2,False,True
eval_06_0,2011-06,1,pipeline,chart,True,True,,2,False,True
eval_06_0,2011-06,1,pipeline,report,True,True,,2,False,True
eval_06_0,2011-06,1,pipeline,appendix,True,True,,1,True,False
eval_06_1,2011-06,0,shared_state,analysis,True,True,,2,False,True
eval_06_1,2011-06,0,shared_state,chart,True,True,,2,False,True
eval_06_1,2011-06,0,shared_state,report,False,False,tool_failed:'source' | unit_mismatch | report_claims_do_not_match_chart,3,False,True
eval_06_1,2011-06,0,shared_state,appendix,True,True,,1,True,False
eval_06_1,2011-06,0,broadcast,analysis,True,True,,2,False,True
eval_06_1,2011-06,0,broadcast,chart,True,True,,2,False,True
eval_06_1,2011-06,0,broadcast,report,True,True,,2,False,True
eval_06_1,2011-06,0,broadcast,appendix,True,True,,2,True,True
eval_06_1,2011-06,0,targeted,analysis,True,True,,2,False,True
eval_06_1,2011-06,0,targeted,chart,True,True,,2,False,True
eval_06_1,2011-06,0,targeted,report,True,True,,2,False,True
eval_06_1,2011-06,0,targeted,appendix,True,True,,1,True,False
eval_06_1,2011-06,0,sparse,analysis,True,True,,2,False,True
eval_06_1,2011-06,0,sparse,chart,True,True,,2,False,True
eval_06_1,2011-06,0,sparse,report,True,True,,2,False,True
eval_06_1,2011-06,0,sparse,appendix,True,True,,1,True,False
eval_06_1,2011-06,0,pipeline,analysis,True,True,,2,False,True
eval_06_1,2011-06,0,pipeline,chart,True,True,,2,False,True
eval_06_1,2011-06,0,pipeline,report,True,True,,2,False,True
eval_06_1,2011-06,0,pipeline,appendix,True,True,,1,True,False
eval_06_1,2011-06,1,shared_state,analysis,True,True,,2,False,True
eval_06_1,2011-06,1,shared_state,chart,True,True,,2,False,True
eval_06_1,2011-06,1,shared_state,report,True,True,,2,False,True
eval_06_1,2011-06,1,shared_state,appendix,True,True,,1,True,False
eval_06_1,2011-06,1,broadcast,analysis,True,True,,2,False,True
eval_06_1,2011-06,1,broadcast,chart,True,True,,2,False,True
eval_06_1,2011-06,1,broadcast,report,True,True,,3,False,True
eval_06_1,2011-06,1,broadcast,appendix,True,True,,2,True,True
eval_06_1,2011-06,1,targeted,analysis,True,True,,2,False,True
eval_06_1,2011-06,1,targeted,chart,True,True,,2,False,True
eval_06_1,2011-06,1,targeted,report,True,True,,3,False,True
eval_06_1,2011-06,1,targeted,appendix,True,True,,1,True,False
eval_06_1,2011-06,1,sparse,analysis,True,True,,2,False,True
eval_06_1,2011-06,1,sparse,chart,True,True,,2,False,True
eval_06_1,2011-06,1,sparse,report,True,True,,3,False,True
eval_06_1,2011-06,1,sparse,appendix,True,True,,1,True,False
eval_06_1,2011-06,1,pipeline,analysis,True,True,,2,False,True
eval_06_1,2011-06,1,pipeline,chart,True,True,,2,False,True
eval_06_1,2011-06,1,pipeline,report,True,True,,2,False,True
eval_06_1,2011-06,1,pipeline,appendix,True,True,,1,True,False
eval_07_0,2011-07,0,shared_state,analysis,True,True,,2,False,True
eval_07_0,2011-07,0,shared_state,chart,True,True,,2,False,True
eval_07_0,2011-07,0,shared_state,report,True,True,,3,False,True
eval_07_0,2011-07,0,shared_state,appendix,True,True,,1,True,False
eval_07_0,2011-07,0,broadcast,analysis,True,True,,2,False,True
eval_07_0,2011-07,0,broadcast,chart,True,True,,2,False,True
eval_07_0,2011-07,0,broadcast,report,True,True,,3,False,True
eval_07_0,2011-07,0,broadcast,appendix,True,True,,2,True,True
eval_07_0,2011-07,0,targeted,analysis,True,True,,2,False,True
eval_07_0,2011-07,0,targeted,chart,True,True,,2,False,True
eval_07_0,2011-07,0,targeted,report,True,True,,3,False,True
eval_07_0,2011-07,0,targeted,appendix,True,True,,1,True,False
eval_07_0,2011-07,0,sparse,analysis,True,True,,2,False,True
eval_07_0,2011-07,0,sparse,chart,True,True,,2,False,True
eval_07_0,2011-07,0,sparse,report,True,True,,2,False,True
eval_07_0,2011-07,0,sparse,appendix,True,True,,1,True,False
eval_07_0,2011-07,0,pipeline,analysis,True,True,,2,False,True
eval_07_0,2011-07,0,pipeline,chart,True,True,,2,False,True
eval_07_0,2011-07,0,pipeline,report,True,True,,2,False,True
eval_07_0,2011-07,0,pipeline,appendix,True,True,,1,True,False
