method,demand,budget,projects,project_correct,project_correct_lo,project_correct_hi,artifact_accuracy,artifact_accuracy_lo,artifact_accuracy_hi,correct_artifacts,correct_artifacts_lo,correct_artifacts_hi,incorrect_artifacts,incorrect_artifacts_lo,incorrect_artifacts_hi,unresolved_artifacts,unresolved_artifacts_lo,unresolved_artifacts_hi,questions,questions_lo,questions_hi,answered_questions,answered_questions_lo,answered_questions_hi,distinct_decisions_requested,distinct_decisions_requested_lo,distinct_decisions_requested_hi,repeated_decision_questions,repeated_decision_questions_lo,repeated_decision_questions_hi,incorrect_reuse,incorrect_reuse_lo,incorrect_reuse_hi,reused_answers,reused_answers_lo,reused_answers_hi,maximum_error_fanout,maximum_error_fanout_lo,maximum_error_fanout_hi,revalidation_reads,revalidation_reads_lo,revalidation_reads_hi,version_checks,version_checks_lo,version_checks_hi,candidate_sources,candidate_sources_lo,candidate_sources_hi,scope_confirmations,scope_confirmations_lo,scope_confirmations_hi,changed_instruction_recoveries,changed_instruction_recoveries_lo,changed_instruction_recoveries_hi,changed_instruction_failures,changed_instruction_failures_lo,changed_instruction_failures_hi,failed_generation_calls,failed_generation_calls_lo,failed_generation_calls_hi,final_wrong_fields,final_wrong_fields_lo,final_wrong_fields_hi
independent,6,6,8,0.0,0.0,0.0,0.041666666666666664,0.0,0.10416666666666666,0.25,0.0,0.625,0.0,0.0,0.0,5.75,5.375,6.0,24.5,20.75,28.0,6.0,6.0,6.0,5.375,4.875,5.875,19.125,15.375,22.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.125,6.625,13.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0
independent,6,unlimited,8,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5,20.75,28.0,24.5,20.75,28.0,5.375,4.875,5.875,19.125,15.375,22.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.125,6.625,13.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
full_history,2,0,8,0.75,0.5,1.0,0.875,0.75,1.0,1.75,1.5,2.0,0.125,0.0,0.375,0.125,0.0,0.375,0.125,0.0,0.375,0.0,0.0,0.0,0.125,0.0,0.375,0.0,0.0,0.0,0.5,0.25,0.75,8.25,7.125,9.25,0.5,0.25,0.75,3.5,2.375,4.5,0.0,0.0,0.0,8.25,7.125,9.25,0.0,0.0,0.0,0.375,0.125,0.5,0.125,0.0,0.375,0.0,0.0,0.0,0.125,0.0,0.375
full_history,2,2,8,0.875,0.625,1.0,0.9375,0.8125,1.0,1.875,1.625,2.0,0.125,0.0,0.375,0.0,0.0,0.0,0.125,0.0,0.375,0.125,0.0,0.375,0.125,0.0,0.375,0.0,0.0,0.0,0.5,0.25,0.75,8.25,7.125,9.25,0.5,0.25,0.75,3.5,2.375,4.5,0.0,0.0,0.0,8.25,7.125,9.25,0.0,0.0,0.0,0.375,0.125,0.5,0.125,0.0,0.375,0.0,0.0,0.0,0.125,0.0,0.375
full_history,2,6,8,0.875,0.625,1.0,0.9375,0.8125,1.0,1.875,1.625,2.0,0.125,0.0,0.375,0.0,0.0,0.0,0.125,0.0,0.375,0.125,0.0,0.375,0.125,0.0,0.375,0.0,0.0,0.0,0.5,0.25,0.75,8.25,7.125,9.25,0.5,0.25,0.75,3.5,2.375,4.5,0.0,0.0,0.0,8.25,7.125,9.25,0.0,0.0,0.0,0.375,0.125,0.5,0.125,0.0,0.375,0.0,0.0,0.0,0.125,0.0,0.375
full_history,2,unlimited,8,0.875,0.625,1.0,0.9375,0.8125,1.0,1.875,1.625,2.0,0.125,0.0,0.375,0.0,0.0,0.0,0.125,0.0,0.375,0.125,0.0,0.375,0.125,0.0,0.375,0.0,0.0,0.0,0.5,0.25,0.75,8.25,7.125,9.25,0.5,0.25,0.75,3.5,2.375,4.5,0.0,0.0,0.0,8.25,7.125,9.25,0.0,0.0,0.0,0.375,0.125,0.5,0.125,0.0,0.375,0.0,0.0,0.0,0.125,0.0,0.375
full_history,4,0,8,0.75,0.5,1.0,0.9375,0.875,1.0,3.75,3.5,4.0,0.125,0.0,0.375,0.125,0.0,0.375,0.125,0.0,0.375,0.0,0.0,0.0,0.125,0.0,0.375,0.0,0.0,0.0,0.5,0.25,0.75,12.875,10.75,14.625,0.5,0.25,0.75,5.375,3.375,7.125,0.0,0.0,0.0,8.25,7.125,9.25,0.0,0.0,0.0,0.5,0.125,0.875,0.125,0.0,0.375,0.0,0.0,0.0,0.125,0.0,0.375
full_history,4,2,8,0.875,0.625,1.0,0.96875,0.90625,1.0,3.875,3.625,4.0,0.125,0.0,0.375,0.0,0.0,0.0,0.125,0.0,0.375,0.125,0.0,0.375,0.125,0.0,0.375,0.0,0.0,0.0,0.5,0.25,0.75,12.875,10.75,14.625,0.5,0.25,0.75,5.375,3.375,7.125,0.0,0.0,0.0,8.25,7.125,9.25,0.0,0.0,0.0,0.5,0.125,0.875,0.125,0.0,0.375,0.0,0.0,0.0,0.125,0.0,0.375
full_history,4,6,8,0.875,0.625,1.0,0.96875,0.90625,1.0,3.875,3.625,4.0,0.125,0.0,0.375,0.0,0.0,0.0,0.125,0.0,0.375,0.125,0.0,0.375,0.125,0.0,0.375,0.0,0.0,0.0,0.5,0.25,0.75,12.875,10.75,14.625,0.5,0.25,0.75,5.375,3.375,7.125,0.0,0.0,0.0,8.25,7.125,9.25,0.0,0.0,0.0,0.5,0.125,0.875,0.125,0.0,0.375,0.0,0.0,0.0,0.125,0.0,0.375
full_history,4,unlimited,8,0.875,0.625,1.0,0.96875,0.90625,1.0,3.875,3.625,4.0,0.125,0.0,0.375,0.0,0.0,0.0,0.125,0.0,0.375,0.125,0.0,0.375,0.125,0.0,0.375,0.0,0.0,0.0,0.5,0.25,0.75,12.875,10.75,14.625,0.5,0.25,0.75,5.375,3.375,7.125,0.0,0.0,0.0,8.25,7.125,9.25,0.0,0.0,0.0,0.5,0.125,0.875,0.125,0.0,0.375,0.0,0.0,0.0,0.125,0.0,0.375
full_history,6,0,8,0.625,0.5,0.875,0.9166666666666667,0.8541666666666666,0.9791666666666667,5.5,5.125,5.875,0.125,0.0,0.375,0.375,0.0,0.75,0.5,0.0,1.125,0.0,0.0,0.0,0.375,0.0,0.75,0.125,0.0,0.375,0.875,0.25,1.5,24.0,20.25,27.375,0.875,0.25,1.5,10.125,6.625,13.25,0.0,0.0,0.0,9.625,8.375,10.75,0.0,0.0,0.0,1.0,0.5,1.625,0.25,0.0,0.5,0.0,0.0,0.0,0.125,0.0,0.375
full_history,6,2,8,0.75,0.5,1.0,0.9583333333333334,0.9166666666666667,1.0,5.75,5.5,6.0,0.125,0.0,0.375,0.125,0.0,0.375,0.5,0.0,1.125,0.375,0.0,0.75,0.375,0.0,0.75,0.125,0.0,0.375,0.875,0.25,1.5,24.0,20.25,27.375,0.875,0.25,1.5,10.125,6.625,13.25,0.0,0.0,0.0,9.625,8.375,10.75,0.0,0.0,0.0,1.125,0.625,1.75,0.125,0.0,0.375,0.0,0.0,0.0,0.125,0.0,0.375
full_history,6,6,8,0.875,0.625,1.0,0.9791666666666667,0.9375,1.0,5.875,5.625,6.0,0.125,0.0,0.375,0.0,0.0,0.0,0.5,0.0,1.125,0.5,0.0,1.125,0.375,0.0,0.75,0.125,0.0,0.375,0.875,0.25,1.5,24.0,20.25,27.375,0.875,0.25,1.5,10.125,6.625,13.25,0.0,0.0,0.0,9.625,8.375,10.75,0.0,0.0,0.0,1.125,0.625,1.75,0.125,0.0,0.375,0.0,0.0,0.0,0.125,0.0,0.375
full_history,6,unlimited,8,0.875,0.625,1.0,0.9791666666666667,0.9375,1.0,5.875,5.625,6.0,0.125,0.0,0.375,0.0,0.0,0.0,0.5,0.0,1.125,0.5,0.0,1.125,0.375,0.0,0.75,0.125,0.0,0.375,0.875,0.25,1.5,24.0,20.25,27.375,0.875,0.25,1.5,10.125,6.625,13.25,0.0,0.0,0.0,9.625,8.375,10.75,0.0,0.0,0.0,1.125,0.625,1.75,0.125,0.0,0.375,0.0,0.0,0.0,0.125,0.0,0.375
semantic_memory,2,0,8,0.375,0.125,0.75,0.625,0.4375,0.8125,1.25,0.875,1.625,0.0,0.0,0.0,0.75,0.375,1.125,1.75,0.875,2.5,0.0,0.0,0.0,1.5,0.75,2.125,0.25,0.0,0.5,0.0,0.0,0.0,6.625,5.5,7.875,0.0,0.0,0.0,3.5,2.375,4.5,0.0,0.0,0.0,6.625,5.5,7.875,0.0,0.0,0.0,0.25,0.0,0.5,0.25,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
semantic_memory,2,2,8,0.75,0.5,1.0,0.875,0.75,1.0,1.75,1.5,2.0,0.0,0.0,0.0,0.25,0.0,0.5,1.75,0.875,2.5,1.375,0.75,1.875,1.5,0.75,2.125,0.25,0.0,0.5,0.0,0.0,0.0,6.625,5.5,7.875,0.0,0.0,0.0,3.5,2.375,4.5,0.0,0.0,0.0,6.625,5.5,7.875,0.0,0.0,0.0,0.375,0.125,0.5,0.125,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0
semantic_memory,2,6,8,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.875,2.5,1.75,0.875,2.5,1.5,0.75,2.125,0.25,0.0,0.5,0.0,0.0,0.0,6.625,5.5,7.875,0.0,0.0,0.0,3.5,2.375,4.5,0.0,0.0,0.0,6.625,5.5,7.875,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
semantic_memory,2,unlimited,8,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.875,2.5,1.75,0.875,2.5,1.5,0.75,2.125,0.25,0.0,0.5,0.0,0.0,0.0,6.625,5.5,7.875,0.0,0.0,0.0,3.5,2.375,4.5,0.0,0.0,0.0,6.625,5.5,7.875,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
semantic_memory,4,0,8,0.375,0.125,0.75,0.71875,0.59375,0.875,2.875,2.375,3.5,0.0,0.0,0.0,1.125,0.5,1.625,2.75,1.25,4.125,0.0,0.0,0.0,1.625,0.875,2.25,1.125,0.125,2.0,0.0,0.0,0.0,10.25,8.121875,12.75,0.0,0.0,0.0,5.375,3.375,7.125,0.0,0.0,0.0,6.625,5.5,7.875,0.0,0.0,0.0,0.25,0.0,0.5,0.375,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0
semantic_memory,4,2,8,0.625,0.5,0.875,0.84375,0.75,0.9375,3.375,3.0,3.75,0.0,0.0,0.0,0.625,0.25,1.0,2.25,1.0,3.375,1.375,0.75,1.875,1.625,0.875,2.25,0.625,0.125,1.25,0.0,0.0,0.0,10.75,8.5,13.125,0.0,0.0,0.0,5.375,3.375,7.125,0.0,0.0,0.0,7.125,6.0,8.375,0.0,0.0,0.0,0.375,0.125,0.5,0.25,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0
semantic_memory,4,6,8,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.875,1.0,2.625,1.875,1.0,2.625,1.625,0.875,2.25,0.25,0.0,0.5,0.0,0.0,0.0,11.125,9.0,13.375,0.0,0.0,0.0,5.375,3.375,7.125,0.0,0.0,0.0,7.5,6.371875,8.625,0.0,0.0,0.0,0.625,0.5,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
semantic_memory,4,unlimited,8,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.875,1.0,2.625,1.875,1.0,2.625,1.625,0.875,2.25,0.25,0.0,0.5,0.0,0.0,0.0,11.125,9.0,13.375,0.0,0.0,0.0,5.375,3.375,7.125,0.0,0.0,0.0,7.5,6.371875,8.625,0.0,0.0,0.0,0.625,0.5,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
semantic_memory,6,0,8,0.375,0.125,0.75,0.7083333333333333,0.5416666666666666,0.875,4.25,3.25,5.25,0.0,0.0,0.0,1.75,0.75,2.75,4.5,2.125,6.625,0.0,0.0,0.0,1.625,0.875,2.25,2.875,1.125,4.375,0.125,0.0,0.375,20.0,16.371875,23.878124999999983,0.125,0.0,0.375,10.125,6.625,13.25,0.0,0.0,0.0,8.375,7.25,9.625,0.0,0.0,0.0,0.625,0.25,1.0,0.625,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0
semantic_memory,6,2,8,0.5,0.25,0.75,0.7916666666666666,0.6666666666666666,0.9166666666666666,4.75,4.0,5.5,0.0,0.0,0.0,1.25,0.5,2.0,3.25,1.625,4.5,1.5,0.75,2.0,1.625,0.875,2.25,1.625,0.625,2.5,0.125,0.0,0.375,21.25,17.625,24.875,0.125,0.0,0.375,10.125,6.625,13.25,0.0,0.0,0.0,9.125,8.125,10.125,0.0,0.0,0.0,0.75,0.25,1.0,0.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0
semantic_memory,6,6,8,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.375,1.25,3.375,2.375,1.25,3.375,1.625,0.875,2.25,0.75,0.24687500000000018,1.5,0.125,0.0,0.375,22.125,18.5,25.5,0.125,0.0,0.375,10.125,6.625,13.25,0.0,0.0,0.0,9.375,8.25,10.5,0.0,0.0,0.0,1.25,1.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
semantic_memory,6,unlimited,8,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.375,1.25,3.375,2.375,1.25,3.375,1.625,0.875,2.25,0.75,0.24687500000000018,1.5,0.125,0.0,0.375,22.125,18.5,25.5,0.125,0.0,0.375,10.125,6.625,13.25,0.0,0.0,0.0,9.375,8.25,10.5,0.0,0.0,0.0,1.25,1.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
records_read,2,0,8,0.125,0.0,0.375,0.3125,0.25,0.4375,0.625,0.5,0.875,0.125,0.0,0.375,1.25,0.875,1.5,3.0,2.0,4.0,0.0,0.0,0.0,2.0,1.375,2.5,1.0,0.375,1.625,0.25,0.0,0.5,5.375,4.0,6.875,0.25,0.0,0.5,1.625,0.75,2.375,0.0,0.0,0.0,3.5,2.875,4.25,0.0,0.0,0.0,0.25,0.0,0.5,0.25,0.0,0.5,0.0,0.0,0.0,0.25,0.0,0.5
records_read,2,2,8,0.625,0.5,0.875,0.75,0.5625,0.9375,1.5,1.125,1.875,0.25,0.0,0.5,0.25,0.0,0.5,2.125,1.375,2.625,1.5,1.25,1.75,2.0,1.375,2.5,0.125,0.0,0.375,0.375,0.125,0.5,6.25,4.875,7.625,0.375,0.125,0.5,0.375,0.0,0.75,0.0,0.0,0.0,3.125,2.5,3.875,0.0,0.0,0.0,0.125,0.0,0.375,0.375,0.125,0.5,0.0,0.0,0.0,0.375,0.125,0.5
records_read,2,6,8,0.5,0.5,0.5,0.75,0.75,0.75,1.5,1.5,1.5,0.5,0.5,0.5,0.0,0.0,0.0,2.0,1.375,2.5,2.0,1.375,2.5,2.0,1.375,2.5,0.0,0.0,0.0,0.5,0.5,0.5,6.375,5.0,7.75,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.875,1.875,3.875,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5
records_read,2,unlimited,8,0.5,0.5,0.5,0.75,0.75,0.75,1.5,1.5,1.5,0.5,0.5,0.5,0.0,0.0,0.0,2.0,1.375,2.5,2.0,1.375,2.5,2.0,1.375,2.5,0.0,0.0,0.0,0.5,0.5,0.5,6.375,5.0,7.75,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.875,1.875,3.875,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5
records_read,4,0,8,0.125,0.0,0.375,0.53125,0.4375,0.625,2.125,1.75,2.5,0.25,0.0,0.5,1.625,1.125,2.0,4.125,2.25,5.875,0.0,0.0,0.0,2.0,1.375,2.5,2.125,0.75,3.5,0.375,0.0,0.75,8.875,6.375,11.625,0.375,0.0,0.75,2.25,0.875,3.5,0.0,0.0,0.0,3.5,2.875,4.25,0.0,0.0,0.0,0.25,0.0,0.5,0.375,0.0,0.75,0.0,0.0,0.0,0.375,0.0,0.75
records_read,4,2,8,0.625,0.5,0.875,0.78125,0.59375,0.9375,3.125,2.375,3.75,0.375,0.0,0.75,0.5,0.0,1.0,2.625,1.625,3.375,1.5,1.25,1.75,2.0,1.375,2.5,0.625,0.125,1.25,0.5,0.125,0.875,10.375,8.125,12.625,0.5,0.125,0.875,0.625,0.0,1.25,0.0,0.0,0.0,3.5,3.125,4.0,0.0,0.0,0.0,0.125,0.0,0.375,0.5,0.125,0.875,0.0,0.0,0.0,0.5,0.125,0.875
records_read,4,6,8,0.5,0.5,0.5,0.84375,0.78125,0.875,3.375,3.125,3.5,0.625,0.5,0.875,0.0,0.0,0.0,2.0,1.375,2.5,2.0,1.375,2.5,2.0,1.375,2.5,0.0,0.0,0.0,0.625,0.5,0.875,11.0,8.75,13.125,0.625,0.5,0.875,0.0,0.0,0.0,0.0,0.0,0.0,3.625,3.0,4.125,0.0,0.0,0.0,0.0,0.0,0.0,0.625,0.5,0.875,0.0,0.0,0.0,0.625,0.5,0.875
records_read,4,unlimited,8,0.5,0.5,0.5,0.84375,0.78125,0.875,3.375,3.125,3.5,0.625,0.5,0.875,0.0,0.0,0.0,2.0,1.375,2.5,2.0,1.375,2.5,2.0,1.375,2.5,0.0,0.0,0.0,0.625,0.5,0.875,11.0,8.75,13.125,0.625,0.5,0.875,0.0,0.0,0.0,0.0,0.0,0.0,3.625,3.0,4.125,0.0,0.0,0.0,0.0,0.0,0.0,0.625,0.5,0.875,0.0,0.0,0.0,0.625,0.5,0.875
records_read,6,0,8,0.125,0.0,0.375,0.47916666666666663,0.35416666666666663,0.625,2.875,2.125,3.75,0.375,0.0,0.75,2.75,1.9968750000000002,3.5,7.5,4.625,10.125,0.0,0.0,0.0,2.0,1.375,2.5,5.5,3.0,7.75,0.75,0.0,1.5,17.0,12.875,21.378124999999983,0.75,0.0,1.5,4.0,1.75,6.0,0.0,0.0,0.0,4.125,3.625,4.875,0.0,0.0,0.0,0.5,0.0,1.0,0.75,0.0,1.5,0.0,0.0,0.0,0.75,0.0,1.5
records_read,6,2,8,0.5,0.5,0.5,0.75,0.5833333333333334,0.875,4.5,3.5,5.25,0.625,0.0,1.25,0.875,0.25,1.5,4.375,2.875,5.75,2.0,2.0,2.0,2.0,1.375,2.5,2.375,1.25,3.5,1.0,0.25,1.75,20.125,16.125,24.0,1.0,0.25,1.75,1.25,0.0,2.5,0.0,0.0,0.0,4.625,4.25,5.125,0.0,0.0,0.0,0.25,0.0,0.75,1.0,0.25,1.75,0.0,0.0,0.0,1.0,0.25,1.75
records_read,6,6,8,0.5,0.5,0.5,0.7916666666666666,0.7083333333333333,0.8333333333333333,4.75,4.25,5.0,1.25,1.0,1.75,0.0,0.0,0.0,2.875,2.25,3.375,2.875,2.25,3.375,2.0,1.375,2.5,0.875,0.625,1.0,1.25,1.0,1.75,21.625,17.625,25.25,1.25,1.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,4.875,4.375,5.375,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.0,1.75,0.0,0.0,0.0,1.25,1.0,1.75
records_read,6,unlimited,8,0.5,0.5,0.5,0.7916666666666666,0.7083333333333333,0.8333333333333333,4.75,4.25,5.0,1.25,1.0,1.75,0.0,0.0,0.0,2.875,2.25,3.375,2.875,2.25,3.375,2.0,1.375,2.5,0.875,0.625,1.0,1.25,1.0,1.75,21.625,17.625,25.25,1.25,1.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,4.875,4.375,5.375,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.0,1.75,0.0,0.0,0.0,1.25,1.0,1.75
global_barrier,2,0,8,0.125,0.0,0.375,0.3125,0.25,0.4375,0.625,0.5,0.875,0.0,0.0,0.0,1.375,1.125,1.5,3.5,2.625,4.375,0.0,0.0,0.0,2.5,2.125,2.875,1.0,0.375,1.625,0.0,0.0,0.0,4.875,3.75,6.0,0.0,0.0,0.0,3.5,2.375,4.5,1.875,0.75,2.875,4.875,3.75,6.0,0.0,0.0,0.0,0.375,0.125,0.5,0.125,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0
