blocked_unresolved,bundle_id,completed_reviews,corrections,expired_useful_opportunities,greedy_search_different_heads,multi_eligible_dispatches,operational_loss,policy,replicate,review_busy_ticks,review_duration,review_utilization,service_failure_loss,status,task_completed,total_waiting_ticks,unstaged_failures,variant,wrong_transaction_loss,wrong_transactions,planning_seconds,max_planning_seconds
0,stage6_00,2,1,0,0,0,4,fcfs,0,4,2,0.6666666666666666,4,completed,2,1,1,complexity_time,0,0,7.058493793010712e-05,4.406692460179329e-05
0,stage6_00,2,1,0,0,0,4,edf,0,4,2,0.6666666666666666,4,completed,2,1,1,complexity_time,0,0,6.381201092153788e-05,3.5014934837818146e-05
0,stage6_00,2,1,0,0,0,4,uncertainty,0,4,2,0.6666666666666666,4,completed,2,1,1,complexity_time,0,0,6.570597179234028e-05,3.775802906602621e-05
0,stage6_00,2,1,0,0,0,4,greedy,0,4,2,0.6666666666666666,4,completed,2,1,1,complexity_time,0,0,6.017601117491722e-05,3.276800271123648e-05
0,stage6_00,2,1,0,0,0,4,search,0,4,2,0.6666666666666666,4,completed,2,1,1,complexity_time,0,0,5.8162142522633076e-05,2.713699359446764e-05
0,stage6_00,0,0,1,1,1,12,no_review,0,0,1,0.0,8,completed,1,0,1,complexity_time,4,1,0.00011303101200610399,3.060803283005953e-05
0,stage6_00,2,1,0,0,0,4,fcfs,0,2,1,0.3333333333333333,4,completed,2,0,1,complexity_time,0,0,4.003103822469711e-05,1.912098377943039e-05
0,stage6_00,2,1,0,0,0,4,edf,0,2,1,0.3333333333333333,4,completed,2,0,1,complexity_time,0,0,5.0274073146283627e-05,2.1755928173661232e-05
0,stage6_00,2,1,0,0,0,4,uncertainty,0,2,1,0.3333333333333333,4,completed,2,0,1,complexity_time,0,0,5.216000135987997e-05,2.324103843420744e-05
0,stage6_00,2,1,0,0,0,4,greedy,0,2,1,0.3333333333333333,4,completed,2,0,1,complexity_time,0,0,5.0653121434152126e-05,2.424593549221754e-05
0,stage6_00,2,1,0,0,0,4,search,0,2,1,0.3333333333333333,4,completed,2,0,1,complexity_time,0,0,5.5086915381252766e-05,2.5153975002467632e-05
0,stage6_00,0,0,2,1,3,24,no_review,1,0,2,0.0,8,completed,1,0,0,reference,16,2,0.00014960498083382845,3.260490484535694e-05
0,stage6_00,3,2,0,1,2,0,fcfs,1,6,2,1.0,0,completed,3,5,0,reference,0,0,0.00010893400758504868,3.9223930798470974e-05
0,stage6_00,3,2,0,1,2,0,edf,1,6,2,1.0,0,completed,3,5,0,reference,0,0,0.00013116002082824707,5.285500083118677e-05
0,stage6_00,2,2,0,1,1,0,uncertainty,1,4,2,0.6666666666666666,0,completed,3,1,0,reference,0,0,7.947895210236311e-05,4.206295125186443e-05
0,stage6_00,2,2,0,1,1,0,greedy,1,4,2,0.6666666666666666,0,completed,3,1,0,reference,0,0,7.928535342216492e-05,3.82070429623127e-05
0,stage6_00,3,2,0,1,2,0,search,1,6,2,1.0,0,completed,3,5,0,reference,0,0,0.00013179995585232973,5.7935016229748726e-05
0,stage6_00,0,0,2,2,4,24,no_review,1,0,1,0.0,8,completed,1,0,0,reference,16,2,0.0001759199658408761,3.809493500739336e-05
0,stage6_00,3,2,0,1,2,0,fcfs,1,3,1,0.5,0,completed,3,2,0,reference,0,0,8.92650568857789e-05,3.2438081689178944e-05
0,stage6_00,3,2,0,1,2,0,edf,1,3,1,0.5,0,completed,3,2,0,reference,0,0,8.998694829642773e-05,3.2144016586244106e-05
0,stage6_00,2,2,0,2,2,0,uncertainty,1,2,1,0.3333333333333333,0,completed,3,0,0,reference,0,0,7.575994823127985e-05,3.622705116868019e-05
0,stage6_00,2,2,0,2,2,0,greedy,1,2,1,0.3333333333333333,0,completed,3,0,0,reference,0,0,7.257401011884212e-05,3.356696106493473e-05
0,stage6_00,3,2,0,1,2,0,search,1,3,1,0.5,0,completed,3,2,0,reference,0,0,0.00013097596820443869,4.522106610238552e-05
0,stage6_00,0,0,2,1,3,24,no_review,1,0,2,0.0,8,completed,1,0,0,approve_block,16,2,0.0001708656782284379,3.940192982554436e-05
2,stage6_00,3,0,0,1,2,8,fcfs,1,6,2,1.0,8,completed,1,5,0,approve_block,0,0,0.00011061911936849356,4.503503441810608e-05
2,stage6_00,3,0,0,1,2,8,edf,1,6,2,1.0,8,completed,1,5,0,approve_block,0,0,0.00013776205014437437,6.430898793041706e-05
2,stage6_00,2,0,0,1,1,8,uncertainty,1,4,2,0.6666666666666666,8,completed,1,1,0,approve_block,0,0,7.2072958573699e-05,3.5341945476830006e-05
2,stage6_00,2,0,0,1,1,8,greedy,1,4,2,0.6666666666666666,8,completed,1,1,0,approve_block,0,0,7.90000194683671e-05,3.789202310144901e-05
2,stage6_00,3,0,0,1,2,8,search,1,6,2,1.0,8,completed,1,5,0,approve_block,0,0,0.00019515107851475477,0.00010543002281337976
0,stage6_00,0,0,2,2,4,24,no_review,1,0,1,0.0,8,completed,1,0,0,approve_block,16,2,0.00020233809482306242,5.989510100334883e-05
2,stage6_00,3,0,0,1,2,8,fcfs,1,3,1,0.5,8,completed,1,2,0,approve_block,0,0,0.00010658206883817911,4.0297978557646275e-05
2,stage6_00,3,0,0,1,2,8,edf,1,3,1,0.5,8,completed,1,2,0,approve_block,0,0,9.744404815137386e-05,3.158894833177328e-05
2,stage6_00,2,0,0,2,2,8,uncertainty,1,2,1,0.3333333333333333,8,completed,1,0,0,approve_block,0,0,7.452582940459251e-05,3.534893039613962e-05
2,stage6_00,2,0,0,2,2,8,greedy,1,2,1,0.3333333333333333,8,completed,1,0,0,approve_block,0,0,8.08589393272996e-05,3.832101356238127e-05
2,stage6_00,3,0,0,1,2,8,search,1,3,1,0.5,8,completed,1,2,0,approve_block,0,0,0.00012316019274294376,4.325108602643013e-05
0,stage6_00,0,0,2,1,3,24,no_review,1,0,2,0.0,8,completed,1,0,0,complexity_time,16,2,0.00018705986440181732,4.875892773270607e-05
0,stage6_00,3,2,0,1,2,0,fcfs,1,6,2,1.0,0,completed,3,5,0,complexity_time,0,0,0.00010966113768517971,4.417705349624157e-05
0,stage6_00,3,2,0,1,2,0,edf,1,6,2,1.0,0,completed,3,5,0,complexity_time,0,0,0.00011173193342983723,4.8187910579144955e-05
0,stage6_00,2,2,0,1,1,0,uncertainty,1,4,2,0.6666666666666666,0,completed,3,1,0,complexity_time,0,0,7.78840621933341e-05,3.864301834255457e-05
0,stage6_00,2,2,0,1,1,0,greedy,1,4,2,0.6666666666666666,0,completed,3,1,0,complexity_time,0,0,7.316796109080315e-05,3.554497379809618e-05
0,stage6_00,3,2,0,1,2,0,search,1,6,2,1.0,0,completed,3,5,0,complexity_time,0,0,0.00016112404409796,6.475404370576143e-05
0,stage6_00,0,0,2,2,4,24,no_review,1,0,1,0.0,8,completed,1,0,0,complexity_time,16,2,0.0001659190747886896,4.1275983676314354e-05
0,stage6_00,3,2,0,1,2,0,fcfs,1,3,1,0.5,0,completed,3,2,0,complexity_time,0,0,9.367172606289387e-05,3.1574047170579433e-05
0,stage6_00,3,2,0,1,2,0,edf,1,3,1,0.5,0,completed,3,2,0,complexity_time,0,0,0.00010375690180808306,3.33109637722373e-05
0,stage6_00,2,2,0,2,2,0,uncertainty,1,2,1,0.3333333333333333,0,completed,3,0,0,complexity_time,0,0,7.420277688652277e-05,3.441201988607645e-05
0,stage6_00,2,2,0,2,2,0,greedy,1,2,1,0.3333333333333333,0,completed,3,0,0,complexity_time,0,0,7.720314897596836e-05,3.6600977182388306e-05
0,stage6_00,3,2,0,1,2,0,search,1,3,1,0.5,0,completed,3,2,0,complexity_time,0,0,0.00012324575800448656,4.6029919758439064e-05
0,stage6_00,0,0,1,1,1,20,no_review,2,0,2,0.0,8,completed,1,0,1,reference,12,1,0.00010198983363807201,3.280898090451956e-05
0,stage6_00,2,1,0,1,1,4,fcfs,2,4,2,0.6666666666666666,4,completed,2,2,1,reference,0,0,7.768010254949331e-05,3.7588062696158886e-05
0,stage6_00,2,1,0,1,1,4,edf,2,4,2,0.6666666666666666,4,completed,2,2,1,reference,0,0,5.7711731642484665e-05,3.131397534161806e-05
0,stage6_00,1,1,0,1,1,4,uncertainty,2,2,2,0.3333333333333333,4,completed,2,0,1,reference,0,0,4.212814383208752e-05,3.416603431105614e-05
0,stage6_00,1,1,0,1,1,4,greedy,2,2,2,0.3333333333333333,4,completed,2,0,1,reference,0,0,3.699201624840498e-05,3.188801929354668e-05
0,stage6_00,2,1,0,1,1,4,search,2,4,2,0.6666666666666666,4,completed,2,2,1,reference,0,0,7.976091001182795e-05,4.2782980017364025e-05
0,stage6_00,0,0,1,2,2,20,no_review,2,0,1,0.0,8,completed,1,0,1,reference,12,1,0.00010288693010807037,3.324495628476143e-05
0,stage6_00,2,1,0,1,1,4,fcfs,2,2,1,0.3333333333333333,4,completed,2,1,1,reference,0,0,7.254490628838539e-05,3.742496483027935e-05
0,stage6_00,2,1,0,1,1,4,edf,2,2,1,0.3333333333333333,4,completed,2,1,1,reference,0,0,7.180124521255493e-05,3.358605317771435e-05
0,stage6_00,2,1,0,1,1,4,uncertainty,2,2,1,0.3333333333333333,4,completed,2,1,1,reference,0,0,7.601617835462093e-05,3.814499359577894e-05
0,stage6_00,2,1,0,1,1,4,greedy,2,2,1,0.3333333333333333,4,completed,2,1,1,reference,0,0,5.904305726289749e-05,3.2573938369750977e-05
0,stage6_00,2,1,0,1,1,4,search,2,2,1,0.3333333333333333,4,completed,2,1,1,reference,0,0,8.593709208071232e-05,4.230800550431013e-05
0,stage6_00,0,0,1,1,1,20,no_review,2,0,2,0.0,8,completed,1,0,1,approve_block,12,1,0.00010320579167455435,3.19270184263587e-05
1,stage6_00,2,0,0,1,1,8,fcfs,2,4,2,0.6666666666666666,8,completed,1,2,1,approve_block,0,0,6.151816342025995e-05,3.241002559661865e-05
1,stage6_00,2,0,0,1,1,8,edf,2,4,2,0.6666666666666666,8,completed,1,2,1,approve_block,0,0,7.840897887945175e-05,4.258996341377497e-05
1,stage6_00,1,0,0,1,1,8,uncertainty,2,2,2,0.3333333333333333,8,completed,1,0,1,approve_block,0,0,5.3977943025529385e-05,4.717102274298668e-05
1,stage6_00,1,0,0,1,1,8,greedy,2,2,2,0.3333333333333333,8,completed,1,0,1,approve_block,0,0,4.2121042497456074e-05,3.424694295972586e-05
1,stage6_00,2,0,0,1,1,8,search,2,4,2,0.6666666666666666,8,completed,1,2,1,approve_block,0,0,8.773582521826029e-05,4.174700006842613e-05
0,stage6_00,0,0,1,2,2,20,no_review,2,0,1,0.0,8,completed,1,0,1,approve_block,12,1,0.00010748999193310738,3.7882011383771896e-05
1,stage6_00,2,0,0,1,1,8,fcfs,2,2,1,0.3333333333333333,8,completed,1,1,1,approve_block,0,0,9.936187416315079e-05,4.9473950639367104e-05
1,stage6_00,2,0,0,1,1,8,edf,2,2,1,0.3333333333333333,8,completed,1,1,1,approve_block,0,0,8.181401062756777e-05,3.987201489508152e-05
1,stage6_00,2,0,0,1,1,8,uncertainty,2,2,1,0.3333333333333333,8,completed,1,1,1,approve_block,0,0,9.917491115629673e-05,5.878496449440718e-05
1,stage6_00,2,0,0,1,1,8,greedy,2,2,1,0.3333333333333333,8,completed,1,1,1,approve_block,0,0,6.893172394484282e-05,3.399793058633804e-05
1,stage6_00,2,0,0,1,1,8,search,2,2,1,0.3333333333333333,8,completed,1,1,1,approve_block,0,0,9.587104432284832e-05,4.548998549580574e-05
0,stage6_00,0,0,1,1,1,20,no_review,2,0,2,0.0,8,completed,1,0,1,complexity_time,12,1,0.00010841898620128632,3.633997403085232e-05
0,stage6_00,2,1,0,1,1,4,fcfs,2,4,2,0.6666666666666666,4,completed,2,2,1,complexity_time,0,0,6.880506407469511e-05,3.287300933152437e-05
0,stage6_00,2,1,0,1,1,4,edf,2,4,2,0.6666666666666666,4,completed,2,2,1,complexity_time,0,0,7.596088107675314e-05,3.666908014565706e-05
0,stage6_00,1,1,0,1,1,4,uncertainty,2,2,2,0.3333333333333333,4,completed,2,0,1,complexity_time,0,0,4.463398363441229e-05,3.617897164076567e-05
0,stage6_00,1,1,0,1,1,4,greedy,2,2,2,0.3333333333333333,4,completed,2,0,1,complexity_time,0,0,4.1610910557210445e-05,3.5051023587584496e-05
0,stage6_00,2,1,0,1,1,4,search,2,4,2,0.6666666666666666,4,completed,2,2,1,complexity_time,0,0,7.908174302428961e-05,4.088692367076874e-05
0,stage6_00,0,0,1,2,2,20,no_review,2,0,1,0.0,8,completed,1,0,1,complexity_time,12,1,0.0001088001299649477,3.413902595639229e-05
0,stage6_00,2,1,0,1,1,4,fcfs,2,2,1,0.3333333333333333,4,completed,2,1,1,complexity_time,0,0,7.393199484795332e-05,3.490399103611708e-05
0,stage6_00,2,1,0,1,1,4,edf,2,2,1,0.3333333333333333,4,completed,2,1,1,complexity_time,0,0,7.299205753952265e-05,3.535090945661068e-05
0,stage6_00,2,1,0,1,1,4,uncertainty,2,2,1,0.3333333333333333,4,completed,2,1,1,complexity_time,0,0,8.218619041144848e-05,4.073104355484247e-05
0,stage6_00,2,1,0,1,1,4,greedy,2,2,1,0.3333333333333333,4,completed,2,1,1,complexity_time,0,0,7.58608803153038e-05,3.3605960197746754e-05
0,stage6_00,2,1,0,1,1,4,search,2,2,1,0.3333333333333333,4,completed,2,1,1,complexity_time,0,0,9.83159989118576e-05,4.5806984417140484e-05
0,stage6_01,3,0,0,0,2,0,fcfs,0,3,1,0.6,0,completed,3,2,0,reference,0,0,0.00011273601558059454,4.243594594299793e-05
0,stage6_01,3,0,0,0,2,0,edf,0,3,1,0.6,0,completed,3,2,0,reference,0,0,0.00011243310291320086,4.2613944970071316e-05
0,stage6_01,3,0,0,0,2,0,uncertainty,0,3,1,0.6,0,completed,3,2,0,reference,0,0,0.00010217097587883472,3.3029005862772465e-05
0,stage6_01,3,0,0,0,2,0,greedy,0,3,1,0.6,0,completed,3,2,0,reference,0,0,0.00010756717529147863,3.5223085433244705e-05
0,stage6_01,3,0,0,0,2,0,search,0,3,1,0.6,0,completed,3,2,0,reference,0,0,0.00011387781705707312,4.293292295187712e-05
0,stage6_01,0,0,0,0,5,0,no_review,0,0,1,0.0,0,completed,3,0,0,reference,0,0,0.00015185598749667406,3.872590605169535e-05
0,stage6_01,2,0,0,0,2,0,fcfs,0,4,2,0.8,0,completed,3,2,0,reference,0,0,0.0001031762221828103,4.280905704945326e-05
0,stage6_01,2,0,0,0,2,0,edf,0,4,2,0.8,0,completed,3,2,0,reference,0,0,0.00011958309914916754,4.884903319180012e-05
0,stage6_01,2,0,0,0,2,0,uncertainty,0,4,2,0.8,0,completed,3,2,0,reference,0,0,0.00011803093366324902,5.190703086555004e-05
0,stage6_01,2,0,0,0,2,0,greedy,0,4,2,0.8,0,completed,3,2,0,reference,0,0,0.00011072400957345963,4.717695992439985e-05
0,stage6_01,2,0,0,0,2,0,search,0,4,2,0.8,0,completed,3,2,0,reference,0,0,0.00013425201177597046,5.5475044064223766e-05
0,stage6_01,0,0,0,0,4,0,no_review,0,0,2,0.0,0,completed,3,0,0,reference,0,0,0.0001601299736648798,4.6332948841154575e-05
0,stage6_01,3,0,0,0,2,0,fcfs,0,3,1,0.6,0,completed,3,2,0,approve_block,0,0,9.107799269258976e-05,3.20670660585165e-05
0,stage6_01,3,0,0,0,2,0,edf,0,3,1,0.6,0,completed,3,2,0,approve_block,0,0,9.075494017452002e-05,3.2681040465831757e-05
0,stage6_01,3,0,0,0,2,0,uncertainty,0,3,1,0.6,0,completed,3,2,0,approve_block,0,0,9.871600195765495e-05,3.230501897633076e-05
0,stage6_01,3,0,0,0,2,0,greedy,0,3,1,0.6,0,completed,3,2,0,approve_block,0,0,0.00010457402095198631,3.482704050838947e-05
0,stage6_01,3,0,0,0,2,0,search,0,3,1,0.6,0,completed,3,2,0,approve_block,0,0,0.00014152610674500465,4.61450545117259e-05
0,stage6_01,0,0,0,0,5,0,no_review,0,0,1,0.0,0,completed,3,0,0,approve_block,0,0,0.0001526350388303399,4.289601929485798e-05
0,stage6_01,2,0,0,0,2,0,fcfs,0,4,2,0.8,0,completed,3,2,0,approve_block,0,0,0.00011489004828035831,4.528800491243601e-05
0,stage6_01,2,0,0,0,2,0,edf,0,4,2,0.8,0,completed,3,2,0,approve_block,0,0,0.00011819484643638134,5.135592073202133e-05
0,stage6_01,2,0,0,0,2,0,uncertainty,0,4,2,0.8,0,completed,3,2,0,approve_block,0,0,0.00010392989497631788,4.4325017370283604e-05
0,stage6_01,2,0,0,0,2,0,greedy,0,4,2,0.8,0,completed,3,2,0,approve_block,0,0,0.00011772802099585533,4.815508145838976e-05
0,stage6_01,2,0,0,0,2,0,search,0,4,2,0.8,0,completed,3,2,0,approve_block,0,0,0.000161290867254138,5.940697155892849e-05
0,stage6_01,0,0,0,0,4,0,no_review,0,0,2,0.0,0,completed,3,0,0,approve_block,0,0,0.00015408091712743044,4.438403993844986e-05
0,stage6_01,3,0,0,0,2,0,fcfs,0,3,1,0.6,0,completed,3,2,0,complexity_time,0,0,0.00012855289969593287,4.7881039790809155e-05
0,stage6_01,3,0,0,0,2,0,edf,0,3,1,0.6,0,completed,3,2,0,complexity_time,0,0,0.00010614900384098291,3.358407411724329e-05
0,stage6_01,3,0,0,0,2,0,uncertainty,0,3,1,0.6,0,completed,3,2,0,complexity_time,0,0,0.00010257994290441275,3.305193968117237e-05
0,stage6_01,3,0,0,0,2,0,greedy,0,3,1,0.6,0,completed,3,2,0,complexity_time,0,0,0.0001216869568452239,4.0304032154381275e-05
0,stage6_01,3,0,0,0,2,0,search,0,3,1,0.6,0,completed,3,2,0,complexity_time,0,0,0.00013256375677883625,4.783796612173319e-05
0,stage6_01,0,0,0,0,5,0,no_review,0,0,1,0.0,0,completed,3,0,0,complexity_time,0,0,0.0001634999644011259,4.105095285922289e-05
0,stage6_01,2,0,0,0,2,0,fcfs,0,4,2,0.8,0,completed,3,2,0,complexity_time,0,0,0.00011847889982163906,5.316000897437334e-05
0,stage6_01,2,0,0,0,2,0,edf,0,4,2,0.8,0,completed,3,2,0,complexity_time,0,0,0.00010847800876945257,4.434597212821245e-05
0,stage6_01,2,0,0,0,2,0,uncertainty,0,4,2,0.8,0,completed,3,2,0,complexity_time,0,0,0.0001221861457452178,5.41080953553319e-05
0,stage6_01,2,0,0,0,2,0,greedy,0,4,2,0.8,0,completed,3,2,0,complexity_time,0,0,0.00012524693738669157,6.073992699384689e-05
0,stage6_01,2,0,0,0,2,0,search,0,4,2,0.8,0,completed,3,2,0,complexity_time,0,0,0.00017593102529644966,9.262701496481895e-05
0,stage6_01,0,0,0,0,4,0,no_review,0,0,2,0.0,0,completed,3,0,0,complexity_time,0,0,0.00014977902173995972,4.484807141125202e-05
0,stage6_01,3,0,0,0,2,0,fcfs,1,3,1,0.6,0,completed,3,2,0,reference,0,0,9.718397632241249e-05,3.0559953302145004e-05
0,stage6_01,3,0,0,0,2,0,edf,1,3,1,0.6,0,completed,3,2,0,reference,0,0,0.00010326283518224955,3.712298348546028e-05
0,stage6_01,3,0,0,0,2,0,uncertainty,1,3,1,0.6,0,completed,3,2,0,reference,0,0,0.00012170418631285429,4.8306072130799294e-05
0,stage6_01,3,0,0,0,2,0,greedy,1,3,1,0.6,0,completed,3,2,0,reference,0,0,0.00011857016943395138,4.289601929485798e-05
0,stage6_01,3,0,0,0,2,0,search,1,3,1,0.6,0,completed,3,2,0,reference,0,0,0.00012360280379652977,4.1874940507113934e-05
0,stage6_01,0,0,0,0,5,0,no_review,1,0,1,0.0,0,completed,3,0,0,reference,0,0,0.00015726196579635143,4.2492058128118515e-05
0,stage6_01,2,0,0,0,2,0,fcfs,1,4,2,0.8,0,completed,3,2,0,reference,0,0,8.281797636300325e-05,3.264099359512329e-05
0,stage6_01,2,0,0,0,2,0,edf,1,4,2,0.8,0,completed,3,2,0,reference,0,0,0.0001224359730258584,5.093601066619158e-05
0,stage6_01,2,0,0,0,2,0,uncertainty,1,4,2,0.8,0,completed,3,2,0,reference,0,0,0.00010715005919337273,4.9459049478173256e-05
0,stage6_01,2,0,0,0,2,0,greedy,1,4,2,0.8,0,completed,3,2,0,reference,0,0,0.00010774796828627586,5.055603105574846e-05
0,stage6_01,2,0,0,0,2,0,search,1,4,2,0.8,0,completed,3,2,0,reference,0,0,0.00013192894402891397,5.771301221102476e-05
0,stage6_01,0,0,0,0,4,0,no_review,1,0,2,0.0,0,completed,3,0,0,reference,0,0,0.0001564099220559001,4.729104693979025e-05
0,stage6_01,3,0,0,0,2,0,fcfs,1,3,1,0.6,0,completed,3,2,0,approve_block,0,0,9.756290819495916e-05,3.120093606412411e-05
0,stage6_01,3,0,0,0,2,0,edf,1,3,1,0.6,0,completed,3,2,0,approve_block,0,0,0.00010513293091207743,3.6514014936983585e-05
0,stage6_01,3,0,0,0,2,0,uncertainty,1,3,1,0.6,0,completed,3,2,0,approve_block,0,0,0.00011183205060660839,4.1650026105344296e-05
0,stage6_01,3,0,0,0,2,0,greedy,1,3,1,0.6,0,completed,3,2,0,approve_block,0,0,8.558784611523151e-05,3.185798414051533e-05
0,stage6_01,3,0,0,0,2,0,search,1,3,1,0.6,0,completed,3,2,0,approve_block,0,0,0.00012300210073590279,4.316098056733608e-05
0,stage6_01,0,0,0,0,5,0,no_review,1,0,1,0.0,0,completed,3,0,0,approve_block,0,0,0.00014739902690052986,3.692600876092911e-05
0,stage6_01,2,0,0,0,2,0,fcfs,1,4,2,0.8,0,completed,3,2,0,approve_block,0,0,0.00012248894199728966,4.553596954792738e-05
0,stage6_01,2,0,0,0,2,0,edf,1,4,2,0.8,0,completed,3,2,0,approve_block,0,0,0.00011214695405215025,5.0539965741336346e-05
0,stage6_01,2,0,0,0,2,0,uncertainty,1,4,2,0.8,0,completed,3,2,0,approve_block,0,0,0.00011414603795856237,4.185806028544903e-05
0,stage6_01,2,0,0,0,2,0,greedy,1,4,2,0.8,0,completed,3,2,0,approve_block,0,0,0.00011125009041279554,4.546297714114189e-05
0,stage6_01,2,0,0,0,2,0,search,1,4,2,0.8,0,completed,3,2,0,approve_block,0,0,0.00012965791393071413,5.69300027564168e-05
0,stage6_01,0,0,0,0,4,0,no_review,1,0,2,0.0,0,completed,3,0,0,approve_block,0,0,0.00015906302724033594,4.5067048631608486e-05
0,stage6_01,3,0,0,0,2,0,fcfs,1,3,1,0.6,0,completed,3,2,0,complexity_time,0,0,9.631598368287086e-05,3.371993079781532e-05
0,stage6_01,3,0,0,0,2,0,edf,1,3,1,0.6,0,completed,3,2,0,complexity_time,0,0,0.0001244929153472185,4.433200228959322e-05
0,stage6_01,3,0,0,0,2,0,uncertainty,1,3,1,0.6,0,completed,3,2,0,complexity_time,0,0,9.392504580318928e-05,3.563903737813234e-05
0,stage6_01,3,0,0,0,2,0,greedy,1,3,1,0.6,0,completed,3,2,0,complexity_time,0,0,0.00013301207218319178,6.0406047850847244e-05
0,stage6_01,3,0,0,0,2,0,search,1,3,1,0.6,0,completed,3,2,0,complexity_time,0,0,0.0001223529689013958,4.383397754281759e-05
0,stage6_01,0,0,0,0,5,0,no_review,1,0,1,0.0,0,completed,3,0,0,complexity_time,0,0,0.00014937901869416237,3.89699125662446e-05
0,stage6_01,2,0,0,0,2,0,fcfs,1,4,2,0.8,0,completed,3,2,0,complexity_time,0,0,0.0001146579161286354,4.9683963879942894e-05
0,stage6_01,2,0,0,0,2,0,edf,1,4,2,0.8,0,completed,3,2,0,complexity_time,0,0,0.00011214893311262131,4.005595110356808e-05
