id,db,domain,kind,rep,budget,method,status,questions,correct,wrong,unfinished,loss,executions
479,data/attachment/Filmmaking/attachment_1tab_val_genre1/attachment_1tab_val_genre1.sqlite,Filmmaking,attachment,0,1,direct_reader_answer_or_ask,ready,0,0,1,0,4,1
479,data/attachment/Filmmaking/attachment_1tab_val_genre1/attachment_1tab_val_genre1.sqlite,Filmmaking,attachment,0,2,direct_reader_answer_or_ask,ready,0,0,1,0,4,1
479,data/attachment/Filmmaking/attachment_1tab_val_genre1/attachment_1tab_val_genre1.sqlite,Filmmaking,attachment,1,0,direct_reader_answer_or_ask,ready,0,1,0,0,0,1
479,data/attachment/Filmmaking/attachment_1tab_val_genre1/attachment_1tab_val_genre1.sqlite,Filmmaking,attachment,1,1,direct_reader_answer_or_ask,ready,0,1,0,0,0,1
479,data/attachment/Filmmaking/attachment_1tab_val_genre1/attachment_1tab_val_genre1.sqlite,Filmmaking,attachment,1,2,direct_reader_answer_or_ask,ready,0,1,0,0,0,1
484,data/attachment/Filmmaking/attachment_1tab_val_genre2/attachment_1tab_val_genre2.sqlite,Filmmaking,attachment,0,0,direct_reader_answer_or_ask,ready,0,1,0,0,0,1
484,data/attachment/Filmmaking/attachment_1tab_val_genre2/attachment_1tab_val_genre2.sqlite,Filmmaking,attachment,0,1,direct_reader_answer_or_ask,ready,0,1,0,0,0,1
484,data/attachment/Filmmaking/attachment_1tab_val_genre2/attachment_1tab_val_genre2.sqlite,Filmmaking,attachment,0,2,direct_reader_answer_or_ask,ready,0,1,0,0,0,1
484,data/attachment/Filmmaking/attachment_1tab_val_genre2/attachment_1tab_val_genre2.sqlite,Filmmaking,attachment,1,0,direct_reader_answer_or_ask,ready,0,0,1,0,4,1
484,data/attachment/Filmmaking/attachment_1tab_val_genre2/attachment_1tab_val_genre2.sqlite,Filmmaking,attachment,1,1,direct_reader_answer_or_ask,ready,0,0,1,0,4,1
484,data/attachment/Filmmaking/attachment_1tab_val_genre2/attachment_1tab_val_genre2.sqlite,Filmmaking,attachment,1,2,direct_reader_answer_or_ask,ready,0,0,1,0,4,1
520,data/attachment/Filmmaking/attachment_1tab_val_genre3/attachment_1tab_val_genre3.sqlite,Filmmaking,attachment,0,0,direct_reader_answer_or_ask,ready,0,0,1,0,4,1
520,data/attachment/Filmmaking/attachment_1tab_val_genre3/attachment_1tab_val_genre3.sqlite,Filmmaking,attachment,0,1,direct_reader_answer_or_ask,ready,0,0,1,0,4,1
520,data/attachment/Filmmaking/attachment_1tab_val_genre3/attachment_1tab_val_genre3.sqlite,Filmmaking,attachment,0,2,direct_reader_answer_or_ask,ready,0,0,1,0,4,1
520,data/attachment/Filmmaking/attachment_1tab_val_genre3/attachment_1tab_val_genre3.sqlite,Filmmaking,attachment,1,0,direct_reader_answer_or_ask,ready,0,1,0,0,0,1
520,data/attachment/Filmmaking/attachment_1tab_val_genre3/attachment_1tab_val_genre3.sqlite,Filmmaking,attachment,1,1,direct_reader_answer_or_ask,ready,0,1,0,0,0,1
520,data/attachment/Filmmaking/attachment_1tab_val_genre3/attachment_1tab_val_genre3.sqlite,Filmmaking,attachment,1,2,direct_reader_answer_or_ask,ready,0,1,0,0,0,1
1475,data/scope/Housing Market/scope_communities_features1/scope_communities_features1.sqlite,Housing Market,scope,0,0,direct_reader_answer_or_ask,ready,0,0,1,0,4,1
1475,data/scope/Housing Market/scope_communities_features1/scope_communities_features1.sqlite,Housing Market,scope,0,1,direct_reader_answer_or_ask,ready,0,0,1,0,4,1
1475,data/scope/Housing Market/scope_communities_features1/scope_communities_features1.sqlite,Housing Market,scope,0,2,direct_reader_answer_or_ask,ready,0,0,1,0,4,1
1475,data/scope/Housing Market/scope_communities_features1/scope_communities_features1.sqlite,Housing Market,scope,1,0,direct_reader_answer_or_ask,ready,0,1,0,0,0,1
1475,data/scope/Housing Market/scope_communities_features1/scope_communities_features1.sqlite,Housing Market,scope,1,1,direct_reader_answer_or_ask,ready,0,1,0,0,0,1
1475,data/scope/Housing Market/scope_communities_features1/scope_communities_features1.sqlite,Housing Market,scope,1,2,direct_reader_answer_or_ask,ready,0,1,0,0,0,1
1484,data/scope/Housing Market/scope_authorities_programs/scope_authorities_programs.sqlite,Housing Market,scope,0,0,direct_reader_answer_or_ask,ready,0,0,1,0,4,1
1484,data/scope/Housing Market/scope_authorities_programs/scope_authorities_programs.sqlite,Housing Market,scope,0,1,direct_reader_answer_or_ask,ready,0,0,1,0,4,1
1484,data/scope/Housing Market/scope_authorities_programs/scope_authorities_programs.sqlite,Housing Market,scope,0,2,direct_reader_answer_or_ask,ready,0,0,1,0,4,1
1484,data/scope/Housing Market/scope_authorities_programs/scope_authorities_programs.sqlite,Housing Market,scope,1,0,direct_reader_answer_or_ask,ready,0,1,0,0,0,1
1484,data/scope/Housing Market/scope_authorities_programs/scope_authorities_programs.sqlite,Housing Market,scope,1,1,direct_reader_answer_or_ask,ready,0,1,0,0,0,1
1484,data/scope/Housing Market/scope_authorities_programs/scope_authorities_programs.sqlite,Housing Market,scope,1,2,direct_reader_answer_or_ask,ready,0,1,0,0,0,1
1492,data/scope/Hospitality/scope_photography_workshops_techniques/scope_photography_workshops_techniques.sqlite,Hospitality,scope,0,0,direct_reader_answer_or_ask,ready,0,0,1,0,4,1
1492,data/scope/Hospitality/scope_photography_workshops_techniques/scope_photography_workshops_techniques.sqlite,Hospitality,scope,0,1,direct_reader_answer_or_ask,ready,0,0,1,0,4,1
1492,data/scope/Hospitality/scope_photography_workshops_techniques/scope_photography_workshops_techniques.sqlite,Hospitality,scope,0,2,direct_reader_answer_or_ask,ready,0,0,1,0,4,1
1492,data/scope/Hospitality/scope_photography_workshops_techniques/scope_photography_workshops_techniques.sqlite,Hospitality,scope,1,0,direct_reader_answer_or_ask,ready,0,0,1,0,4,1
1492,data/scope/Hospitality/scope_photography_workshops_techniques/scope_photography_workshops_techniques.sqlite,Hospitality,scope,1,1,direct_reader_answer_or_ask,ready,0,0,1,0,4,1
1492,data/scope/Hospitality/scope_photography_workshops_techniques/scope_photography_workshops_techniques.sqlite,Hospitality,scope,1,2,direct_reader_answer_or_ask,ready,0,0,1,0,4,1
1497,data/scope/Hospitality/scope_nature_reserves_flora_and_fauna/scope_nature_reserves_flora_and_fauna.sqlite,Hospitality,scope,0,0,direct_reader_answer_or_ask,ready,0,0,1,0,4,1
1497,data/scope/Hospitality/scope_nature_reserves_flora_and_fauna/scope_nature_reserves_flora_and_fauna.sqlite,Hospitality,scope,0,1,direct_reader_answer_or_ask,ready,0,0,1,0,4,1
1497,data/scope/Hospitality/scope_nature_reserves_flora_and_fauna/scope_nature_reserves_flora_and_fauna.sqlite,Hospitality,scope,0,2,direct_reader_answer_or_ask,ready,0,0,1,0,4,1
1497,data/scope/Hospitality/scope_nature_reserves_flora_and_fauna/scope_nature_reserves_flora_and_fauna.sqlite,Hospitality,scope,1,0,direct_reader_answer_or_ask,ready,0,0,1,0,4,1
1497,data/scope/Hospitality/scope_nature_reserves_flora_and_fauna/scope_nature_reserves_flora_and_fauna.sqlite,Hospitality,scope,1,1,direct_reader_answer_or_ask,ready,0,0,1,0,4,1
1497,data/scope/Hospitality/scope_nature_reserves_flora_and_fauna/scope_nature_reserves_flora_and_fauna.sqlite,Hospitality,scope,1,2,direct_reader_answer_or_ask,ready,0,0,1,0,4,1
1509,data/scope/Hospitality/scope_national_parks_trails/scope_national_parks_trails.sqlite,Hospitality,scope,0,0,direct_reader_answer_or_ask,ready,0,0,1,0,4,1
1509,data/scope/Hospitality/scope_national_parks_trails/scope_national_parks_trails.sqlite,Hospitality,scope,0,1,direct_reader_answer_or_ask,ready,0,0,1,0,4,1
1509,data/scope/Hospitality/scope_national_parks_trails/scope_national_parks_trails.sqlite,Hospitality,scope,0,2,direct_reader_answer_or_ask,ready,0,0,1,0,4,1
1509,data/scope/Hospitality/scope_national_parks_trails/scope_national_parks_trails.sqlite,Hospitality,scope,1,0,direct_reader_answer_or_ask,ready,0,0,1,0,4,1
1509,data/scope/Hospitality/scope_national_parks_trails/scope_national_parks_trails.sqlite,Hospitality,scope,1,1,direct_reader_answer_or_ask,ready,0,0,1,0,4,1
1509,data/scope/Hospitality/scope_national_parks_trails/scope_national_parks_trails.sqlite,Hospitality,scope,1,2,direct_reader_answer_or_ask,ready,0,0,1,0,4,1
1510,data/scope/Hospitality/scope_resorts_activities/scope_resorts_activities.sqlite,Hospitality,scope,0,0,direct_reader_answer_or_ask,ready,0,1,0,0,0,1
1510,data/scope/Hospitality/scope_resorts_activities/scope_resorts_activities.sqlite,Hospitality,scope,0,1,direct_reader_answer_or_ask,ready,0,1,0,0,0,1
1510,data/scope/Hospitality/scope_resorts_activities/scope_resorts_activities.sqlite,Hospitality,scope,0,2,direct_reader_answer_or_ask,ready,0,1,0,0,0,1
1510,data/scope/Hospitality/scope_resorts_activities/scope_resorts_activities.sqlite,Hospitality,scope,1,0,direct_reader_answer_or_ask,ready,0,0,1,0,4,1
1510,data/scope/Hospitality/scope_resorts_activities/scope_resorts_activities.sqlite,Hospitality,scope,1,1,direct_reader_answer_or_ask,ready,0,0,1,0,4,1
1510,data/scope/Hospitality/scope_resorts_activities/scope_resorts_activities.sqlite,Hospitality,scope,1,2,direct_reader_answer_or_ask,ready,0,0,1,0,4,1
1513,data/scope/Hospitality/scope_scuba_diving_centers_dive_sites/scope_scuba_diving_centers_dive_sites.sqlite,Hospitality,scope,0,0,direct_reader_answer_or_ask,ready,0,0,1,0,4,1
1513,data/scope/Hospitality/scope_scuba_diving_centers_dive_sites/scope_scuba_diving_centers_dive_sites.sqlite,Hospitality,scope,0,1,direct_reader_answer_or_ask,ready,0,0,1,0,4,1
1513,data/scope/Hospitality/scope_scuba_diving_centers_dive_sites/scope_scuba_diving_centers_dive_sites.sqlite,Hospitality,scope,0,2,direct_reader_answer_or_ask,ready,0,0,1,0,4,1
1513,data/scope/Hospitality/scope_scuba_diving_centers_dive_sites/scope_scuba_diving_centers_dive_sites.sqlite,Hospitality,scope,1,0,direct_reader_answer_or_ask,ready,0,1,0,0,0,1
1513,data/scope/Hospitality/scope_scuba_diving_centers_dive_sites/scope_scuba_diving_centers_dive_sites.sqlite,Hospitality,scope,1,1,direct_reader_answer_or_ask,ready,0,1,0,0,0,1
1513,data/scope/Hospitality/scope_scuba_diving_centers_dive_sites/scope_scuba_diving_centers_dive_sites.sqlite,Hospitality,scope,1,2,direct_reader_answer_or_ask,ready,0,1,0,0,0,1
1522,data/scope/Hospitality/scope_spa_treatments/scope_spa_treatments.sqlite,Hospitality,scope,0,0,direct_reader_answer_or_ask,ready,0,1,0,0,0,1
1522,data/scope/Hospitality/scope_spa_treatments/scope_spa_treatments.sqlite,Hospitality,scope,0,1,direct_reader_answer_or_ask,ready,0,1,0,0,0,1
1522,data/scope/Hospitality/scope_spa_treatments/scope_spa_treatments.sqlite,Hospitality,scope,0,2,direct_reader_answer_or_ask,ready,0,1,0,0,0,1
1522,data/scope/Hospitality/scope_spa_treatments/scope_spa_treatments.sqlite,Hospitality,scope,1,0,direct_reader_answer_or_ask,ready,0,0,1,0,4,1
1522,data/scope/Hospitality/scope_spa_treatments/scope_spa_treatments.sqlite,Hospitality,scope,1,1,direct_reader_answer_or_ask,ready,0,0,1,0,4,1
1522,data/scope/Hospitality/scope_spa_treatments/scope_spa_treatments.sqlite,Hospitality,scope,1,2,direct_reader_answer_or_ask,ready,0,0,1,0,4,1
2900,data/vague/Healthcare/vague_2cols_geographical_location/vague_2cols_geographical_location.sqlite,Healthcare,vague,0,0,direct_reader_answer_or_ask,clarify,0,0,0,1,1,0
2900,data/vague/Healthcare/vague_2cols_geographical_location/vague_2cols_geographical_location.sqlite,Healthcare,vague,0,1,direct_reader_answer_or_ask,clarify,1,0,1,0,4,1
2900,data/vague/Healthcare/vague_2cols_geographical_location/vague_2cols_geographical_location.sqlite,Healthcare,vague,0,2,direct_reader_answer_or_ask,clarify,1,0,1,0,4,1
2900,data/vague/Healthcare/vague_2cols_geographical_location/vague_2cols_geographical_location.sqlite,Healthcare,vague,1,0,direct_reader_answer_or_ask,clarify,0,0,0,1,1,0
2900,data/vague/Healthcare/vague_2cols_geographical_location/vague_2cols_geographical_location.sqlite,Healthcare,vague,1,1,direct_reader_answer_or_ask,clarify,1,0,1,0,4,1
2900,data/vague/Healthcare/vague_2cols_geographical_location/vague_2cols_geographical_location.sqlite,Healthcare,vague,1,2,direct_reader_answer_or_ask,clarify,1,0,1,0,4,1
2896,data/vague/Filmmaking/vague_2cols_lead/vague_2cols_lead.sqlite,Filmmaking,vague,0,0,direct_reader_answer_or_ask,ready,0,0,1,0,4,1
2896,data/vague/Filmmaking/vague_2cols_lead/vague_2cols_lead.sqlite,Filmmaking,vague,0,1,direct_reader_answer_or_ask,ready,0,0,1,0,4,1
2896,data/vague/Filmmaking/vague_2cols_lead/vague_2cols_lead.sqlite,Filmmaking,vague,0,2,direct_reader_answer_or_ask,ready,0,0,1,0,4,1
2896,data/vague/Filmmaking/vague_2cols_lead/vague_2cols_lead.sqlite,Filmmaking,vague,1,0,direct_reader_answer_or_ask,ready,0,0,1,0,4,1
2896,data/vague/Filmmaking/vague_2cols_lead/vague_2cols_lead.sqlite,Filmmaking,vague,1,1,direct_reader_answer_or_ask,ready,0,0,1,0,4,1
2896,data/vague/Filmmaking/vague_2cols_lead/vague_2cols_lead.sqlite,Filmmaking,vague,1,2,direct_reader_answer_or_ask,ready,0,0,1,0,4,1
2877,data/vague/Filmmaking/vague_2cols_rating/vague_2cols_rating.sqlite,Filmmaking,vague,0,0,direct_reader_answer_or_ask,clarify,0,0,0,1,1,0
2877,data/vague/Filmmaking/vague_2cols_rating/vague_2cols_rating.sqlite,Filmmaking,vague,0,1,direct_reader_answer_or_ask,clarify,1,0,1,0,4,1
2877,data/vague/Filmmaking/vague_2cols_rating/vague_2cols_rating.sqlite,Filmmaking,vague,0,2,direct_reader_answer_or_ask,clarify,1,0,1,0,4,1
2877,data/vague/Filmmaking/vague_2cols_rating/vague_2cols_rating.sqlite,Filmmaking,vague,1,0,direct_reader_answer_or_ask,clarify,0,0,0,1,1,0
2877,data/vague/Filmmaking/vague_2cols_rating/vague_2cols_rating.sqlite,Filmmaking,vague,1,1,direct_reader_answer_or_ask,clarify,1,0,1,0,4,1
2877,data/vague/Filmmaking/vague_2cols_rating/vague_2cols_rating.sqlite,Filmmaking,vague,1,2,direct_reader_answer_or_ask,clarify,1,0,1,0,4,1
2898,data/vague/Filmmaking/vague_2cols_production/vague_2cols_production.sqlite,Filmmaking,vague,0,0,direct_reader_answer_or_ask,ready,0,0,1,0,4,1
2898,data/vague/Filmmaking/vague_2cols_production/vague_2cols_production.sqlite,Filmmaking,vague,0,1,direct_reader_answer_or_ask,ready,0,0,1,0,4,1
2898,data/vague/Filmmaking/vague_2cols_production/vague_2cols_production.sqlite,Filmmaking,vague,0,2,direct_reader_answer_or_ask,ready,0,0,1,0,4,1
2898,data/vague/Filmmaking/vague_2cols_production/vague_2cols_production.sqlite,Filmmaking,vague,1,0,direct_reader_answer_or_ask,ready,0,0,1,0,4,1
2898,data/vague/Filmmaking/vague_2cols_production/vague_2cols_production.sqlite,Filmmaking,vague,1,1,direct_reader_answer_or_ask,ready,0,0,1,0,4,1
2898,data/vague/Filmmaking/vague_2cols_production/vague_2cols_production.sqlite,Filmmaking,vague,1,2,direct_reader_answer_or_ask,ready,0,0,1,0,4,1
2903,data/vague/Healthcare/vague_2tabs_side_effect_profile/vague_2tabs_side_effect_profile.sqlite,Healthcare,vague,0,0,direct_reader_answer_or_ask,ready,0,0,1,0,4,1
2903,data/vague/Healthcare/vague_2tabs_side_effect_profile/vague_2tabs_side_effect_profile.sqlite,Healthcare,vague,0,1,direct_reader_answer_or_ask,ready,0,0,1,0,4,1
2903,data/vague/Healthcare/vague_2tabs_side_effect_profile/vague_2tabs_side_effect_profile.sqlite,Healthcare,vague,0,2,direct_reader_answer_or_ask,ready,0,0,1,0,4,1
2903,data/vague/Healthcare/vague_2tabs_side_effect_profile/vague_2tabs_side_effect_profile.sqlite,Healthcare,vague,1,0,direct_reader_answer_or_ask,ready,0,0,1,0,4,1
2903,data/vague/Healthcare/vague_2tabs_side_effect_profile/vague_2tabs_side_effect_profile.sqlite,Healthcare,vague,1,1,direct_reader_answer_or_ask,ready,0,0,1,0,4,1
2903,data/vague/Healthcare/vague_2tabs_side_effect_profile/vague_2tabs_side_effect_profile.sqlite,Healthcare,vague,1,2,direct_reader_answer_or_ask,ready,0,0,1,0,4,1
2908,data/vague/Healthcare/vague_2tabs_place_of_origin/vague_2tabs_place_of_origin.sqlite,Healthcare,vague,0,0,direct_reader_answer_or_ask,clarify,0,0,0,1,1,0
2908,data/vague/Healthcare/vague_2tabs_place_of_origin/vague_2tabs_place_of_origin.sqlite,Healthcare,vague,0,1,direct_reader_answer_or_ask,clarify,1,0,0,1,1,1
2908,data/vague/Healthcare/vague_2tabs_place_of_origin/vague_2tabs_place_of_origin.sqlite,Healthcare,vague,0,2,direct_reader_answer_or_ask,clarify,1,0,0,1,1,1
2908,data/vague/Healthcare/vague_2tabs_place_of_origin/vague_2tabs_place_of_origin.sqlite,Healthcare,vague,1,0,direct_reader_answer_or_ask,clarify,0,0,0,1,1,0
2908,data/vague/Healthcare/vague_2tabs_place_of_origin/vague_2tabs_place_of_origin.sqlite,Healthcare,vague,1,1,direct_reader_answer_or_ask,clarify,1,0,1,0,4,1
2908,data/vague/Healthcare/vague_2tabs_place_of_origin/vague_2tabs_place_of_origin.sqlite,Healthcare,vague,1,2,direct_reader_answer_or_ask,clarify,1,0,1,0,4,1
2919,data/vague/Healthcare/vague_2tabs_historical_context/vague_2tabs_historical_context.sqlite,Healthcare,vague,0,0,direct_reader_answer_or_ask,ready,0,1,0,0,0,1
2919,data/vague/Healthcare/vague_2tabs_historical_context/vague_2tabs_historical_context.sqlite,Healthcare,vague,0,1,direct_reader_answer_or_ask,ready,0,1,0,0,0,1
2919,data/vague/Healthcare/vague_2tabs_historical_context/vague_2tabs_historical_context.sqlite,Healthcare,vague,0,2,direct_reader_answer_or_ask,ready,0,1,0,0,0,1
2919,data/vague/Healthcare/vague_2tabs_historical_context/vague_2tabs_historical_context.sqlite,Healthcare,vague,1,0,direct_reader_answer_or_ask,ready,0,0,1,0,4,1
2919,data/vague/Healthcare/vague_2tabs_historical_context/vague_2tabs_historical_context.sqlite,Healthcare,vague,1,1,direct_reader_answer_or_ask,ready,0,0,1,0,4,1
2919,data/vague/Healthcare/vague_2tabs_historical_context/vague_2tabs_historical_context.sqlite,Healthcare,vague,1,2,direct_reader_answer_or_ask,ready,0,0,1,0,4,1
2981,data/vague/Healthcare/vague_2tabs_effects/vague_2tabs_effects.sqlite,Healthcare,vague,0,0,direct_reader_answer_or_ask,ready,0,0,1,0,4,1
2981,data/vague/Healthcare/vague_2tabs_effects/vague_2tabs_effects.sqlite,Healthcare,vague,0,1,direct_reader_answer_or_ask,ready,0,0,1,0,4,1
2981,data/vague/Healthcare/vague_2tabs_effects/vague_2tabs_effects.sqlite,Healthcare,vague,0,2,direct_reader_answer_or_ask,ready,0,0,1,0,4,1
2981,data/vague/Healthcare/vague_2tabs_effects/vague_2tabs_effects.sqlite,Healthcare,vague,1,0,direct_reader_answer_or_ask,ready,0,1,0,0,0,1
2981,data/vague/Healthcare/vague_2tabs_effects/vague_2tabs_effects.sqlite,Healthcare,vague,1,1,direct_reader_answer_or_ask,ready,0,1,0,0,0,1
2981,data/vague/Healthcare/vague_2tabs_effects/vague_2tabs_effects.sqlite,Healthcare,vague,1,2,direct_reader_answer_or_ask,ready,0,1,0,0,0,1
