id,family,seed,method,budget,tasks,project_correct,correct,incorrect,unfinished,loss,questions,distinct_questions,repeated_questions,incorrect_scope_transfers,unresolved_responses,scope_questions,initial_predicted_loss,final_predicted_loss,predicted_benefit,realized_benefit,planning_nodes,planning_caps
scope_exception_5000,scope_exception,5000,completion,1,3,1,3,0,0,0,1,1,0,0,0,0,2.6,0.6000000000000001,2.0,2.0,0,0
scope_exception_5000,scope_exception,5000,completion,2,3,1,3,0,0,0,2,2,0,0,0,0,2.6,0.0,2.6,2.0,0,0
scope_exception_5000,scope_exception,5000,completion,4,3,1,3,0,0,0,2,2,0,0,0,0,2.6,0.0,2.6,2.0,0,0
scope_exception_5000,scope_exception,5000,completion,6,3,1,3,0,0,0,2,2,0,0,0,0,2.6,0.0,2.6,2.0,0,0
scope_exception_5000,scope_exception,5000,completion,unlimited,3,1,3,0,0,0,2,2,0,0,0,0,2.6,0.0,2.6,2.0,0,0
scope_exception_5000,scope_exception,5000,depth2,0,3,0,1,0,2,2.0,0,0,0,0,0,0,2.6,2.6,0.0,0.0,1,0
scope_exception_5000,scope_exception,5000,depth2,1,3,1,3,0,0,0,1,1,0,0,0,0,2.6,0.6000000000000001,2.0,2.0,8,0
scope_exception_5000,scope_exception,5000,depth2,2,3,1,3,0,0,0,2,2,0,0,0,0,2.6,0.0,2.6,2.0,25,0
scope_exception_5000,scope_exception,5000,depth2,4,3,1,3,0,0,0,2,2,0,0,0,0,2.6,0.0,2.6,2.0,31,0
scope_exception_5000,scope_exception,5000,depth2,6,3,1,3,0,0,0,2,2,0,0,0,0,2.6,0.0,2.6,2.0,31,0
scope_exception_5000,scope_exception,5000,depth2,unlimited,3,1,3,0,0,0,2,2,0,0,0,0,2.6,0.0,2.6,2.0,31,0
scope_exception_5000,scope_exception,5000,depth3,0,3,0,1,0,2,2.0,0,0,0,0,0,0,2.6,2.6,0.0,0.0,1,0
scope_exception_5000,scope_exception,5000,depth3,1,3,1,3,0,0,0,1,1,0,0,0,0,2.6,0.6000000000000001,2.0,2.0,8,0
scope_exception_5000,scope_exception,5000,depth3,2,3,1,3,0,0,0,2,2,0,0,0,0,2.6,0.0,2.6,2.0,25,0
scope_exception_5000,scope_exception,5000,depth3,4,3,1,3,0,0,0,2,2,0,0,0,0,2.6,0.0,2.6,2.0,39,0
scope_exception_5000,scope_exception,5000,depth3,6,3,1,3,0,0,0,2,2,0,0,0,0,2.6,0.0,2.6,2.0,39,0
scope_exception_5000,scope_exception,5000,depth3,unlimited,3,1,3,0,0,0,2,2,0,0,0,0,2.6,0.0,2.6,2.0,39,0
scope_exception_5000,scope_exception,5000,generic2,0,3,0,1,0,2,2.0,0,0,0,0,0,0,2.6,2.6,0.0,0.0,1,0
scope_exception_5000,scope_exception,5000,generic2,1,3,1,3,0,0,0,1,1,0,0,0,0,2.6,0.6000000000000001,2.0,2.0,8,0
scope_exception_5000,scope_exception,5000,generic2,2,3,1,3,0,0,0,2,2,0,0,0,0,2.6,0.0,2.6,2.0,25,0
scope_exception_5000,scope_exception,5000,generic2,4,3,1,3,0,0,0,2,2,0,0,0,0,2.6,0.0,2.6,2.0,31,0
scope_exception_5000,scope_exception,5000,generic2,6,3,1,3,0,0,0,2,2,0,0,0,0,2.6,0.0,2.6,2.0,31,0
scope_exception_5000,scope_exception,5000,generic2,unlimited,3,1,3,0,0,0,2,2,0,0,0,0,2.6,0.0,2.6,2.0,31,0
scope_exception_5000,scope_exception,5000,no_scope,0,3,0,1,0,2,2.0,0,0,0,0,0,0,2.6,2.6,0.0,0.0,1,0
scope_exception_5000,scope_exception,5000,no_scope,1,3,1,3,0,0,0,1,1,0,0,0,0,2.6,0.6000000000000001,2.0,2.0,6,0
scope_exception_5000,scope_exception,5000,no_scope,2,3,1,3,0,0,0,2,2,0,0,0,0,2.6,0.0,2.6,2.0,13,0
scope_exception_5000,scope_exception,5000,no_scope,4,3,1,3,0,0,0,2,2,0,0,0,0,2.6,0.0,2.6,2.0,13,0
scope_exception_5000,scope_exception,5000,no_scope,6,3,1,3,0,0,0,2,2,0,0,0,0,2.6,0.0,2.6,2.0,13,0
scope_exception_5000,scope_exception,5000,no_scope,unlimited,3,1,3,0,0,0,2,2,0,0,0,0,2.6,0.0,2.6,2.0,13,0
scope_exception_5000,scope_exception,5000,request_specific,0,3,0,1,0,2,2.0,0,0,0,0,0,0,2.6,2.6,0.0,0.0,1,0
scope_exception_5000,scope_exception,5000,request_specific,1,3,0,2,0,1,1.0,1,1,0,0,0,0,2.6,1.6,1.0,1.0,16,0
scope_exception_5000,scope_exception,5000,request_specific,2,3,1,3,0,0,0,2,1,1,0,0,0,2.6,0.6000000000000001,2.0,2.0,113,0
scope_exception_5000,scope_exception,5000,request_specific,4,3,1,3,0,0,0,3,2,1,0,0,0,2.6,0.0,2.6,2.0,232,0
scope_exception_5000,scope_exception,5000,request_specific,6,3,1,3,0,0,0,3,2,1,0,0,0,2.6,0.0,2.6,2.0,256,0
scope_exception_5000,scope_exception,5000,request_specific,unlimited,3,1,3,0,0,0,3,2,1,0,0,0,2.6,0.0,2.6,2.0,256,0
scope_exception_5001,scope_exception,5001,no_review,0,3,0,1,0,2,2.0,0,0,0,0,0,0,2.6,2.6,0.0,0.0,0,0
scope_exception_5001,scope_exception,5001,no_review,1,3,0,1,0,2,2.0,0,0,0,0,0,0,2.6,2.6,0.0,0.0,0,0
scope_exception_5001,scope_exception,5001,no_review,2,3,0,1,0,2,2.0,0,0,0,0,0,0,2.6,2.6,0.0,0.0,0,0
scope_exception_5001,scope_exception,5001,no_review,4,3,0,1,0,2,2.0,0,0,0,0,0,0,2.6,2.6,0.0,0.0,0,0
scope_exception_5001,scope_exception,5001,no_review,6,3,0,1,0,2,2.0,0,0,0,0,0,0,2.6,2.6,0.0,0.0,0,0
scope_exception_5001,scope_exception,5001,no_review,unlimited,3,0,1,0,2,2.0,0,0,0,0,0,0,2.6,2.6,0.0,0.0,0,0
scope_exception_5001,scope_exception,5001,memory,0,3,0,1,0,2,2.0,0,0,0,0,0,0,2.6,2.6,0.0,0.0,0,0
scope_exception_5001,scope_exception,5001,memory,1,3,0,1,0,2,2.0,0,0,0,0,0,0,2.6,2.6,0.0,0.0,0,0
scope_exception_5001,scope_exception,5001,memory,2,3,0,1,0,2,2.0,0,0,0,0,0,0,2.6,2.6,0.0,0.0,0,0
scope_exception_5001,scope_exception,5001,memory,4,3,0,1,0,2,2.0,0,0,0,0,0,0,2.6,2.6,0.0,0.0,0,0
scope_exception_5001,scope_exception,5001,memory,6,3,0,1,0,2,2.0,0,0,0,0,0,0,2.6,2.6,0.0,0.0,0,0
scope_exception_5001,scope_exception,5001,memory,unlimited,3,0,1,0,2,2.0,0,0,0,0,0,0,2.6,2.6,0.0,0.0,0,0
scope_exception_5001,scope_exception,5001,uncertainty,0,3,0,1,0,2,2.0,0,0,0,0,0,0,2.6,2.6,0.0,0.0,0,0
scope_exception_5001,scope_exception,5001,uncertainty,1,3,1,3,0,0,0,1,1,0,0,0,0,2.6,0.6000000000000001,2.0,2.0,0,0
scope_exception_5001,scope_exception,5001,uncertainty,2,3,1,3,0,0,0,2,2,0,0,0,1,2.6,0.6000000000000001,2.0,2.0,0,0
scope_exception_5001,scope_exception,5001,uncertainty,4,3,1,3,0,0,0,3,3,0,0,0,1,2.6,0.0,2.6,2.0,0,0
scope_exception_5001,scope_exception,5001,uncertainty,6,3,1,3,0,0,0,3,3,0,0,0,1,2.6,0.0,2.6,2.0,0,0
scope_exception_5001,scope_exception,5001,uncertainty,unlimited,3,1,3,0,0,0,3,3,0,0,0,1,2.6,0.0,2.6,2.0,0,0
scope_exception_5001,scope_exception,5001,depth1,0,3,0,1,0,2,2.0,0,0,0,0,0,0,2.6,2.6,0.0,0.0,1,0
scope_exception_5001,scope_exception,5001,depth1,1,3,1,3,0,0,0,1,1,0,0,0,0,2.6,0.6000000000000001,2.0,2.0,8,0
scope_exception_5001,scope_exception,5001,depth1,2,3,1,3,0,0,0,2,2,0,0,0,0,2.6,0.0,2.6,2.0,13,0
scope_exception_5001,scope_exception,5001,depth1,4,3,1,3,0,0,0,2,2,0,0,0,0,2.6,0.0,2.6,2.0,15,0
scope_exception_5001,scope_exception,5001,depth1,6,3,1,3,0,0,0,2,2,0,0,0,0,2.6,0.0,2.6,2.0,15,0
scope_exception_5001,scope_exception,5001,depth1,unlimited,3,1,3,0,0,0,2,2,0,0,0,0,2.6,0.0,2.6,2.0,15,0
scope_exception_5001,scope_exception,5001,completion,0,3,0,1,0,2,2.0,0,0,0,0,0,0,2.6,2.6,0.0,0.0,0,0
scope_exception_5001,scope_exception,5001,completion,1,3,1,3,0,0,0,1,1,0,0,0,0,2.6,0.6000000000000001,2.0,2.0,0,0
scope_exception_5001,scope_exception,5001,completion,2,3,1,3,0,0,0,2,2,0,0,0,0,2.6,0.0,2.6,2.0,0,0
scope_exception_5001,scope_exception,5001,completion,4,3,1,3,0,0,0,2,2,0,0,0,0,2.6,0.0,2.6,2.0,0,0
scope_exception_5001,scope_exception,5001,completion,6,3,1,3,0,0,0,2,2,0,0,0,0,2.6,0.0,2.6,2.0,0,0
scope_exception_5001,scope_exception,5001,completion,unlimited,3,1,3,0,0,0,2,2,0,0,0,0,2.6,0.0,2.6,2.0,0,0
scope_exception_5001,scope_exception,5001,depth2,0,3,0,1,0,2,2.0,0,0,0,0,0,0,2.6,2.6,0.0,0.0,1,0
scope_exception_5001,scope_exception,5001,depth2,1,3,1,3,0,0,0,1,1,0,0,0,0,2.6,0.6000000000000001,2.0,2.0,8,0
scope_exception_5001,scope_exception,5001,depth2,2,3,1,3,0,0,0,2,2,0,0,0,0,2.6,0.0,2.6,2.0,25,0
scope_exception_5001,scope_exception,5001,depth2,4,3,1,3,0,0,0,2,2,0,0,0,0,2.6,0.0,2.6,2.0,31,0
scope_exception_5001,scope_exception,5001,depth2,6,3,1,3,0,0,0,2,2,0,0,0,0,2.6,0.0,2.6,2.0,31,0
scope_exception_5001,scope_exception,5001,depth2,unlimited,3,1,3,0,0,0,2,2,0,0,0,0,2.6,0.0,2.6,2.0,31,0
scope_exception_5001,scope_exception,5001,depth3,0,3,0,1,0,2,2.0,0,0,0,0,0,0,2.6,2.6,0.0,0.0,1,0
scope_exception_5001,scope_exception,5001,depth3,1,3,1,3,0,0,0,1,1,0,0,0,0,2.6,0.6000000000000001,2.0,2.0,8,0
scope_exception_5001,scope_exception,5001,depth3,2,3,1,3,0,0,0,2,2,0,0,0,0,2.6,0.0,2.6,2.0,25,0
scope_exception_5001,scope_exception,5001,depth3,4,3,1,3,0,0,0,2,2,0,0,0,0,2.6,0.0,2.6,2.0,39,0
scope_exception_5001,scope_exception,5001,depth3,6,3,1,3,0,0,0,2,2,0,0,0,0,2.6,0.0,2.6,2.0,39,0
scope_exception_5001,scope_exception,5001,depth3,unlimited,3,1,3,0,0,0,2,2,0,0,0,0,2.6,0.0,2.6,2.0,39,0
scope_exception_5001,scope_exception,5001,generic2,0,3,0,1,0,2,2.0,0,0,0,0,0,0,2.6,2.6,0.0,0.0,1,0
scope_exception_5001,scope_exception,5001,generic2,1,3,1,3,0,0,0,1,1,0,0,0,0,2.6,0.6000000000000001,2.0,2.0,8,0
scope_exception_5001,scope_exception,5001,generic2,2,3,1,3,0,0,0,2,2,0,0,0,0,2.6,0.0,2.6,2.0,25,0
scope_exception_5001,scope_exception,5001,generic2,4,3,1,3,0,0,0,2,2,0,0,0,0,2.6,0.0,2.6,2.0,31,0
scope_exception_5001,scope_exception,5001,generic2,6,3,1,3,0,0,0,2,2,0,0,0,0,2.6,0.0,2.6,2.0,31,0
scope_exception_5001,scope_exception,5001,generic2,unlimited,3,1,3,0,0,0,2,2,0,0,0,0,2.6,0.0,2.6,2.0,31,0
scope_exception_5001,scope_exception,5001,no_scope,0,3,0,1,0,2,2.0,0,0,0,0,0,0,2.6,2.6,0.0,0.0,1,0
scope_exception_5001,scope_exception,5001,no_scope,1,3,1,3,0,0,0,1,1,0,0,0,0,2.6,0.6000000000000001,2.0,2.0,6,0
scope_exception_5001,scope_exception,5001,no_scope,2,3,1,3,0,0,0,2,2,0,0,0,0,2.6,0.0,2.6,2.0,13,0
scope_exception_5001,scope_exception,5001,no_scope,4,3,1,3,0,0,0,2,2,0,0,0,0,2.6,0.0,2.6,2.0,13,0
scope_exception_5001,scope_exception,5001,no_scope,6,3,1,3,0,0,0,2,2,0,0,0,0,2.6,0.0,2.6,2.0,13,0
scope_exception_5001,scope_exception,5001,no_scope,unlimited,3,1,3,0,0,0,2,2,0,0,0,0,2.6,0.0,2.6,2.0,13,0
scope_exception_5001,scope_exception,5001,request_specific,0,3,0,1,0,2,2.0,0,0,0,0,0,0,2.6,2.6,0.0,0.0,1,0
scope_exception_5001,scope_exception,5001,request_specific,1,3,0,2,0,1,1.0,1,1,0,0,0,0,2.6,1.6,1.0,1.0,16,0
scope_exception_5001,scope_exception,5001,request_specific,2,3,1,3,0,0,0,2,1,1,0,0,0,2.6,0.6000000000000001,2.0,2.0,113,0
scope_exception_5001,scope_exception,5001,request_specific,4,3,1,3,0,0,0,3,2,1,0,0,0,2.6,0.0,2.6,2.0,232,0
scope_exception_5001,scope_exception,5001,request_specific,6,3,1,3,0,0,0,3,2,1,0,0,0,2.6,0.0,2.6,2.0,256,0
scope_exception_5001,scope_exception,5001,request_specific,unlimited,3,1,3,0,0,0,3,2,1,0,0,0,2.6,0.0,2.6,2.0,256,0
scope_exception_5002,scope_exception,5002,no_review,0,3,0,1,0,2,2.0,0,0,0,0,0,0,2.6,2.6,0.0,0.0,0,0
scope_exception_5002,scope_exception,5002,no_review,1,3,0,1,0,2,2.0,0,0,0,0,0,0,2.6,2.6,0.0,0.0,0,0
scope_exception_5002,scope_exception,5002,no_review,2,3,0,1,0,2,2.0,0,0,0,0,0,0,2.6,2.6,0.0,0.0,0,0
scope_exception_5002,scope_exception,5002,no_review,4,3,0,1,0,2,2.0,0,0,0,0,0,0,2.6,2.6,0.0,0.0,0,0
scope_exception_5002,scope_exception,5002,no_review,6,3,0,1,0,2,2.0,0,0,0,0,0,0,2.6,2.6,0.0,0.0,0,0
scope_exception_5002,scope_exception,5002,no_review,unlimited,3,0,1,0,2,2.0,0,0,0,0,0,0,2.6,2.6,0.0,0.0,0,0
scope_exception_5002,scope_exception,5002,memory,0,3,0,1,0,2,2.0,0,0,0,0,0,0,2.6,2.6,0.0,0.0,0,0
scope_exception_5002,scope_exception,5002,memory,1,3,0,1,0,2,2.0,0,0,0,0,0,0,2.6,2.6,0.0,0.0,0,0
scope_exception_5002,scope_exception,5002,memory,2,3,0,1,0,2,2.0,0,0,0,0,0,0,2.6,2.6,0.0,0.0,0,0
scope_exception_5002,scope_exception,5002,memory,4,3,0,1,0,2,2.0,0,0,0,0,0,0,2.6,2.6,0.0,0.0,0,0
scope_exception_5002,scope_exception,5002,memory,6,3,0,1,0,2,2.0,0,0,0,0,0,0,2.6,2.6,0.0,0.0,0,0
scope_exception_5002,scope_exception,5002,memory,unlimited,3,0,1,0,2,2.0,0,0,0,0,0,0,2.6,2.6,0.0,0.0,0,0
scope_exception_5002,scope_exception,5002,uncertainty,0,3,0,1,0,2,2.0,0,0,0,0,0,0,2.6,2.6,0.0,0.0,0,0
scope_exception_5002,scope_exception,5002,uncertainty,1,3,1,3,0,0,0,1,1,0,0,0,0,2.6,0.6000000000000001,2.0,2.0,0,0
scope_exception_5002,scope_exception,5002,uncertainty,2,3,1,3,0,0,0,2,2,0,0,0,1,2.6,0.6000000000000001,2.0,2.0,0,0
scope_exception_5002,scope_exception,5002,uncertainty,4,3,1,3,0,0,0,3,3,0,0,0,1,2.6,0.0,2.6,2.0,0,0
scope_exception_5002,scope_exception,5002,uncertainty,6,3,1,3,0,0,0,3,3,0,0,0,1,2.6,0.0,2.6,2.0,0,0
scope_exception_5002,scope_exception,5002,uncertainty,unlimited,3,1,3,0,0,0,3,3,0,0,0,1,2.6,0.0,2.6,2.0,0,0
scope_exception_5002,scope_exception,5002,depth1,0,3,0,1,0,2,2.0,0,0,0,0,0,0,2.6,2.6,0.0,0.0,1,0
scope_exception_5002,scope_exception,5002,depth1,1,3,1,3,0,0,0,1,1,0,0,0,0,2.6,0.6000000000000001,2.0,2.0,8,0
scope_exception_5002,scope_exception,5002,depth1,2,3,1,3,0,0,0,2,2,0,0,0,0,2.6,0.0,2.6,2.0,13,0
scope_exception_5002,scope_exception,5002,depth1,4,3,1,3,0,0,0,2,2,0,0,0,0,2.6,0.0,2.6,2.0,15,0
scope_exception_5002,scope_exception,5002,depth1,6,3,1,3,0,0,0,2,2,0,0,0,0,2.6,0.0,2.6,2.0,15,0
scope_exception_5002,scope_exception,5002,depth1,unlimited,3,1,3,0,0,0,2,2,0,0,0,0,2.6,0.0,2.6,2.0,15,0
scope_exception_5002,scope_exception,5002,completion,0,3,0,1,0,2,2.0,0,0,0,0,0,0,2.6,2.6,0.0,0.0,0,0
scope_exception_5002,scope_exception,5002,completion,1,3,1,3,0,0,0,1,1,0,0,0,0,2.6,0.6000000000000001,2.0,2.0,0,0
scope_exception_5002,scope_exception,5002,completion,2,3,1,3,0,0,0,2,2,0,0,0,0,2.6,0.0,2.6,2.0,0,0
scope_exception_5002,scope_exception,5002,completion,4,3,1,3,0,0,0,2,2,0,0,0,0,2.6,0.0,2.6,2.0,0,0
scope_exception_5002,scope_exception,5002,completion,6,3,1,3,0,0,0,2,2,0,0,0,0,2.6,0.0,2.6,2.0,0,0
scope_exception_5002,scope_exception,5002,completion,unlimited,3,1,3,0,0,0,2,2,0,0,0,0,2.6,0.0,2.6,2.0,0,0
scope_exception_5002,scope_exception,5002,depth2,0,3,0,1,0,2,2.0,0,0,0,0,0,0,2.6,2.6,0.0,0.0,1,0
scope_exception_5002,scope_exception,5002,depth2,1,3,1,3,0,0,0,1,1,0,0,0,0,2.6,0.6000000000000001,2.0,2.0,8,0
scope_exception_5002,scope_exception,5002,depth2,2,3,1,3,0,0,0,2,2,0,0,0,0,2.6,0.0,2.6,2.0,25,0
scope_exception_5002,scope_exception,5002,depth2,4,3,1,3,0,0,0,2,2,0,0,0,0,2.6,0.0,2.6,2.0,31,0
scope_exception_5002,scope_exception,5002,depth2,6,3,1,3,0,0,0,2,2,0,0,0,0,2.6,0.0,2.6,2.0,31,0
scope_exception_5002,scope_exception,5002,depth2,unlimited,3,1,3,0,0,0,2,2,0,0,0,0,2.6,0.0,2.6,2.0,31,0
scope_exception_5002,scope_exception,5002,depth3,0,3,0,1,0,2,2.0,0,0,0,0,0,0,2.6,2.6,0.0,0.0,1,0
scope_exception_5002,scope_exception,5002,depth3,1,3,1,3,0,0,0,1,1,0,0,0,0,2.6,0.6000000000000001,2.0,2.0,8,0
scope_exception_5002,scope_exception,5002,depth3,2,3,1,3,0,0,0,2,2,0,0,0,0,2.6,0.0,2.6,2.0,25,0
scope_exception_5002,scope_exception,5002,depth3,4,3,1,3,0,0,0,2,2,0,0,0,0,2.6,0.0,2.6,2.0,39,0
scope_exception_5002,scope_exception,5002,depth3,6,3,1,3,0,0,0,2,2,0,0,0,0,2.6,0.0,2.6,2.0,39,0
scope_exception_5002,scope_exception,5002,depth3,unlimited,3,1,3,0,0,0,2,2,0,0,0,0,2.6,0.0,2.6,2.0,39,0
scope_exception_5002,scope_exception,5002,generic2,0,3,0,1,0,2,2.0,0,0,0,0,0,0,2.6,2.6,0.0,0.0,1,0
scope_exception_5002,scope_exception,5002,generic2,1,3,1,3,0,0,0,1,1,0,0,0,0,2.6,0.6000000000000001,2.0,2.0,8,0
scope_exception_5002,scope_exception,5002,generic2,2,3,1,3,0,0,0,2,2,0,0,0,0,2.6,0.0,2.6,2.0,25,0
scope_exception_5002,scope_exception,5002,generic2,4,3,1,3,0,0,0,2,2,0,0,0,0,2.6,0.0,2.6,2.0,31,0
scope_exception_5002,scope_exception,5002,generic2,6,3,1,3,0,0,0,2,2,0,0,0,0,2.6,0.0,2.6,2.0,31,0
scope_exception_5002,scope_exception,5002,generic2,unlimited,3,1,3,0,0,0,2,2,0,0,0,0,2.6,0.0,2.6,2.0,31,0
scope_exception_5002,scope_exception,5002,no_scope,0,3,0,1,0,2,2.0,0,0,0,0,0,0,2.6,2.6,0.0,0.0,1,0
scope_exception_5002,scope_exception,5002,no_scope,1,3,1,3,0,0,0,1,1,0,0,0,0,2.6,0.6000000000000001,2.0,2.0,6,0
scope_exception_5002,scope_exception,5002,no_scope,2,3,1,3,0,0,0,2,2,0,0,0,0,2.6,0.0,2.6,2.0,13,0
scope_exception_5002,scope_exception,5002,no_scope,4,3,1,3,0,0,0,2,2,0,0,0,0,2.6,0.0,2.6,2.0,13,0
scope_exception_5002,scope_exception,5002,no_scope,6,3,1,3,0,0,0,2,2,0,0,0,0,2.6,0.0,2.6,2.0,13,0
scope_exception_5002,scope_exception,5002,no_scope,unlimited,3,1,3,0,0,0,2,2,0,0,0,0,2.6,0.0,2.6,2.0,13,0
scope_exception_5002,scope_exception,5002,request_specific,0,3,0,1,0,2,2.0,0,0,0,0,0,0,2.6,2.6,0.0,0.0,1,0
scope_exception_5002,scope_exception,5002,request_specific,1,3,0,2,0,1,1.0,1,1,0,0,0,0,2.6,1.6,1.0,1.0,16,0
scope_exception_5002,scope_exception,5002,request_specific,2,3,1,3,0,0,0,2,1,1,0,0,0,2.6,0.6000000000000001,2.0,2.0,113,0
scope_exception_5002,scope_exception,5002,request_specific,4,3,1,3,0,0,0,3,2,1,0,0,0,2.6,0.0,2.6,2.0,232,0
scope_exception_5002,scope_exception,5002,request_specific,6,3,1,3,0,0,0,3,2,1,0,0,0,2.6,0.0,2.6,2.0,256,0
scope_exception_5002,scope_exception,5002,request_specific,unlimited,3,1,3,0,0,0,3,2,1,0,0,0,2.6,0.0,2.6,2.0,256,0
scope_exception_5003,scope_exception,5003,no_review,0,3,0,1,0,2,2.0,0,0,0,0,0,0,2.6,2.6,0.0,0.0,0,0
scope_exception_5003,scope_exception,5003,no_review,1,3,0,1,0,2,2.0,0,0,0,0,0,0,2.6,2.6,0.0,0.0,0,0
scope_exception_5003,scope_exception,5003,no_review,2,3,0,1,0,2,2.0,0,0,0,0,0,0,2.6,2.6,0.0,0.0,0,0
scope_exception_5003,scope_exception,5003,no_review,4,3,0,1,0,2,2.0,0,0,0,0,0,0,2.6,2.6,0.0,0.0,0,0
scope_exception_5003,scope_exception,5003,no_review,6,3,0,1,0,2,2.0,0,0,0,0,0,0,2.6,2.6,0.0,0.0,0,0
scope_exception_5003,scope_exception,5003,no_review,unlimited,3,0,1,0,2,2.0,0,0,0,0,0,0,2.6,2.6,0.0,0.0,0,0
scope_exception_5003,scope_exception,5003,memory,0,3,0,1,0,2,2.0,0,0,0,0,0,0,2.6,2.6,0.0,0.0,0,0
scope_exception_5003,scope_exception,5003,memory,1,3,0,1,0,2,2.0,0,0,0,0,0,0,2.6,2.6,0.0,0.0,0,0
scope_exception_5003,scope_exception,5003,memory,2,3,0,1,0,2,2.0,0,0,0,0,0,0,2.6,2.6,0.0,0.0,0,0
scope_exception_5003,scope_exception,5003,memory,4,3,0,1,0,2,2.0,0,0,0,0,0,0,2.6,2.6,0.0,0.0,0,0
scope_exception_5003,scope_exception,5003,memory,6,3,0,1,0,2,2.0,0,0,0,0,0,0,2.6,2.6,0.0,0.0,0,0
scope_exception_5003,scope_exception,5003,memory,unlimited,3,0,1,0,2,2.0,0,0,0,0,0,0,2.6,2.6,0.0,0.0,0,0
scope_exception_5003,scope_exception,5003,uncertainty,0,3,0,1,0,2,2.0,0,0,0,0,0,0,2.6,2.6,0.0,0.0,0,0
scope_exception_5003,scope_exception,5003,uncertainty,1,3,1,3,0,0,0,1,1,0,0,0,0,2.6,0.6000000000000001,2.0,2.0,0,0
scope_exception_5003,scope_exception,5003,uncertainty,2,3,1,3,0,0,0,2,2,0,0,0,1,2.6,0.6000000000000001,2.0,2.0,0,0
