bundle,condition_id,policy,input_hash,study,load,setup,budget,reviewer,contexts,loss,correct,unresolved,reviews,corrections,harms,abstentions,proposal_failures,review_failures,missed_useful,active_time,setup_time,switch_time,decision_time,coordination_time,session_offers,context_changes,repeated_context_inspections,expired_unreviewed,waiting_time,planning_and_controller_seconds
1,development,no_review,28a9472c70d59e744c26af354253e182918c9adce373f1b77fd74452fa321bd9,development,high,1,12,ideal,related,48,3,6,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,9,0,0.00030920293647795916
1,development,fifo,28a9472c70d59e744c26af354253e182918c9adce373f1b77fd74452fa321bd9,development,high,1,12,ideal,related,32,6,3,5,3,0,0,0,0,3,8.5,3.0,0.5,5.0,0.0,5,2,0,4,12.75,0.00039230205584317446
1,development,edf,28a9472c70d59e744c26af354253e182918c9adce373f1b77fd74452fa321bd9,development,high,1,12,ideal,related,12,7,2,6,4,0,0,0,0,2,12.0,5.0,1.0,6.0,0.0,6,4,2,3,22.75,0.0004332689568400383
1,development,greedy,28a9472c70d59e744c26af354253e182918c9adce373f1b77fd74452fa321bd9,development,high,1,12,ideal,related,12,7,2,5,4,0,0,0,0,2,11.0,5.0,1.0,5.0,0.0,5,4,2,4,16.5,0.00038152001798152924
1,development,density,28a9472c70d59e744c26af354253e182918c9adce373f1b77fd74452fa321bd9,development,high,1,12,ideal,related,4,8,1,6,5,0,0,0,0,1,10.75,4.0,0.75,6.0,0.0,6,3,1,3,18.0,0.0004608089802786708
1,development,fixed_window,28a9472c70d59e744c26af354253e182918c9adce373f1b77fd74452fa321bd9,development,high,1,12,ideal,related,20,7,2,4,4,0,0,0,0,2,6.5,2.0,0.25,4.0,0.25,3,1,0,5,7.0,0.0003828989574685693
1,development,unguarded,28a9472c70d59e744c26af354253e182918c9adce373f1b77fd74452fa321bd9,development,high,1,12,ideal,related,4,8,1,6,5,0,0,0,0,1,11.0,4.0,0.75,6.0,0.25,5,3,1,3,18.5,0.0015944100450724363
1,development,sticky_edf,28a9472c70d59e744c26af354253e182918c9adce373f1b77fd74452fa321bd9,development,high,1,12,ideal,related,12,7,2,6,4,0,0,0,0,2,12.0,5.0,1.0,6.0,0.0,6,4,2,3,22.75,0.000662044039927423
1,development,allocation,28a9472c70d59e744c26af354253e182918c9adce373f1b77fd74452fa321bd9,development,high,1,12,ideal,related,8,7,2,5,4,0,0,0,0,2,11.0,5.0,1.0,5.0,0.0,5,4,2,4,15.5,0.0010673729702830315
1,development,guarded,28a9472c70d59e744c26af354253e182918c9adce373f1b77fd74452fa321bd9,development,high,1,12,ideal,related,12,7,2,6,4,0,0,0,0,2,12.0,5.0,1.0,6.0,0.0,6,4,2,3,22.75,0.0028632719768211246
2,development,no_review,7a27a7b1b61c18eab0bd5046825da1679dc9fa194d280c71aa39848d218703ce,development,high,1,12,ideal,related,48,0,6,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,6,0,0.00040994700975716114
2,development,fifo,7a27a7b1b61c18eab0bd5046825da1679dc9fa194d280c71aa39848d218703ce,development,high,1,12,ideal,related,20,4,2,4,4,0,0,0,0,2,7.5,3.0,0.5,4.0,0.0,4,2,1,2,8.5,0.00047087203711271286
2,development,edf,7a27a7b1b61c18eab0bd5046825da1679dc9fa194d280c71aa39848d218703ce,development,high,1,12,ideal,related,0,6,0,6,6,0,0,0,0,0,9.5,3.0,0.5,6.0,0.0,6,2,1,0,17.75,0.0003987400559708476
2,development,greedy,7a27a7b1b61c18eab0bd5046825da1679dc9fa194d280c71aa39848d218703ce,development,high,1,12,ideal,related,8,5,1,5,5,0,0,0,0,1,7.25,2.0,0.25,5.0,0.0,5,1,0,1,11.5,0.00032651994843035936
2,development,density,7a27a7b1b61c18eab0bd5046825da1679dc9fa194d280c71aa39848d218703ce,development,high,1,12,ideal,related,12,5,1,5,5,0,0,0,0,1,7.25,2.0,0.25,5.0,0.0,5,1,0,1,11.25,0.00033921306021511555
2,development,fixed_window,7a27a7b1b61c18eab0bd5046825da1679dc9fa194d280c71aa39848d218703ce,development,high,1,12,ideal,related,20,4,2,4,4,0,0,0,0,2,7.75,3.0,0.5,4.0,0.25,3,2,1,2,9.25,0.00030736904591321945
2,development,unguarded,7a27a7b1b61c18eab0bd5046825da1679dc9fa194d280c71aa39848d218703ce,development,high,1,12,ideal,related,12,5,1,5,5,0,0,0,0,1,7.25,2.0,0.25,5.0,0.0,5,1,0,1,11.25,0.0010897350730374455
2,development,sticky_edf,7a27a7b1b61c18eab0bd5046825da1679dc9fa194d280c71aa39848d218703ce,development,high,1,12,ideal,related,0,6,0,6,6,0,0,0,0,0,9.5,3.0,0.5,6.0,0.0,6,2,1,0,17.75,0.00047174899373203516
2,development,allocation,7a27a7b1b61c18eab0bd5046825da1679dc9fa194d280c71aa39848d218703ce,development,high,1,12,ideal,related,0,6,0,6,6,0,0,0,0,0,9.5,3.0,0.5,6.0,0.0,6,2,1,0,17.75,0.0005884780548512936
2,development,guarded,7a27a7b1b61c18eab0bd5046825da1679dc9fa194d280c71aa39848d218703ce,development,high,1,12,ideal,related,0,6,0,6,6,0,0,0,0,0,9.75,3.0,0.5,6.0,0.25,5,2,1,0,18.25,0.0011606320040300488
