seed,policy,tick,eligible_count,selected,any_policy_disagreement,search_greedy_disagreement,choice_fcfs,choice_uncertainty,choice_myopic,choice_greedy,choice_delay
217,uncertainty,10,0,,False,False,,,,,
217,uncertainty,11,0,,False,False,,,,,
217,myopic,0,0,,False,False,,,,,
217,myopic,1,0,,False,False,,,,,
217,myopic,2,0,,False,False,,,,,
217,myopic,3,0,,False,False,,,,,
217,myopic,4,0,,False,False,,,,,
217,myopic,5,0,,False,False,,,,,
217,myopic,6,0,,False,False,,,,,
217,myopic,7,1,a0j1,False,False,a0j1,a0j1,a0j1,a0j1,a0j1
217,myopic,9,0,,False,False,,,,,
217,myopic,10,0,,False,False,,,,,
217,myopic,11,0,,False,False,,,,,
217,greedy,0,0,,False,False,,,,,
217,greedy,1,0,,False,False,,,,,
217,greedy,2,0,,False,False,,,,,
217,greedy,3,0,,False,False,,,,,
217,greedy,4,0,,False,False,,,,,
217,greedy,5,0,,False,False,,,,,
217,greedy,6,0,,False,False,,,,,
217,greedy,7,1,a0j1,False,False,a0j1,a0j1,a0j1,a0j1,a0j1
217,greedy,9,0,,False,False,,,,,
217,greedy,10,0,,False,False,,,,,
217,greedy,11,0,,False,False,,,,,
217,delay,0,0,,False,False,,,,,
217,delay,1,0,,False,False,,,,,
217,delay,2,0,,False,False,,,,,
217,delay,3,0,,False,False,,,,,
217,delay,4,0,,False,False,,,,,
217,delay,5,0,,False,False,,,,,
217,delay,6,0,,False,False,,,,,
217,delay,7,1,a0j1,False,False,a0j1,a0j1,a0j1,a0j1,a0j1
217,delay,9,0,,False,False,,,,,
217,delay,10,0,,False,False,,,,,
217,delay,11,0,,False,False,,,,,
217,fcfs,0,0,,False,False,,,,,
217,fcfs,1,0,,False,False,,,,,
217,fcfs,2,0,,False,False,,,,,
217,fcfs,3,0,,False,False,,,,,
217,fcfs,4,0,,False,False,,,,,
217,fcfs,5,0,,False,False,,,,,
217,fcfs,6,0,,False,False,,,,,
217,fcfs,7,1,a0j1,False,False,a0j1,a0j1,a0j1,a0j1,a0j1
217,fcfs,9,0,,False,False,,,,,
217,fcfs,10,0,,False,False,,,,,
217,fcfs,11,0,,False,False,,,,,
218,myopic,0,0,,False,False,,,,,
218,myopic,1,0,,False,False,,,,,
218,myopic,2,0,,False,False,,,,,
218,myopic,3,0,,False,False,,,,,
218,myopic,4,0,,False,False,,,,,
218,myopic,5,0,,False,False,,,,,
218,myopic,6,1,a1j1,False,False,a1j1,a1j1,a1j1,a1j1,a1j1
218,myopic,8,0,,False,False,,,,,
218,myopic,9,0,,False,False,,,,,
218,myopic,10,0,,False,False,,,,,
218,myopic,11,0,,False,False,,,,,
218,greedy,0,0,,False,False,,,,,
218,greedy,1,0,,False,False,,,,,
218,greedy,2,0,,False,False,,,,,
218,greedy,3,0,,False,False,,,,,
218,greedy,4,0,,False,False,,,,,
218,greedy,5,0,,False,False,,,,,
218,greedy,6,1,a1j1,False,False,a1j1,a1j1,a1j1,a1j1,a1j1
218,greedy,8,0,,False,False,,,,,
218,greedy,9,0,,False,False,,,,,
218,greedy,10,0,,False,False,,,,,
218,greedy,11,0,,False,False,,,,,
218,delay,0,0,,False,False,,,,,
218,delay,1,0,,False,False,,,,,
218,delay,2,0,,False,False,,,,,
218,delay,3,0,,False,False,,,,,
218,delay,4,0,,False,False,,,,,
218,delay,5,0,,False,False,,,,,
218,delay,6,1,a1j1,False,False,a1j1,a1j1,a1j1,a1j1,a1j1
218,delay,8,0,,False,False,,,,,
218,delay,9,0,,False,False,,,,,
218,delay,10,0,,False,False,,,,,
218,delay,11,0,,False,False,,,,,
218,fcfs,0,0,,False,False,,,,,
218,fcfs,1,0,,False,False,,,,,
218,fcfs,2,0,,False,False,,,,,
218,fcfs,3,0,,False,False,,,,,
218,fcfs,4,0,,False,False,,,,,
218,fcfs,5,0,,False,False,,,,,
218,fcfs,6,1,a1j1,False,False,a1j1,a1j1,a1j1,a1j1,a1j1
218,fcfs,8,0,,False,False,,,,,
218,fcfs,9,0,,False,False,,,,,
218,fcfs,10,0,,False,False,,,,,
218,fcfs,11,0,,False,False,,,,,
218,uncertainty,0,0,,False,False,,,,,
218,uncertainty,1,0,,False,False,,,,,
218,uncertainty,2,0,,False,False,,,,,
218,uncertainty,3,0,,False,False,,,,,
218,uncertainty,4,0,,False,False,,,,,
218,uncertainty,5,0,,False,False,,,,,
218,uncertainty,6,1,a1j1,False,False,a1j1,a1j1,a1j1,a1j1,a1j1
218,uncertainty,8,0,,False,False,,,,,
218,uncertainty,9,0,,False,False,,,,,
218,uncertainty,10,0,,False,False,,,,,
218,uncertainty,11,0,,False,False,,,,,
219,greedy,0,0,,False,False,,,,,
219,greedy,1,2,a0j0,True,False,a0j0,a0j0,a2j0,a0j0,a0j0
219,greedy,3,0,,False,False,,,,,
219,greedy,4,0,,False,False,,,,,
219,greedy,5,0,,False,False,,,,,
219,greedy,6,1,a1j1,False,False,a1j1,a1j1,a1j1,a1j1,a1j1
219,greedy,8,0,,False,False,,,,,
219,greedy,9,0,,False,False,,,,,
219,greedy,10,0,,False,False,,,,,
219,greedy,11,0,,False,False,,,,,
219,delay,0,0,,False,False,,,,,
219,delay,1,2,a0j0,True,False,a0j0,a0j0,a2j0,a0j0,a0j0
219,delay,3,0,,False,False,,,,,
219,delay,4,0,,False,False,,,,,
219,delay,5,0,,False,False,,,,,
219,delay,6,1,a1j1,False,False,a1j1,a1j1,a1j1,a1j1,a1j1
219,delay,8,0,,False,False,,,,,
219,delay,9,0,,False,False,,,,,
219,delay,10,0,,False,False,,,,,
219,delay,11,0,,False,False,,,,,
219,fcfs,0,0,,False,False,,,,,
219,fcfs,1,2,a0j0,True,False,a0j0,a0j0,a2j0,a0j0,a0j0
219,fcfs,3,0,,False,False,,,,,
219,fcfs,4,0,,False,False,,,,,
219,fcfs,5,0,,False,False,,,,,
219,fcfs,6,1,a1j1,False,False,a1j1,a1j1,a1j1,a1j1,a1j1
219,fcfs,8,0,,False,False,,,,,
219,fcfs,9,0,,False,False,,,,,
219,fcfs,10,0,,False,False,,,,,
219,fcfs,11,0,,False,False,,,,,
219,uncertainty,0,0,,False,False,,,,,
219,uncertainty,1,2,a0j0,True,False,a0j0,a0j0,a2j0,a0j0,a0j0
219,uncertainty,3,0,,False,False,,,,,
219,uncertainty,4,0,,False,False,,,,,
219,uncertainty,5,0,,False,False,,,,,
219,uncertainty,6,1,a1j1,False,False,a1j1,a1j1,a1j1,a1j1,a1j1
219,uncertainty,8,0,,False,False,,,,,
219,uncertainty,9,0,,False,False,,,,,
219,uncertainty,10,0,,False,False,,,,,
219,uncertainty,11,0,,False,False,,,,,
219,myopic,0,0,,False,False,,,,,
219,myopic,1,2,a2j0,True,False,a0j0,a0j0,a2j0,a0j0,a0j0
219,myopic,3,0,,False,False,,,,,
219,myopic,4,0,,False,False,,,,,
219,myopic,5,0,,False,False,,,,,
219,myopic,6,1,a1j1,False,False,a1j1,a1j1,a1j1,a1j1,a1j1
219,myopic,8,0,,False,False,,,,,
219,myopic,9,0,,False,False,,,,,
219,myopic,10,0,,False,False,,,,,
219,myopic,11,0,,False,False,,,,,
220,delay,0,1,a1j0,False,False,a1j0,a1j0,a1j0,a1j0,a1j0
220,delay,2,1,a2j0,False,False,a2j0,a2j0,a2j0,a2j0,a2j0
220,delay,4,0,,False,False,,,,,
220,delay,5,0,,False,False,,,,,
220,delay,6,0,,False,False,,,,,
220,delay,7,0,,False,False,,,,,
220,delay,8,0,,False,False,,,,,
220,delay,9,0,,False,False,,,,,
220,delay,10,0,,False,False,,,,,
220,delay,11,0,,False,False,,,,,
220,fcfs,0,1,a1j0,False,False,a1j0,a1j0,a1j0,a1j0,a1j0
220,fcfs,2,1,a2j0,False,False,a2j0,a2j0,a2j0,a2j0,a2j0
220,fcfs,4,0,,False,False,,,,,
220,fcfs,5,0,,False,False,,,,,
220,fcfs,6,0,,False,False,,,,,
220,fcfs,7,0,,False,False,,,,,
220,fcfs,8,0,,False,False,,,,,
220,fcfs,9,0,,False,False,,,,,
220,fcfs,10,0,,False,False,,,,,
220,fcfs,11,0,,False,False,,,,,
220,uncertainty,0,1,a1j0,False,False,a1j0,a1j0,a1j0,a1j0,a1j0
220,uncertainty,2,1,a2j0,False,False,a2j0,a2j0,a2j0,a2j0,a2j0
220,uncertainty,4,0,,False,False,,,,,
220,uncertainty,5,0,,False,False,,,,,
220,uncertainty,6,0,,False,False,,,,,
220,uncertainty,7,0,,False,False,,,,,
220,uncertainty,8,0,,False,False,,,,,
220,uncertainty,9,0,,False,False,,,,,
220,uncertainty,10,0,,False,False,,,,,
220,uncertainty,11,0,,False,False,,,,,
220,myopic,0,1,a1j0,False,False,a1j0,a1j0,a1j0,a1j0,a1j0
220,myopic,2,1,a2j0,False,False,a2j0,a2j0,a2j0,a2j0,a2j0
220,myopic,4,0,,False,False,,,,,
220,myopic,5,0,,False,False,,,,,
220,myopic,6,0,,False,False,,,,,
220,myopic,7,0,,False,False,,,,,
220,myopic,8,0,,False,False,,,,,
220,myopic,9,0,,False,False,,,,,
220,myopic,10,0,,False,False,,,,,
220,myopic,11,0,,False,False,,,,,
220,greedy,0,1,a1j0,False,False,a1j0,a1j0,a1j0,a1j0,a1j0
220,greedy,2,1,a2j0,False,False,a2j0,a2j0,a2j0,a2j0,a2j0
220,greedy,4,0,,False,False,,,,,
220,greedy,5,0,,False,False,,,,,
220,greedy,6,0,,False,False,,,,,
220,greedy,7,0,,False,False,,,,,
220,greedy,8,0,,False,False,,,,,
220,greedy,9,0,,False,False,,,,,
220,greedy,10,0,,False,False,,,,,
220,greedy,11,0,,False,False,,,,,
221,fcfs,0,0,,False,False,,,,,
221,fcfs,1,1,a2j0,False,False,a2j0,a2j0,a2j0,a2j0,a2j0
221,fcfs,3,0,,False,False,,,,,
221,fcfs,4,0,,False,False,,,,,
221,fcfs,5,0,,False,False,,,,,
221,fcfs,6,1,a2j1,False,False,a2j1,a2j1,a2j1,a2j1,a2j1
221,fcfs,8,1,a1j1,False,False,a1j1,a1j1,a1j1,a1j1,a1j1
221,fcfs,10,0,,False,False,,,,,
221,fcfs,11,0,,False,False,,,,,
221,uncertainty,0,0,,False,False,,,,,
221,uncertainty,1,1,a2j0,False,False,a2j0,a2j0,a2j0,a2j0,a2j0
221,uncertainty,3,0,,False,False,,,,,
221,uncertainty,4,0,,False,False,,,,,
221,uncertainty,5,0,,False,False,,,,,
221,uncertainty,6,1,a2j1,False,False,a2j1,a2j1,a2j1,a2j1,a2j1
221,uncertainty,8,1,a1j1,False,False,a1j1,a1j1,a1j1,a1j1,a1j1
221,uncertainty,10,0,,False,False,,,,,
221,uncertainty,11,0,,False,False,,,,,
221,myopic,0,0,,False,False,,,,,
221,myopic,1,1,a2j0,False,False,a2j0,a2j0,a2j0,a2j0,a2j0
221,myopic,3,0,,False,False,,,,,
221,myopic,4,0,,False,False,,,,,
221,myopic,5,0,,False,False,,,,,
221,myopic,6,1,a2j1,False,False,a2j1,a2j1,a2j1,a2j1,a2j1
221,myopic,8,1,a1j1,False,False,a1j1,a1j1,a1j1,a1j1,a1j1
221,myopic,10,0,,False,False,,,,,
221,myopic,11,0,,False,False,,,,,
221,greedy,0,0,,False,False,,,,,
221,greedy,1,1,a2j0,False,False,a2j0,a2j0,a2j0,a2j0,a2j0
221,greedy,3,0,,False,False,,,,,
221,greedy,4,0,,False,False,,,,,
221,greedy,5,0,,False,False,,,,,
221,greedy,6,1,a2j1,False,False,a2j1,a2j1,a2j1,a2j1,a2j1
221,greedy,8,1,a1j1,False,False,a1j1,a1j1,a1j1,a1j1,a1j1
221,greedy,10,0,,False,False,,,,,
221,greedy,11,0,,False,False,,,,,
221,delay,0,0,,False,False,,,,,
221,delay,1,1,a2j0,False,False,a2j0,a2j0,a2j0,a2j0,a2j0
221,delay,3,0,,False,False,,,,,
221,delay,4,0,,False,False,,,,,
221,delay,5,0,,False,False,,,,,
221,delay,6,1,a2j1,False,False,a2j1,a2j1,a2j1,a2j1,a2j1
221,delay,8,1,a1j1,False,False,a1j1,a1j1,a1j1,a1j1,a1j1
221,delay,10,0,,False,False,,,,,
221,delay,11,0,,False,False,,,,,
222,uncertainty,0,1,a0j0,False,False,a0j0,a0j0,a0j0,a0j0,a0j0
222,uncertainty,2,0,,False,False,,,,,
222,uncertainty,3,0,,False,False,,,,,
222,uncertainty,4,0,,False,False,,,,,
222,uncertainty,5,0,,False,False,,,,,
222,uncertainty,6,0,,False,False,,,,,
222,uncertainty,7,2,a0j1,False,False,a0j1,a0j1,a0j1,a0j1,a0j1
222,uncertainty,9,1,a2j1,False,False,a2j1,a2j1,a2j1,a2j1,a2j1
222,uncertainty,11,0,,False,False,,,,,
222,myopic,0,1,a0j0,False,False,a0j0,a0j0,a0j0,a0j0,a0j0
222,myopic,2,0,,False,False,,,,,
222,myopic,3,0,,False,False,,,,,
222,myopic,4,0,,False,False,,,,,
222,myopic,5,0,,False,False,,,,,
222,myopic,6,0,,False,False,,,,,
222,myopic,7,2,a0j1,False,False,a0j1,a0j1,a0j1,a0j1,a0j1
222,myopic,9,1,a2j1,False,False,a2j1,a2j1,a2j1,a2j1,a2j1
222,myopic,11,0,,False,False,,,,,
222,greedy,0,1,a0j0,False,False,a0j0,a0j0,a0j0,a0j0,a0j0
222,greedy,2,0,,False,False,,,,,
222,greedy,3,0,,False,False,,,,,
222,greedy,4,0,,False,False,,,,,
222,greedy,5,0,,False,False,,,,,
222,greedy,6,0,,False,False,,,,,
222,greedy,7,2,a0j1,False,False,a0j1,a0j1,a0j1,a0j1,a0j1
222,greedy,9,1,a2j1,False,False,a2j1,a2j1,a2j1,a2j1,a2j1
222,greedy,11,0,,False,False,,,,,
222,delay,0,1,a0j0,False,False,a0j0,a0j0,a0j0,a0j0,a0j0
222,delay,2,0,,False,False,,,,,
222,delay,3,0,,False,False,,,,,
222,delay,4,0,,False,False,,,,,
222,delay,5,0,,False,False,,,,,
222,delay,6,0,,False,False,,,,,
222,delay,7,2,a0j1,False,False,a0j1,a0j1,a0j1,a0j1,a0j1
222,delay,9,1,a2j1,False,False,a2j1,a2j1,a2j1,a2j1,a2j1
222,delay,11,0,,False,False,,,,,
222,fcfs,0,1,a0j0,False,False,a0j0,a0j0,a0j0,a0j0,a0j0
222,fcfs,2,0,,False,False,,,,,
222,fcfs,3,0,,False,False,,,,,
222,fcfs,4,0,,False,False,,,,,
222,fcfs,5,0,,False,False,,,,,
222,fcfs,6,0,,False,False,,,,,
222,fcfs,7,2,a0j1,False,False,a0j1,a0j1,a0j1,a0j1,a0j1
222,fcfs,9,1,a2j1,False,False,a2j1,a2j1,a2j1,a2j1,a2j1
222,fcfs,11,0,,False,False,,,,,
223,myopic,0,0,,False,False,,,,,
223,myopic,1,2,a0j0,False,False,a0j0,a0j0,a0j0,a0j0,a0j0
223,myopic,3,1,a1j0,False,False,a1j0,a1j0,a1j0,a1j0,a1j0
223,myopic,5,0,,False,False,,,,,
223,myopic,6,0,,False,False,,,,,
223,myopic,7,2,a2j1,True,False,a1j1,a1j1,a2j1,a2j1,a2j1
223,myopic,9,1,a1j1,False,False,a1j1,a1j1,a1j1,a1j1,a1j1
223,myopic,11,0,,False,False,,,,,
223,greedy,0,0,,False,False,,,,,
223,greedy,1,2,a0j0,False,False,a0j0,a0j0,a0j0,a0j0,a0j0
223,greedy,3,1,a1j0,False,False,a1j0,a1j0,a1j0,a1j0,a1j0
223,greedy,5,0,,False,False,,,,,
223,greedy,6,0,,False,False,,,,,
223,greedy,7,2,a2j1,True,False,a1j1,a1j1,a2j1,a2j1,a2j1
223,greedy,9,1,a1j1,False,False,a1j1,a1j1,a1j1,a1j1,a1j1
223,greedy,11,0,,False,False,,,,,
223,delay,0,0,,False,False,,,,,
223,delay,1,2,a0j0,False,False,a0j0,a0j0,a0j0,a0j0,a0j0
223,delay,3,1,a1j0,False,False,a1j0,a1j0,a1j0,a1j0,a1j0
223,delay,5,0,,False,False,,,,,
223,delay,6,0,,False,False,,,,,
223,delay,7,2,a2j1,True,False,a1j1,a1j1,a2j1,a2j1,a2j1
223,delay,9,1,a1j1,False,False,a1j1,a1j1,a1j1,a1j1,a1j1
223,delay,11,0,,False,False,,,,,
223,fcfs,0,0,,False,False,,,,,
223,fcfs,1,2,a0j0,False,False,a0j0,a0j0,a0j0,a0j0,a0j0
223,fcfs,3,1,a1j0,False,False,a1j0,a1j0,a1j0,a1j0,a1j0
223,fcfs,5,0,,False,False,,,,,
223,fcfs,6,0,,False,False,,,,,
223,fcfs,7,2,a1j1,True,False,a1j1,a1j1,a2j1,a2j1,a2j1
223,fcfs,9,1,a2j1,False,False,a2j1,a2j1,a2j1,a2j1,a2j1
223,fcfs,11,0,,False,False,,,,,
223,uncertainty,0,0,,False,False,,,,,
223,uncertainty,1,2,a0j0,False,False,a0j0,a0j0,a0j0,a0j0,a0j0
223,uncertainty,3,1,a1j0,False,False,a1j0,a1j0,a1j0,a1j0,a1j0
223,uncertainty,5,0,,False,False,,,,,
223,uncertainty,6,0,,False,False,,,,,
223,uncertainty,7,2,a1j1,True,False,a1j1,a1j1,a2j1,a2j1,a2j1
223,uncertainty,9,1,a2j1,False,False,a2j1,a2j1,a2j1,a2j1,a2j1
223,uncertainty,11,0,,False,False,,,,,
