record_kind,config,family,policy,metric,mean,mc_se,mc_low,mc_high,seeds,rotations
computational_simulation,000_o0_ideal_short,original,G,time_idle,0.24999999999999162,5.568418043900804e-15,0.2499999999999807,0.25000000000000255,32,3
computational_simulation,000_o0_ideal_short,original,Q-source-aware,correct,7.28125,0.04988646383733316,7.183472530878827,7.379027469121173,32,3
computational_simulation,000_o0_ideal_short,original,Q-source-aware,incorrect,0.0,0.0,0.0,0.0,32,3
computational_simulation,000_o0_ideal_short,original,Q-source-aware,unfinished,4.71875,0.04988646383733316,4.620972530878827,4.816527469121173,32,3
computational_simulation,000_o0_ideal_short,original,Q-source-aware,released,7.28125,0.04988646383733316,7.183472530878827,7.379027469121173,32,3
computational_simulation,000_o0_ideal_short,original,Q-source-aware,never_selected,3.71875,0.04988646383733314,3.620972530878827,3.816527469121173,32,3
computational_simulation,000_o0_ideal_short,original,Q-source-aware,unstarted,0.0,0.0,0.0,0.0,32,3
computational_simulation,000_o0_ideal_short,original,Q-source-aware,deferred,0.0,0.0,0.0,0.0,32,3
computational_simulation,000_o0_ideal_short,original,Q-source-aware,blocked,0.0,0.0,0.0,0.0,32,3
computational_simulation,000_o0_ideal_short,original,Q-source-aware,approved_unreleased,0.010416666666666666,0.010416666666666664,-0.009999999999999997,0.03083333333333333,32,3
computational_simulation,000_o0_ideal_short,original,Q-source-aware,review_attempts,8.28125,0.04988646383733311,8.183472530878827,8.379027469121173,32,3
computational_simulation,000_o0_ideal_short,original,Q-source-aware,repairs,5.614583333333334,0.04988646383733317,5.516805864212161,5.712360802454507,32,3
computational_simulation,000_o0_ideal_short,original,Q-source-aware,damage,0.0,0.0,0.0,0.0,32,3
computational_simulation,000_o0_ideal_short,original,Q-source-aware,carryover_harms,0.0,0.0,0.0,0.0,32,3
computational_simulation,000_o0_ideal_short,original,Q-source-aware,mean_wait,237.99141375383886,1.125579200520637,235.7852785208184,240.19754898685932,32,3
computational_simulation,000_o0_ideal_short,original,Q-source-aware,unrelated_wait_sum,1583.7079488878246,6.800849400240068,1570.3782840633542,1597.037613712295,32,3
computational_simulation,000_o0_ideal_short,original,Q-source-aware,source_switches,2.8541666666666665,0.033257642558222104,2.788981687252551,2.919351646080782,32,3
computational_simulation,000_o0_ideal_short,original,Q-source-aware,source_returns,1.8541666666666667,0.0332576425582221,1.7889816872525515,1.919351646080782,32,3
computational_simulation,000_o0_ideal_short,original,Q-source-aware,groups,0.0,0.0,0.0,0.0,32,3
computational_simulation,000_o0_ideal_short,original,Q-source-aware,time_orientation,0.0,0.0,0.0,0.0,32,3
computational_simulation,000_o0_ideal_short,original,Q-source-aware,time_question,76.4005075881912,0.5666980876761553,75.28977933634594,77.51123584003646,32,3
computational_simulation,000_o0_ideal_short,original,Q-source-aware,time_verification,130.5338674439952,1.2521932313446602,128.07956871055967,132.98816617743074,32,3
computational_simulation,000_o0_ideal_short,original,Q-source-aware,time_construction,303.6000388710442,1.4158261528148433,300.8250196115271,306.3750581305613,32,3
computational_simulation,000_o0_ideal_short,original,Q-source-aware,time_interaction,14.64910269148353,0.10278142455706492,14.447651099351681,14.850554283615377,32,3
computational_simulation,000_o0_ideal_short,original,Q-source-aware,time_release,14.566483405285865,0.1008394965817781,14.36883799198558,14.76412881858615,32,3
computational_simulation,000_o0_ideal_short,original,Q-source-aware,time_grouping,0.0,0.0,0.0,0.0,32,3
computational_simulation,000_o0_ideal_short,original,Q-source-aware,time_idle,0.25000000000000105,5.504187019184992e-15,0.24999999999999026,0.2500000000000118,32,3
computational_simulation,000_o0_ideal_short,original,Q-sticky,correct,7.197916666666666,0.04699618445200199,7.105804145140742,7.29002918819259,32,3
computational_simulation,000_o0_ideal_short,original,Q-sticky,incorrect,0.0,0.0,0.0,0.0,32,3
computational_simulation,000_o0_ideal_short,original,Q-sticky,unfinished,4.802083333333334,0.04699618445200199,4.70997081180741,4.894195854859258,32,3
computational_simulation,000_o0_ideal_short,original,Q-sticky,released,7.197916666666666,0.04699618445200199,7.105804145140742,7.29002918819259,32,3
computational_simulation,000_o0_ideal_short,original,Q-sticky,never_selected,3.802083333333333,0.04699618445200199,3.709970811807409,3.894195854859257,32,3
computational_simulation,000_o0_ideal_short,original,Q-sticky,unstarted,0.0,0.0,0.0,0.0,32,3
computational_simulation,000_o0_ideal_short,original,Q-sticky,deferred,0.0,0.0,0.0,0.0,32,3
computational_simulation,000_o0_ideal_short,original,Q-sticky,blocked,0.0,0.0,0.0,0.0,32,3
computational_simulation,000_o0_ideal_short,original,Q-sticky,approved_unreleased,0.041666666666666664,0.019799623471312137,0.002859404662894874,0.08047392867043845,32,3
computational_simulation,000_o0_ideal_short,original,Q-sticky,review_attempts,8.197916666666668,0.04699618445200199,8.105804145140745,8.290029188192591,32,3
computational_simulation,000_o0_ideal_short,original,Q-sticky,repairs,5.53125,0.04699618445200203,5.439137478474076,5.623362521525924,32,3
computational_simulation,000_o0_ideal_short,original,Q-sticky,damage,0.0,0.0,0.0,0.0,32,3
computational_simulation,000_o0_ideal_short,original,Q-sticky,carryover_harms,0.0,0.0,0.0,0.0,32,3
computational_simulation,000_o0_ideal_short,original,Q-sticky,mean_wait,228.5104261540272,0.9188091727040535,226.70956017552723,230.31129213252714,32,3
computational_simulation,000_o0_ideal_short,original,Q-sticky,unrelated_wait_sum,1760.8403733566079,15.261628627219723,1730.9275812472572,1790.7531654659585,32,3
computational_simulation,000_o0_ideal_short,original,Q-sticky,source_switches,1.0416666666666665,0.01979962347131214,1.0028594046628947,1.0804739286704383,32,3
computational_simulation,000_o0_ideal_short,original,Q-sticky,source_returns,0.041666666666666664,0.019799623471312137,0.002859404662894874,0.08047392867043845,32,3
computational_simulation,000_o0_ideal_short,original,Q-sticky,groups,0.0,0.0,0.0,0.0,32,3
computational_simulation,000_o0_ideal_short,original,Q-sticky,time_orientation,0.0,0.0,0.0,0.0,32,3
computational_simulation,000_o0_ideal_short,original,Q-sticky,time_question,74.74993001969405,0.5908991556979422,73.59176767452608,75.90809236486201,32,3
computational_simulation,000_o0_ideal_short,original,Q-sticky,time_verification,129.5309535701041,1.2131764333552073,127.15312776072788,131.9087793794803,32,3
computational_simulation,000_o0_ideal_short,original,Q-sticky,time_construction,306.51152955551845,1.5571516362227444,303.45951234852186,309.56354676251505,32,3
computational_simulation,000_o0_ideal_short,original,Q-sticky,time_interaction,14.526802203636715,0.1027827566569275,14.325348000589136,14.728256406684293,32,3
computational_simulation,000_o0_ideal_short,original,Q-sticky,time_release,14.430784651046736,0.0967942671396595,14.241067887453003,14.620501414640469,32,3
computational_simulation,000_o0_ideal_short,original,Q-sticky,time_grouping,0.0,0.0,0.0,0.0,32,3
computational_simulation,000_o0_ideal_short,original,Q-sticky,time_idle,0.250000000000001,6.89671264019694e-15,0.24999999999998748,0.25000000000001454,32,3
computational_simulation,000_o0_ideal_short,original,M,correct,7.843750000000001,0.07017702749598365,7.706203026107873,7.981296973892129,32,3
computational_simulation,000_o0_ideal_short,original,M,incorrect,0.0,0.0,0.0,0.0,32,3
computational_simulation,000_o0_ideal_short,original,M,unfinished,4.15625,0.07017702749598363,4.018703026107872,4.293796973892128,32,3
computational_simulation,000_o0_ideal_short,original,M,released,7.843750000000001,0.07017702749598365,7.706203026107873,7.981296973892129,32,3
computational_simulation,000_o0_ideal_short,original,M,never_selected,3.15625,0.07017702749598362,3.0187030261078722,3.2937969738921278,32,3
computational_simulation,000_o0_ideal_short,original,M,unstarted,0.0,0.0,0.0,0.0,32,3
computational_simulation,000_o0_ideal_short,original,M,deferred,0.0,0.0,0.0,0.0,32,3
computational_simulation,000_o0_ideal_short,original,M,blocked,0.0,0.0,0.0,0.0,32,3
computational_simulation,000_o0_ideal_short,original,M,approved_unreleased,0.05208333333333333,0.021737760738757887,0.009477322285367872,0.09468934438129878,32,3
computational_simulation,000_o0_ideal_short,original,M,review_attempts,8.84375,0.07017702749598363,8.706203026107872,8.981296973892128,32,3
computational_simulation,000_o0_ideal_short,original,M,repairs,0.0,0.0,0.0,0.0,32,3
computational_simulation,000_o0_ideal_short,original,M,damage,0.0,0.0,0.0,0.0,32,3
computational_simulation,000_o0_ideal_short,original,M,carryover_harms,0.0,0.0,0.0,0.0,32,3
computational_simulation,000_o0_ideal_short,original,M,mean_wait,228.3616952116348,1.3290393412307482,225.75677810282255,230.96661232044707,32,3
computational_simulation,000_o0_ideal_short,original,M,unrelated_wait_sum,1505.4910729852018,7.153112248232772,1491.4709729786655,1519.511172991738,32,3
computational_simulation,000_o0_ideal_short,original,M,source_switches,7.843750000000001,0.07017702749598365,7.706203026107873,7.981296973892129,32,3
computational_simulation,000_o0_ideal_short,original,M,source_returns,6.84375,0.0701770274959836,6.706203026107872,6.981296973892128,32,3
computational_simulation,000_o0_ideal_short,original,M,groups,0.0,0.0,0.0,0.0,32,3
computational_simulation,000_o0_ideal_short,original,M,time_orientation,0.0,0.0,0.0,0.0,32,3
computational_simulation,000_o0_ideal_short,original,M,time_question,81.52662840911458,0.7612588555768196,80.03456105218402,83.01869576604514,32,3
computational_simulation,000_o0_ideal_short,original,M,time_verification,0.0,0.0,0.0,0.0,32,3
computational_simulation,000_o0_ideal_short,original,M,time_construction,426.67256855921465,0.9249836926661814,424.85960052158896,428.48553659684035,32,3
computational_simulation,000_o0_ideal_short,original,M,time_interaction,15.819101595086302,0.1203142401815606,15.583285684330443,16.05491750584216,32,3
computational_simulation,000_o0_ideal_short,original,M,time_release,15.731701436584446,0.13214989696958548,15.472687638524059,15.990715234644833,32,3
computational_simulation,000_o0_ideal_short,original,M,time_grouping,0.0,0.0,0.0,0.0,32,3
computational_simulation,000_o0_ideal_short,original,M,time_idle,0.2500000000000046,7.162445768079898e-15,0.24999999999999056,0.25000000000001865,32,3
computational_simulation,001_o0_ideal_long,original,Q,correct,7.489583333333333,0.059839194234771145,7.372298512633182,7.606868154033484,32,3
computational_simulation,001_o0_ideal_long,original,Q,incorrect,0.0,0.0,0.0,0.0,32,3
computational_simulation,001_o0_ideal_long,original,Q,unfinished,4.510416666666667,0.059839194234771145,4.393131845966516,4.627701487366818,32,3
computational_simulation,001_o0_ideal_long,original,Q,released,7.489583333333333,0.059839194234771145,7.372298512633182,7.606868154033484,32,3
computational_simulation,001_o0_ideal_long,original,Q,never_selected,3.5104166666666665,0.05983919423477112,3.393131845966515,3.627701487366818,32,3
computational_simulation,001_o0_ideal_long,original,Q,unstarted,0.0,0.0,0.0,0.0,32,3
computational_simulation,001_o0_ideal_long,original,Q,deferred,0.0,0.0,0.0,0.0,32,3
computational_simulation,001_o0_ideal_long,original,Q,blocked,0.0,0.0,0.0,0.0,32,3
computational_simulation,001_o0_ideal_long,original,Q,approved_unreleased,0.020833333333333332,0.014491840492505258,-0.007570674031976973,0.049237340698643633,32,3
computational_simulation,001_o0_ideal_long,original,Q,review_attempts,8.489583333333334,0.059839194234771076,8.372298512633183,8.606868154033485,32,3
computational_simulation,001_o0_ideal_long,original,Q,repairs,5.59375,0.046697318562545984,5.50222325561741,5.68527674438259,32,3
computational_simulation,001_o0_ideal_long,original,Q,damage,0.0,0.0,0.0,0.0,32,3
computational_simulation,001_o0_ideal_long,original,Q,carryover_harms,0.0,0.0,0.0,0.0,32,3
computational_simulation,001_o0_ideal_long,original,Q,mean_wait,234.46174773200624,1.098859666793446,232.3079827850911,236.6155126789214,32,3
computational_simulation,001_o0_ideal_long,original,Q,unrelated_wait_sum,1535.0594307150925,6.520284316598412,1522.2796734545595,1547.8391879756255,32,3
computational_simulation,001_o0_ideal_long,original,Q,source_switches,7.489583333333333,0.059839194234771145,7.372298512633182,7.606868154033484,32,3
computational_simulation,001_o0_ideal_long,original,Q,source_returns,6.489583333333333,0.059839194234771145,6.372298512633182,6.606868154033484,32,3
computational_simulation,001_o0_ideal_long,original,Q,groups,0.0,0.0,0.0,0.0,32,3
computational_simulation,001_o0_ideal_long,original,Q,time_orientation,0.0,0.0,0.0,0.0,32,3
computational_simulation,001_o0_ideal_long,original,Q,time_question,78.30152281224595,0.6732760257339993,76.98190180180731,79.62114382268459,32,3
computational_simulation,001_o0_ideal_long,original,Q,time_verification,132.72945158290145,1.3397088956655636,130.10362214739695,135.35528101840595,32,3
computational_simulation,001_o0_ideal_long,original,Q,time_construction,298.58530352709636,1.6514585832881423,295.3484447038516,301.8221623503411,32,3
computational_simulation,001_o0_ideal_long,original,Q,time_interaction,15.136694830860549,0.11919578829628734,14.903071085799825,15.370318575921273,32,3
computational_simulation,001_o0_ideal_long,original,Q,time_release,14.997027246895748,0.11722697213681604,14.767262381507589,15.226792112283906,32,3
computational_simulation,001_o0_ideal_long,original,Q,time_grouping,0.0,0.0,0.0,0.0,32,3
computational_simulation,001_o0_ideal_long,original,Q,time_idle,0.2499999999999987,7.704457182111106e-15,0.2499999999999836,0.2500000000000138,32,3
computational_simulation,001_o0_ideal_long,original,G,correct,7.15625,0.05181381880344677,7.0546949151452445,7.2578050848547555,32,3
computational_simulation,001_o0_ideal_long,original,G,incorrect,0.0,0.0,0.0,0.0,32,3
computational_simulation,001_o0_ideal_long,original,G,unfinished,4.84375,0.05181381880344677,4.7421949151452445,4.9453050848547555,32,3
computational_simulation,001_o0_ideal_long,original,G,released,7.15625,0.05181381880344677,7.0546949151452445,7.2578050848547555,32,3
computational_simulation,001_o0_ideal_long,original,G,never_selected,3.8437499999999996,0.05181381880344678,3.742194915145244,3.945305084854755,32,3
computational_simulation,001_o0_ideal_long,original,G,unstarted,0.0,0.0,0.0,0.0,32,3
computational_simulation,001_o0_ideal_long,original,G,deferred,0.0,0.0,0.0,0.0,32,3
computational_simulation,001_o0_ideal_long,original,G,blocked,0.0,0.0,0.0,0.0,32,3
computational_simulation,001_o0_ideal_long,original,G,approved_unreleased,0.0625,0.023367390659561435,0.01669991430725959,0.10830008569274041,32,3
computational_simulation,001_o0_ideal_long,original,G,review_attempts,8.15625,0.05181381880344679,8.054694915145244,8.257805084854756,32,3
computational_simulation,001_o0_ideal_long,original,G,repairs,5.489583333333333,0.0518138188034468,5.3880282484785775,5.5911384181880885,32,3
computational_simulation,001_o0_ideal_long,original,G,damage,0.0,0.0,0.0,0.0,32,3
computational_simulation,001_o0_ideal_long,original,G,carryover_harms,0.0,0.0,0.0,0.0,32,3
computational_simulation,001_o0_ideal_long,original,G,mean_wait,241.29357140916693,1.1010785118189221,239.13545752600183,243.45168529233203,32,3
computational_simulation,001_o0_ideal_long,original,G,unrelated_wait_sum,1598.489497590649,6.650556273353297,1585.4544072948765,1611.5245878864216,32,3
computational_simulation,001_o0_ideal_long,original,G,source_switches,2.8229166666666665,0.03341513819473858,2.757422995804979,2.888410337528354,32,3
computational_simulation,001_o0_ideal_long,original,G,source_returns,1.8229166666666667,0.03341513819473857,1.7574229958049792,1.8884103375283543,32,3
computational_simulation,001_o0_ideal_long,original,G,groups,2.8229166666666665,0.03341513819473858,2.757422995804979,2.888410337528354,32,3
computational_simulation,001_o0_ideal_long,original,G,time_orientation,0.0,0.0,0.0,0.0,32,3
computational_simulation,001_o0_ideal_long,original,G,time_question,74.82076359857123,0.557688984152253,73.72769318963282,75.91383400750965,32,3
computational_simulation,001_o0_ideal_long,original,G,time_verification,127.77104487968649,1.2479380975696186,125.32508620845003,130.21700355092293,32,3
computational_simulation,001_o0_ideal_long,original,G,time_construction,297.0532087759706,1.5627872914056558,293.9901456848155,300.11627186712565,32,3
computational_simulation,001_o0_ideal_long,original,G,time_interaction,14.466559284578999,0.08754459674098687,14.294971874966665,14.638146694191333,32,3
computational_simulation,001_o0_ideal_long,original,G,time_release,14.380581927313596,0.08991790315376758,14.204342837132211,14.55682101749498,32,3
computational_simulation,001_o0_ideal_long,original,G,time_grouping,11.25784153387906,0.1307268295050926,11.001616948049078,11.51406611970904,32,3
computational_simulation,001_o0_ideal_long,original,G,time_idle,0.24999999999999162,5.568418043900804e-15,0.2499999999999807,0.25000000000000255,32,3
computational_simulation,001_o0_ideal_long,original,Q-source-aware,correct,7.28125,0.04988646383733316,7.183472530878827,7.379027469121173,32,3
computational_simulation,001_o0_ideal_long,original,Q-source-aware,incorrect,0.0,0.0,0.0,0.0,32,3
computational_simulation,001_o0_ideal_long,original,Q-source-aware,unfinished,4.71875,0.04988646383733316,4.620972530878827,4.816527469121173,32,3
computational_simulation,001_o0_ideal_long,original,Q-source-aware,released,7.28125,0.04988646383733316,7.183472530878827,7.379027469121173,32,3
computational_simulation,001_o0_ideal_long,original,Q-source-aware,never_selected,3.71875,0.04988646383733314,3.620972530878827,3.816527469121173,32,3
computational_simulation,001_o0_ideal_long,original,Q-source-aware,unstarted,0.0,0.0,0.0,0.0,32,3
computational_simulation,001_o0_ideal_long,original,Q-source-aware,deferred,0.0,0.0,0.0,0.0,32,3
computational_simulation,001_o0_ideal_long,original,Q-source-aware,blocked,0.0,0.0,0.0,0.0,32,3
computational_simulation,001_o0_ideal_long,original,Q-source-aware,approved_unreleased,0.010416666666666666,0.010416666666666664,-0.009999999999999997,0.03083333333333333,32,3
computational_simulation,001_o0_ideal_long,original,Q-source-aware,review_attempts,8.28125,0.04988646383733311,8.183472530878827,8.379027469121173,32,3
computational_simulation,001_o0_ideal_long,original,Q-source-aware,repairs,5.614583333333334,0.04988646383733317,5.516805864212161,5.712360802454507,32,3
computational_simulation,001_o0_ideal_long,original,Q-source-aware,damage,0.0,0.0,0.0,0.0,32,3
computational_simulation,001_o0_ideal_long,original,Q-source-aware,carryover_harms,0.0,0.0,0.0,0.0,32,3
computational_simulation,001_o0_ideal_long,original,Q-source-aware,mean_wait,237.99141375383886,1.125579200520637,235.7852785208184,240.19754898685932,32,3
computational_simulation,001_o0_ideal_long,original,Q-source-aware,unrelated_wait_sum,1583.7079488878246,6.800849400240068,1570.3782840633542,1597.037613712295,32,3
computational_simulation,001_o0_ideal_long,original,Q-source-aware,source_switches,2.8541666666666665,0.033257642558222104,2.788981687252551,2.919351646080782,32,3
computational_simulation,001_o0_ideal_long,original,Q-source-aware,source_returns,1.8541666666666667,0.0332576425582221,1.7889816872525515,1.919351646080782,32,3
computational_simulation,001_o0_ideal_long,original,Q-source-aware,groups,0.0,0.0,0.0,0.0,32,3
computational_simulation,001_o0_ideal_long,original,Q-source-aware,time_orientation,0.0,0.0,0.0,0.0,32,3
computational_simulation,001_o0_ideal_long,original,Q-source-aware,time_question,76.4005075881912,0.5666980876761553,75.28977933634594,77.51123584003646,32,3
computational_simulation,001_o0_ideal_long,original,Q-source-aware,time_verification,130.5338674439952,1.2521932313446602,128.07956871055967,132.98816617743074,32,3
computational_simulation,001_o0_ideal_long,original,Q-source-aware,time_construction,303.6000388710442,1.4158261528148433,300.8250196115271,306.3750581305613,32,3
computational_simulation,001_o0_ideal_long,original,Q-source-aware,time_interaction,14.64910269148353,0.10278142455706492,14.447651099351681,14.850554283615377,32,3
computational_simulation,001_o0_ideal_long,original,Q-source-aware,time_release,14.566483405285865,0.1008394965817781,14.36883799198558,14.76412881858615,32,3
computational_simulation,001_o0_ideal_long,original,Q-source-aware,time_grouping,0.0,0.0,0.0,0.0,32,3
computational_simulation,001_o0_ideal_long,original,Q-source-aware,time_idle,0.25000000000000105,5.504187019184992e-15,0.24999999999999026,0.2500000000000118,32,3
computational_simulation,001_o0_ideal_long,original,Q-sticky,correct,7.197916666666666,0.04699618445200199,7.105804145140742,7.29002918819259,32,3
computational_simulation,001_o0_ideal_long,original,Q-sticky,incorrect,0.0,0.0,0.0,0.0,32,3
computational_simulation,001_o0_ideal_long,original,Q-sticky,unfinished,4.802083333333334,0.04699618445200199,4.70997081180741,4.894195854859258,32,3
computational_simulation,001_o0_ideal_long,original,Q-sticky,released,7.197916666666666,0.04699618445200199,7.105804145140742,7.29002918819259,32,3
computational_simulation,001_o0_ideal_long,original,Q-sticky,never_selected,3.802083333333333,0.04699618445200199,3.709970811807409,3.894195854859257,32,3
computational_simulation,001_o0_ideal_long,original,Q-sticky,unstarted,0.0,0.0,0.0,0.0,32,3
computational_simulation,001_o0_ideal_long,original,Q-sticky,deferred,0.0,0.0,0.0,0.0,32,3
computational_simulation,001_o0_ideal_long,original,Q-sticky,blocked,0.0,0.0,0.0,0.0,32,3
computational_simulation,001_o0_ideal_long,original,Q-sticky,approved_unreleased,0.041666666666666664,0.019799623471312137,0.002859404662894874,0.08047392867043845,32,3
computational_simulation,001_o0_ideal_long,original,Q-sticky,review_attempts,8.197916666666668,0.04699618445200199,8.105804145140745,8.290029188192591,32,3
computational_simulation,001_o0_ideal_long,original,Q-sticky,repairs,5.53125,0.04699618445200203,5.439137478474076,5.623362521525924,32,3
computational_simulation,001_o0_ideal_long,original,Q-sticky,damage,0.0,0.0,0.0,0.0,32,3
computational_simulation,001_o0_ideal_long,original,Q-sticky,carryover_harms,0.0,0.0,0.0,0.0,32,3
computational_simulation,001_o0_ideal_long,original,Q-sticky,mean_wait,228.5104261540272,0.9188091727040535,226.70956017552723,230.31129213252714,32,3
computational_simulation,001_o0_ideal_long,original,Q-sticky,unrelated_wait_sum,1760.8403733566079,15.261628627219723,1730.9275812472572,1790.7531654659585,32,3
computational_simulation,001_o0_ideal_long,original,Q-sticky,source_switches,1.0416666666666665,0.01979962347131214,1.0028594046628947,1.0804739286704383,32,3
computational_simulation,001_o0_ideal_long,original,Q-sticky,source_returns,0.041666666666666664,0.019799623471312137,0.002859404662894874,0.08047392867043845,32,3
computational_simulation,001_o0_ideal_long,original,Q-sticky,groups,0.0,0.0,0.0,0.0,32,3
computational_simulation,001_o0_ideal_long,original,Q-sticky,time_orientation,0.0,0.0,0.0,0.0,32,3
computational_simulation,001_o0_ideal_long,original,Q-sticky,time_question,74.74993001969405,0.5908991556979422,73.59176767452608,75.90809236486201,32,3
