policy,seed,scenario_hash,evidence,status,error,planned_calls,total_loss,accrued_loss,loss_upper_bound,correct_jobs,jobs_closed,reviews_started,reviews_completed,corrections,late_returns,expired_requests,review_busy_ticks,simulated_ticks_completed,incomplete_service,episode_wall_seconds,scheduled_calls,attempts,prompt_tokens,completion_tokens,unknown_token_attempts,request_wall_seconds,agents,closure_penalty,execution_index,horizon,jobs,phase,review_ticks,risk,run_id,workload
delay,10000,72d912f261b072cacfb2d06c4e1c50d5876dc5315e4362da8fc5f552a6ea2611,live_gpu,completed,,12,33,33,75,4,6,4,4,2,0,2,8,12,,2.360685,12,12,2564,84,0,1.68063778989017,3,0,10,12,6,replication,2,frozen,replication/original/10000/a3/s2/frozen/delay/lambda0,original
fcfs,10000,72d912f261b072cacfb2d06c4e1c50d5876dc5315e4362da8fc5f552a6ea2611,live_gpu,completed,,12,33,33,75,4,6,4,4,2,0,2,8,12,,2.315636,12,12,2564,84,0,1.6716634202748537,3,0,11,12,6,replication,2,frozen,replication/original/10000/a3/s2/frozen/fcfs/lambda0,original
greedy,10000,72d912f261b072cacfb2d06c4e1c50d5876dc5315e4362da8fc5f552a6ea2611,live_gpu,completed,,12,23,23,75,4,6,4,4,2,0,2,4,12,,2.340637,12,12,2564,84,0,1.6781170926988125,3,0,12,12,6,risk_ablation,1,pooled,risk_ablation/original/10000/a3/s1/pooled/greedy/lambda0,original
delay,10000,72d912f261b072cacfb2d06c4e1c50d5876dc5315e4362da8fc5f552a6ea2611,live_gpu,completed,,12,14,14,75,6,6,6,6,4,0,0,6,12,,2.507712,12,12,2618,84,0,1.676536813378334,3,0,13,12,6,risk_ablation,1,pooled,risk_ablation/original/10000/a3/s1/pooled/delay/lambda0,original
greedy,10000,72d912f261b072cacfb2d06c4e1c50d5876dc5315e4362da8fc5f552a6ea2611,live_gpu,completed,,12,24,24,75,4,6,4,4,2,0,2,4,12,,2.378979,12,12,2564,84,0,1.6638498958200216,3,0,14,12,6,risk_ablation,1,analytical,risk_ablation/original/10000/a3/s1/analytical/greedy/lambda0,original
delay,10000,72d912f261b072cacfb2d06c4e1c50d5876dc5315e4362da8fc5f552a6ea2611,live_gpu,completed,,12,11,11,75,6,6,5,5,4,0,1,5,12,,2.330481,12,12,2618,84,0,1.665112193673849,3,0,15,12,6,risk_ablation,1,analytical,risk_ablation/original/10000/a3/s1/analytical/delay/lambda0,original
delay,10000,72d912f261b072cacfb2d06c4e1c50d5876dc5315e4362da8fc5f552a6ea2611,live_gpu,completed,,12,27,27,75,4,6,3,3,2,0,3,6,12,,2.283461,12,12,2564,84,0,1.6668661236763,3,0,16,12,6,risk_ablation,2,analytical,risk_ablation/original/10000/a3/s2/analytical/delay/lambda0,original
greedy,10000,72d912f261b072cacfb2d06c4e1c50d5876dc5315e4362da8fc5f552a6ea2611,live_gpu,completed,,12,27,27,75,4,6,3,3,2,0,3,6,12,,2.327545,12,12,2564,84,0,1.6811219733208418,3,0,17,12,6,risk_ablation,2,analytical,risk_ablation/original/10000/a3/s2/analytical/greedy/lambda0,original
delay,10000,72d912f261b072cacfb2d06c4e1c50d5876dc5315e4362da8fc5f552a6ea2611,live_gpu,completed,,12,33,33,75,4,6,4,4,2,0,2,8,12,,2.321978,12,12,2564,84,0,1.6662547048181295,3,0,18,12,6,risk_ablation,2,pooled,risk_ablation/original/10000/a3/s2/pooled/delay/lambda0,original
greedy,10000,72d912f261b072cacfb2d06c4e1c50d5876dc5315e4362da8fc5f552a6ea2611,live_gpu,completed,,12,27,27,75,4,6,3,3,2,0,3,6,12,,2.362771,12,12,2564,84,0,1.6683732718229294,3,0,19,12,6,risk_ablation,2,pooled,risk_ablation/original/10000/a3/s2/pooled/greedy/lambda0,original
myopic,10001,4ea2ebf339b7686d9ae0616428c9e31a2d0aae421701d30e963935060aa08a64,live_gpu,completed,,12,4,4,38,6,6,3,3,2,0,3,6,12,,2.361563,12,12,2562,84,0,1.6889470610767603,3,0,20,12,6,replication,2,frozen,replication/original/10001/a3/s2/frozen/myopic/lambda0,original
greedy,10001,4ea2ebf339b7686d9ae0616428c9e31a2d0aae421701d30e963935060aa08a64,live_gpu,completed,,12,4,4,38,6,6,3,3,2,0,3,6,12,,2.488192,12,12,2562,84,0,1.6790194194763899,3,0,21,12,6,replication,2,frozen,replication/original/10001/a3/s2/frozen/greedy/lambda0,original
edf,10001,4ea2ebf339b7686d9ae0616428c9e31a2d0aae421701d30e963935060aa08a64,live_gpu,completed,,12,4,4,38,6,6,3,3,2,0,3,6,12,,2.326019,12,12,2562,84,0,1.6840677056461573,3,0,22,12,6,replication,2,frozen,replication/original/10001/a3/s2/frozen/edf/lambda0,original
delay,10001,4ea2ebf339b7686d9ae0616428c9e31a2d0aae421701d30e963935060aa08a64,live_gpu,completed,,12,4,4,38,6,6,3,3,2,0,3,6,12,,2.337137,12,12,2562,84,0,1.6755690556019545,3,0,23,12,6,replication,2,frozen,replication/original/10001/a3/s2/frozen/delay/lambda0,original
fcfs,10001,4ea2ebf339b7686d9ae0616428c9e31a2d0aae421701d30e963935060aa08a64,live_gpu,completed,,12,4,4,38,6,6,3,3,2,0,3,6,12,,2.34617,12,12,2562,84,0,1.6681968197226524,3,0,24,12,6,replication,2,frozen,replication/original/10001/a3/s2/frozen/fcfs/lambda0,original
uncertainty,10001,4ea2ebf339b7686d9ae0616428c9e31a2d0aae421701d30e963935060aa08a64,live_gpu,completed,,12,4,4,38,6,6,3,3,2,0,3,6,12,,2.302793,12,12,2562,84,0,1.6662271041423082,3,0,25,12,6,replication,2,frozen,replication/original/10001/a3/s2/frozen/uncertainty/lambda0,original
greedy,10001,4ea2ebf339b7686d9ae0616428c9e31a2d0aae421701d30e963935060aa08a64,live_gpu,completed,,12,2,2,38,6,6,4,4,2,0,2,4,12,,2.41541,12,12,2562,84,0,1.6860036384314299,3,0,26,12,6,replication,1,frozen,replication/original/10001/a3/s1/frozen/greedy/lambda0,original
edf,10001,4ea2ebf339b7686d9ae0616428c9e31a2d0aae421701d30e963935060aa08a64,live_gpu,completed,,12,2,2,38,6,6,4,4,2,0,2,4,12,,2.347601,12,12,2562,84,0,1.6716987509280443,3,0,27,12,6,replication,1,frozen,replication/original/10001/a3/s1/frozen/edf/lambda0,original
delay,10001,4ea2ebf339b7686d9ae0616428c9e31a2d0aae421701d30e963935060aa08a64,live_gpu,completed,,12,2,2,38,6,6,4,4,2,0,2,4,12,,2.387536,12,12,2562,84,0,1.6776986308395863,3,0,28,12,6,replication,1,frozen,replication/original/10001/a3/s1/frozen/delay/lambda0,original
fcfs,10001,4ea2ebf339b7686d9ae0616428c9e31a2d0aae421701d30e963935060aa08a64,live_gpu,completed,,12,2,2,38,6,6,4,4,2,0,2,4,12,,2.447595,12,12,2562,84,0,1.6815199628472328,3,0,29,12,6,replication,1,frozen,replication/original/10001/a3/s1/frozen/fcfs/lambda0,original
uncertainty,10001,4ea2ebf339b7686d9ae0616428c9e31a2d0aae421701d30e963935060aa08a64,live_gpu,completed,,12,2,2,38,6,6,4,4,2,0,2,4,12,,2.390827,12,12,2562,84,0,1.6760177668184042,3,0,30,12,6,replication,1,frozen,replication/original/10001/a3/s1/frozen/uncertainty/lambda0,original
myopic,10001,4ea2ebf339b7686d9ae0616428c9e31a2d0aae421701d30e963935060aa08a64,live_gpu,completed,,12,2,2,38,6,6,4,4,2,0,2,4,12,,2.376277,12,12,2562,84,0,1.669195869937539,3,0,31,12,6,replication,1,frozen,replication/original/10001/a3/s1/frozen/myopic/lambda0,original
greedy,10001,4ea2ebf339b7686d9ae0616428c9e31a2d0aae421701d30e963935060aa08a64,live_gpu,completed,,12,4,4,38,6,6,3,3,2,0,3,6,12,,2.368407,12,12,2562,84,0,1.6713109873235226,3,0,32,12,6,risk_ablation,2,analytical,risk_ablation/original/10001/a3/s2/analytical/greedy/lambda0,original
delay,10001,4ea2ebf339b7686d9ae0616428c9e31a2d0aae421701d30e963935060aa08a64,live_gpu,completed,,12,4,4,38,6,6,3,3,2,0,3,6,12,,2.314287,12,12,2562,84,0,1.6738253235816956,3,0,33,12,6,risk_ablation,2,analytical,risk_ablation/original/10001/a3/s2/analytical/delay/lambda0,original
greedy,10001,4ea2ebf339b7686d9ae0616428c9e31a2d0aae421701d30e963935060aa08a64,live_gpu,completed,,12,4,4,38,6,6,3,3,2,0,3,6,12,,2.424921,12,12,2562,84,0,1.68032968044281,3,0,34,12,6,risk_ablation,2,pooled,risk_ablation/original/10001/a3/s2/pooled/greedy/lambda0,original
delay,10001,4ea2ebf339b7686d9ae0616428c9e31a2d0aae421701d30e963935060aa08a64,live_gpu,completed,,12,4,4,38,6,6,3,3,2,0,3,6,12,,2.494557,12,12,2562,84,0,1.6888644341379404,3,0,35,12,6,risk_ablation,2,pooled,risk_ablation/original/10001/a3/s2/pooled/delay/lambda0,original
delay,10001,4ea2ebf339b7686d9ae0616428c9e31a2d0aae421701d30e963935060aa08a64,live_gpu,completed,,12,2,2,38,6,6,4,4,2,0,2,4,12,,2.388273,12,12,2562,84,0,1.6722523514181376,3,0,36,12,6,risk_ablation,1,pooled,risk_ablation/original/10001/a3/s1/pooled/delay/lambda0,original
greedy,10001,4ea2ebf339b7686d9ae0616428c9e31a2d0aae421701d30e963935060aa08a64,live_gpu,completed,,12,2,2,38,6,6,4,4,2,0,2,4,12,,2.353009,12,12,2562,84,0,1.6652528773993254,3,0,37,12,6,risk_ablation,1,pooled,risk_ablation/original/10001/a3/s1/pooled/greedy/lambda0,original
delay,10001,4ea2ebf339b7686d9ae0616428c9e31a2d0aae421701d30e963935060aa08a64,live_gpu,completed,,12,2,2,38,6,6,4,4,2,0,2,4,12,,2.345181,12,12,2562,84,0,1.664248501881957,3,0,38,12,6,risk_ablation,1,analytical,risk_ablation/original/10001/a3/s1/analytical/delay/lambda0,original
greedy,10001,4ea2ebf339b7686d9ae0616428c9e31a2d0aae421701d30e963935060aa08a64,live_gpu,completed,,12,2,2,38,6,6,4,4,2,0,2,4,12,,2.356213,12,12,2562,84,0,1.6655876953154802,3,0,39,12,6,risk_ablation,1,analytical,risk_ablation/original/10001/a3/s1/analytical/greedy/lambda0,original
edf,10002,08ba829403455b332109baacfc0d60c620a9f58225d07a11744f6df48a9bb775,live_gpu,completed,,12,0,0,30,5,6,3,3,0,0,3,3,12,,2.402114,12,12,2562,84,0,1.6797423176467419,3,0,40,12,6,replication,1,frozen,replication/original/10002/a3/s1/frozen/edf/lambda0,original
delay,10002,08ba829403455b332109baacfc0d60c620a9f58225d07a11744f6df48a9bb775,live_gpu,completed,,12,0,0,30,5,6,3,3,0,0,3,3,12,,2.339758,12,12,2562,84,0,1.6838636174798012,3,0,41,12,6,replication,1,frozen,replication/original/10002/a3/s1/frozen/delay/lambda0,original
fcfs,10002,08ba829403455b332109baacfc0d60c620a9f58225d07a11744f6df48a9bb775,live_gpu,completed,,12,0,0,30,5,6,3,3,0,0,3,3,12,,2.330771,12,12,2562,84,0,1.6787877827882767,3,0,42,12,6,replication,1,frozen,replication/original/10002/a3/s1/frozen/fcfs/lambda0,original
uncertainty,10002,08ba829403455b332109baacfc0d60c620a9f58225d07a11744f6df48a9bb775,live_gpu,completed,,12,0,0,30,5,6,3,3,0,0,3,3,12,,2.340166,12,12,2562,84,0,1.6757626477628946,3,0,43,12,6,replication,1,frozen,replication/original/10002/a3/s1/frozen/uncertainty/lambda0,original
myopic,10002,08ba829403455b332109baacfc0d60c620a9f58225d07a11744f6df48a9bb775,live_gpu,completed,,12,0,0,30,5,6,3,3,0,0,3,3,12,,2.292697,12,12,2562,84,0,1.6564355418086052,3,0,44,12,6,replication,1,frozen,replication/original/10002/a3/s1/frozen/myopic/lambda0,original
greedy,10002,08ba829403455b332109baacfc0d60c620a9f58225d07a11744f6df48a9bb775,live_gpu,completed,,12,0,0,30,5,6,3,3,0,0,3,3,12,,2.366233,12,12,2562,84,0,1.6788185071200132,3,0,45,12,6,replication,1,frozen,replication/original/10002/a3/s1/frozen/greedy/lambda0,original
delay,10002,08ba829403455b332109baacfc0d60c620a9f58225d07a11744f6df48a9bb775,live_gpu,completed,,12,0,0,30,5,6,2,2,0,0,4,4,12,,2.281348,12,12,2508,84,0,1.684615682810545,3,0,46,12,6,replication,2,frozen,replication/original/10002/a3/s2/frozen/delay/lambda0,original
fcfs,10002,08ba829403455b332109baacfc0d60c620a9f58225d07a11744f6df48a9bb775,live_gpu,completed,,12,0,0,30,5,6,2,2,0,0,4,4,12,,2.304873,12,12,2508,84,0,1.6656986605376005,3,0,47,12,6,replication,2,frozen,replication/original/10002/a3/s2/frozen/fcfs/lambda0,original
uncertainty,10002,08ba829403455b332109baacfc0d60c620a9f58225d07a11744f6df48a9bb775,live_gpu,completed,,12,0,0,30,5,6,2,2,0,0,4,4,12,,2.329899,12,12,2508,84,0,1.6672749295830727,3,0,48,12,6,replication,2,frozen,replication/original/10002/a3/s2/frozen/uncertainty/lambda0,original
myopic,10002,08ba829403455b332109baacfc0d60c620a9f58225d07a11744f6df48a9bb775,live_gpu,completed,,12,0,0,30,5,6,2,2,0,0,4,4,12,,2.328854,12,12,2508,84,0,1.6877024825662374,3,0,49,12,6,replication,2,frozen,replication/original/10002/a3/s2/frozen/myopic/lambda0,original
greedy,10002,08ba829403455b332109baacfc0d60c620a9f58225d07a11744f6df48a9bb775,live_gpu,completed,,12,0,0,30,5,6,2,2,0,0,4,4,12,,2.398178,12,12,2508,84,0,1.6699365880340338,3,0,50,12,6,replication,2,frozen,replication/original/10002/a3/s2/frozen/greedy/lambda0,original
edf,10002,08ba829403455b332109baacfc0d60c620a9f58225d07a11744f6df48a9bb775,live_gpu,completed,,12,0,0,30,5,6,2,2,0,0,4,4,12,,2.272217,12,12,2508,84,0,1.6693408396095037,3,0,51,12,6,replication,2,frozen,replication/original/10002/a3/s2/frozen/edf/lambda0,original
greedy,10002,08ba829403455b332109baacfc0d60c620a9f58225d07a11744f6df48a9bb775,live_gpu,completed,,12,0,0,30,5,6,3,3,0,0,3,3,12,,2.298283,12,12,2562,84,0,1.6671724542975426,3,0,52,12,6,risk_ablation,1,pooled,risk_ablation/original/10002/a3/s1/pooled/greedy/lambda0,original
delay,10002,08ba829403455b332109baacfc0d60c620a9f58225d07a11744f6df48a9bb775,live_gpu,completed,,12,0,0,30,5,6,3,3,0,0,3,3,12,,2.285932,12,12,2562,84,0,1.6653765998780727,3,0,53,12,6,risk_ablation,1,pooled,risk_ablation/original/10002/a3/s1/pooled/delay/lambda0,original
greedy,10002,08ba829403455b332109baacfc0d60c620a9f58225d07a11744f6df48a9bb775,live_gpu,completed,,12,0,0,30,5,6,3,3,0,0,3,3,12,,2.340104,12,12,2562,84,0,1.6773379668593407,3,0,54,12,6,risk_ablation,1,analytical,risk_ablation/original/10002/a3/s1/analytical/greedy/lambda0,original
delay,10002,08ba829403455b332109baacfc0d60c620a9f58225d07a11744f6df48a9bb775,live_gpu,completed,,12,0,0,30,5,6,3,3,0,0,3,3,12,,2.365426,12,12,2562,84,0,1.6789650097489357,3,0,55,12,6,risk_ablation,1,analytical,risk_ablation/original/10002/a3/s1/analytical/delay/lambda0,original
delay,10002,08ba829403455b332109baacfc0d60c620a9f58225d07a11744f6df48a9bb775,live_gpu,completed,,12,0,0,30,5,6,2,2,0,0,4,4,12,,2.349079,12,12,2508,84,0,1.6799769941717386,3,0,56,12,6,risk_ablation,2,analytical,risk_ablation/original/10002/a3/s2/analytical/delay/lambda0,original
greedy,10002,08ba829403455b332109baacfc0d60c620a9f58225d07a11744f6df48a9bb775,live_gpu,completed,,12,0,0,30,5,6,2,2,0,0,4,4,12,,2.262915,12,12,2508,84,0,1.663925889879465,3,0,57,12,6,risk_ablation,2,analytical,risk_ablation/original/10002/a3/s2/analytical/greedy/lambda0,original
delay,10002,08ba829403455b332109baacfc0d60c620a9f58225d07a11744f6df48a9bb775,live_gpu,completed,,12,0,0,30,5,6,2,2,0,0,4,4,12,,2.395211,12,12,2508,84,0,1.6796116009354591,3,0,58,12,6,risk_ablation,2,pooled,risk_ablation/original/10002/a3/s2/pooled/delay/lambda0,original
greedy,10002,08ba829403455b332109baacfc0d60c620a9f58225d07a11744f6df48a9bb775,live_gpu,completed,,12,0,0,30,5,6,2,2,0,0,4,4,12,,2.291323,12,12,2508,84,0,1.6773082222789526,3,0,59,12,6,risk_ablation,2,pooled,risk_ablation/original/10002/a3/s2/pooled/greedy/lambda0,original
fcfs,10003,661e7b8551d5b03fe3e084e8d6248b350819d377e95e5915cc81a3f2c3425923,live_gpu,completed,,12,11,11,60,5,6,3,3,0,0,3,6,12,,2.496549,12,12,2512,84,0,1.7019046004861593,3,0,60,12,6,replication,2,frozen,replication/original/10003/a3/s2/frozen/fcfs/lambda0,original
uncertainty,10003,661e7b8551d5b03fe3e084e8d6248b350819d377e95e5915cc81a3f2c3425923,live_gpu,completed,,12,11,11,60,5,6,3,3,0,0,3,6,12,,2.577401,12,12,2512,84,0,1.6929388903081417,3,0,61,12,6,replication,2,frozen,replication/original/10003/a3/s2/frozen/uncertainty/lambda0,original
myopic,10003,661e7b8551d5b03fe3e084e8d6248b350819d377e95e5915cc81a3f2c3425923,live_gpu,completed,,12,11,11,60,5,6,3,3,0,0,3,6,12,,2.414297,12,12,2512,84,0,1.6896855756640434,3,0,62,12,6,replication,2,frozen,replication/original/10003/a3/s2/frozen/myopic/lambda0,original
greedy,10003,661e7b8551d5b03fe3e084e8d6248b350819d377e95e5915cc81a3f2c3425923,live_gpu,completed,,12,11,11,60,5,6,3,3,0,0,3,6,12,,2.374455,12,12,2512,84,0,1.6814054045826197,3,0,63,12,6,replication,2,frozen,replication/original/10003/a3/s2/frozen/greedy/lambda0,original
edf,10003,661e7b8551d5b03fe3e084e8d6248b350819d377e95e5915cc81a3f2c3425923,live_gpu,completed,,12,11,11,60,5,6,3,3,0,0,3,6,12,,2.365523,12,12,2512,84,0,1.6835222821682692,3,0,64,12,6,replication,2,frozen,replication/original/10003/a3/s2/frozen/edf/lambda0,original
delay,10003,661e7b8551d5b03fe3e084e8d6248b350819d377e95e5915cc81a3f2c3425923,live_gpu,completed,,12,11,11,60,5,6,3,3,0,0,3,6,12,,2.431225,12,12,2512,84,0,1.6998224444687366,3,0,65,12,6,replication,2,frozen,replication/original/10003/a3/s2/frozen/delay/lambda0,original
uncertainty,10003,661e7b8551d5b03fe3e084e8d6248b350819d377e95e5915cc81a3f2c3425923,live_gpu,completed,,12,11,11,60,5,6,5,5,0,0,1,5,12,,2.573133,12,12,2566,84,0,1.694822734221816,3,0,66,12,6,replication,1,frozen,replication/original/10003/a3/s1/frozen/uncertainty/lambda0,original
myopic,10003,661e7b8551d5b03fe3e084e8d6248b350819d377e95e5915cc81a3f2c3425923,live_gpu,completed,,12,3,3,60,6,6,5,5,1,0,1,5,12,,2.478603,12,12,2566,84,0,1.6758900117129087,3,0,67,12,6,replication,1,frozen,replication/original/10003/a3/s1/frozen/myopic/lambda0,original
greedy,10003,661e7b8551d5b03fe3e084e8d6248b350819d377e95e5915cc81a3f2c3425923,live_gpu,completed,,12,11,11,60,5,6,5,5,0,0,1,5,12,,2.361082,12,12,2566,84,0,1.6842988897114992,3,0,68,12,6,replication,1,frozen,replication/original/10003/a3/s1/frozen/greedy/lambda0,original
edf,10003,661e7b8551d5b03fe3e084e8d6248b350819d377e95e5915cc81a3f2c3425923,live_gpu,completed,,12,3,3,60,6,6,6,6,1,0,0,6,12,,2.349707,12,12,2620,84,0,1.6700487192720175,3,0,69,12,6,replication,1,frozen,replication/original/10003/a3/s1/frozen/edf/lambda0,original
delay,10003,661e7b8551d5b03fe3e084e8d6248b350819d377e95e5915cc81a3f2c3425923,live_gpu,completed,,12,3,3,60,6,6,6,6,1,0,0,6,12,,2.367275,12,12,2620,84,0,1.6754527762532234,3,0,70,12,6,replication,1,frozen,replication/original/10003/a3/s1/frozen/delay/lambda0,original
fcfs,10003,661e7b8551d5b03fe3e084e8d6248b350819d377e95e5915cc81a3f2c3425923,live_gpu,completed,,12,11,11,60,5,6,5,5,0,0,1,5,12,,2.301445,12,12,2566,84,0,1.6605881731957197,3,0,71,12,6,replication,1,frozen,replication/original/10003/a3/s1/frozen/fcfs/lambda0,original
greedy,10003,661e7b8551d5b03fe3e084e8d6248b350819d377e95e5915cc81a3f2c3425923,live_gpu,completed,,12,11,11,60,5,6,3,3,0,0,3,6,12,,2.382154,12,12,2512,84,0,1.686565112322569,3,0,72,12,6,risk_ablation,2,analytical,risk_ablation/original/10003/a3/s2/analytical/greedy/lambda0,original
delay,10003,661e7b8551d5b03fe3e084e8d6248b350819d377e95e5915cc81a3f2c3425923,live_gpu,completed,,12,11,11,60,5,6,3,3,0,0,3,6,12,,2.316859,12,12,2512,84,0,1.668467367067933,3,0,73,12,6,risk_ablation,2,analytical,risk_ablation/original/10003/a3/s2/analytical/delay/lambda0,original
greedy,10003,661e7b8551d5b03fe3e084e8d6248b350819d377e95e5915cc81a3f2c3425923,live_gpu,completed,,12,11,11,60,5,6,3,3,0,0,3,6,12,,2.278164,12,12,2512,84,0,1.6728548761457205,3,0,74,12,6,risk_ablation,2,pooled,risk_ablation/original/10003/a3/s2/pooled/greedy/lambda0,original
delay,10003,661e7b8551d5b03fe3e084e8d6248b350819d377e95e5915cc81a3f2c3425923,live_gpu,completed,,12,11,11,60,5,6,3,3,0,0,3,6,12,,2.345621,12,12,2512,84,0,1.6799263004213572,3,0,75,12,6,risk_ablation,2,pooled,risk_ablation/original/10003/a3/s2/pooled/delay/lambda0,original
delay,10003,661e7b8551d5b03fe3e084e8d6248b350819d377e95e5915cc81a3f2c3425923,live_gpu,completed,,12,3,3,60,6,6,6,6,1,0,0,6,12,,2.297197,12,12,2620,84,0,1.6675391867756844,3,0,76,12,6,risk_ablation,1,pooled,risk_ablation/original/10003/a3/s1/pooled/delay/lambda0,original
greedy,10003,661e7b8551d5b03fe3e084e8d6248b350819d377e95e5915cc81a3f2c3425923,live_gpu,completed,,12,11,11,60,5,6,5,5,0,0,1,5,12,,2.326879,12,12,2566,84,0,1.6687576938420534,3,0,77,12,6,risk_ablation,1,pooled,risk_ablation/original/10003/a3/s1/pooled/greedy/lambda0,original
delay,10003,661e7b8551d5b03fe3e084e8d6248b350819d377e95e5915cc81a3f2c3425923,live_gpu,completed,,12,3,3,60,6,6,6,6,1,0,0,6,12,,2.386821,12,12,2620,84,0,1.6691971868276596,3,0,78,12,6,risk_ablation,1,analytical,risk_ablation/original/10003/a3/s1/analytical/delay/lambda0,original
greedy,10003,661e7b8551d5b03fe3e084e8d6248b350819d377e95e5915cc81a3f2c3425923,live_gpu,completed,,12,11,11,60,5,6,5,5,0,0,1,5,12,,2.415784,12,12,2566,84,0,1.6836232170462608,3,0,79,12,6,risk_ablation,1,analytical,risk_ablation/original/10003/a3/s1/analytical/greedy/lambda0,original
myopic,10004,338abc9561bf47206d8e41d36527e836cf7859176ae793dd76e610e525630fd3,live_gpu,completed,,12,4,4,63,6,6,6,6,2,0,0,6,12,,2.374711,12,12,2620,84,0,1.6856917813420296,3,0,80,12,6,replication,1,frozen,replication/original/10004/a3/s1/frozen/myopic/lambda0,original
greedy,10004,338abc9561bf47206d8e41d36527e836cf7859176ae793dd76e610e525630fd3,live_gpu,completed,,12,4,4,63,6,6,6,6,2,0,0,6,12,,2.414435,12,12,2620,84,0,1.6816936507821083,3,0,81,12,6,replication,1,frozen,replication/original/10004/a3/s1/frozen/greedy/lambda0,original
edf,10004,338abc9561bf47206d8e41d36527e836cf7859176ae793dd76e610e525630fd3,live_gpu,completed,,12,4,4,63,6,6,6,6,2,0,0,6,12,,2.348286,12,12,2620,84,0,1.6718001291155815,3,0,82,12,6,replication,1,frozen,replication/original/10004/a3/s1/frozen/edf/lambda0,original
delay,10004,338abc9561bf47206d8e41d36527e836cf7859176ae793dd76e610e525630fd3,live_gpu,completed,,12,4,4,63,6,6,6,6,2,0,0,6,12,,2.355511,12,12,2620,84,0,1.6743973679840565,3,0,83,12,6,replication,1,frozen,replication/original/10004/a3/s1/frozen/delay/lambda0,original
