policy,seed,scenario_hash,evidence,status,error,planned_calls,total_loss,accrued_loss,loss_upper_bound,correct_jobs,jobs_closed,reviews_started,reviews_completed,corrections,late_returns,expired_requests,review_busy_ticks,simulated_ticks_completed,incomplete_service,episode_wall_seconds,scheduled_calls,attempts,prompt_tokens,completion_tokens,unknown_token_attempts,request_wall_seconds,agents,closure_penalty,execution_index,horizon,jobs,phase,review_ticks,risk,run_id,workload
myopic,11005,ca568451682467d42f760d5a886a8fb14f8be927a4f8c9aed873e952e1617327,live_gpu,completed,,12,0,0,48,6,6,4,4,0,0,2,8,12,,2.545281,12,12,2570,84,0,1.6998946070671082,3,0,1128,12,6,replication,2,frozen,replication/competition/11005/a3/s2/frozen/myopic/lambda0,competition
greedy,11005,ca568451682467d42f760d5a886a8fb14f8be927a4f8c9aed873e952e1617327,live_gpu,completed,,12,0,0,48,6,6,4,4,0,0,2,8,12,,3.022976,12,12,2570,84,0,1.675405640155077,3,0,1129,12,6,replication,2,frozen,replication/competition/11005/a3/s2/frozen/greedy/lambda0,competition
delay,11005,ca568451682467d42f760d5a886a8fb14f8be927a4f8c9aed873e952e1617327,live_gpu,completed,,12,0,0,48,6,6,6,6,0,0,0,6,12,,2.604834,12,12,2624,84,0,1.693300075829029,3,0,1130,12,6,replication,1,frozen,replication/competition/11005/a3/s1/frozen/delay/lambda0,competition
fcfs,11005,ca568451682467d42f760d5a886a8fb14f8be927a4f8c9aed873e952e1617327,live_gpu,completed,,12,0,0,48,6,6,5,5,0,0,1,5,12,,2.44978,12,12,2624,84,0,1.6748375222086906,3,0,1131,12,6,replication,1,frozen,replication/competition/11005/a3/s1/frozen/fcfs/lambda0,competition
uncertainty,11005,ca568451682467d42f760d5a886a8fb14f8be927a4f8c9aed873e952e1617327,live_gpu,completed,,12,0,0,48,6,6,5,5,0,0,1,5,12,,3.325577,12,12,2624,84,0,1.6981839891523123,3,0,1132,12,6,replication,1,frozen,replication/competition/11005/a3/s1/frozen/uncertainty/lambda0,competition
myopic,11005,ca568451682467d42f760d5a886a8fb14f8be927a4f8c9aed873e952e1617327,live_gpu,completed,,12,0,0,48,6,6,6,6,0,0,0,6,12,,2.363211,12,12,2624,84,0,1.6824778374284506,3,0,1133,12,6,replication,1,frozen,replication/competition/11005/a3/s1/frozen/myopic/lambda0,competition
greedy,11005,ca568451682467d42f760d5a886a8fb14f8be927a4f8c9aed873e952e1617327,live_gpu,completed,,12,0,0,48,6,6,6,6,0,0,0,6,12,,2.4215,12,12,2624,84,0,1.6881349850445986,3,0,1134,12,6,replication,1,frozen,replication/competition/11005/a3/s1/frozen/greedy/lambda0,competition
edf,11005,ca568451682467d42f760d5a886a8fb14f8be927a4f8c9aed873e952e1617327,live_gpu,completed,,12,0,0,48,6,6,6,6,0,0,0,6,12,,2.382228,12,12,2624,84,0,1.6797098349779844,3,0,1135,12,6,replication,1,frozen,replication/competition/11005/a3/s1/frozen/edf/lambda0,competition
greedy,11005,ca568451682467d42f760d5a886a8fb14f8be927a4f8c9aed873e952e1617327,live_gpu,completed,,12,0,0,48,6,6,4,4,0,0,2,8,12,,2.368441,12,12,2570,84,0,1.6697667613625526,3,0,1136,12,6,risk_ablation,2,analytical,risk_ablation/competition/11005/a3/s2/analytical/greedy/lambda0,competition
delay,11005,ca568451682467d42f760d5a886a8fb14f8be927a4f8c9aed873e952e1617327,live_gpu,completed,,12,0,0,48,6,6,4,4,0,0,2,8,12,,2.364655,12,12,2570,84,0,1.6820837780833244,3,0,1137,12,6,risk_ablation,2,analytical,risk_ablation/competition/11005/a3/s2/analytical/delay/lambda0,competition
greedy,11005,ca568451682467d42f760d5a886a8fb14f8be927a4f8c9aed873e952e1617327,live_gpu,completed,,12,0,0,48,6,6,4,4,0,0,2,8,12,,2.317535,12,12,2570,84,0,1.6754052378237247,3,0,1138,12,6,risk_ablation,2,pooled,risk_ablation/competition/11005/a3/s2/pooled/greedy/lambda0,competition
delay,11005,ca568451682467d42f760d5a886a8fb14f8be927a4f8c9aed873e952e1617327,live_gpu,completed,,12,0,0,48,6,6,4,4,0,0,2,8,12,,2.380041,12,12,2570,84,0,1.675408985465765,3,0,1139,12,6,risk_ablation,2,pooled,risk_ablation/competition/11005/a3/s2/pooled/delay/lambda0,competition
delay,11005,ca568451682467d42f760d5a886a8fb14f8be927a4f8c9aed873e952e1617327,live_gpu,completed,,12,0,0,48,6,6,6,6,0,0,0,6,12,,2.379396,12,12,2624,84,0,1.677178967744112,3,0,1140,12,6,risk_ablation,1,pooled,risk_ablation/competition/11005/a3/s1/pooled/delay/lambda0,competition
greedy,11005,ca568451682467d42f760d5a886a8fb14f8be927a4f8c9aed873e952e1617327,live_gpu,completed,,12,0,0,48,6,6,6,6,0,0,0,6,12,,2.414405,12,12,2624,84,0,1.6962295584380627,3,0,1141,12,6,risk_ablation,1,pooled,risk_ablation/competition/11005/a3/s1/pooled/greedy/lambda0,competition
delay,11005,ca568451682467d42f760d5a886a8fb14f8be927a4f8c9aed873e952e1617327,live_gpu,completed,,12,0,0,48,6,6,6,6,0,0,0,6,12,,2.384706,12,12,2624,84,0,1.6909042708575726,3,0,1142,12,6,risk_ablation,1,analytical,risk_ablation/competition/11005/a3/s1/analytical/delay/lambda0,competition
greedy,11005,ca568451682467d42f760d5a886a8fb14f8be927a4f8c9aed873e952e1617327,live_gpu,completed,,12,0,0,48,6,6,6,6,0,0,0,6,12,,2.399519,12,12,2624,84,0,1.6819478943943977,3,0,1143,12,6,risk_ablation,1,analytical,risk_ablation/competition/11005/a3/s1/analytical/greedy/lambda0,competition
fcfs,11006,4720eda0f99f400ae386a7f9b7c2dd34dca8e93fdf81cb4d9ff3d7566635fe7b,live_gpu,completed,,12,0,0,48,6,6,6,6,2,0,0,6,12,,2.388936,12,12,2624,84,0,1.6893104277551174,3,0,1144,12,6,replication,1,frozen,replication/competition/11006/a3/s1/frozen/fcfs/lambda0,competition
uncertainty,11006,4720eda0f99f400ae386a7f9b7c2dd34dca8e93fdf81cb4d9ff3d7566635fe7b,live_gpu,completed,,12,0,0,48,6,6,6,6,2,0,0,6,12,,2.341748,12,12,2624,84,0,1.682367417961359,3,0,1145,12,6,replication,1,frozen,replication/competition/11006/a3/s1/frozen/uncertainty/lambda0,competition
myopic,11006,4720eda0f99f400ae386a7f9b7c2dd34dca8e93fdf81cb4d9ff3d7566635fe7b,live_gpu,completed,,12,0,0,48,6,6,4,4,2,0,2,4,12,,2.36744,12,12,2570,84,0,1.6851527895778418,3,0,1146,12,6,replication,1,frozen,replication/competition/11006/a3/s1/frozen/myopic/lambda0,competition
greedy,11006,4720eda0f99f400ae386a7f9b7c2dd34dca8e93fdf81cb4d9ff3d7566635fe7b,live_gpu,completed,,12,0,0,48,6,6,4,4,2,0,2,4,12,,2.36162,12,12,2570,84,0,1.681838495656848,3,0,1147,12,6,replication,1,frozen,replication/competition/11006/a3/s1/frozen/greedy/lambda0,competition
edf,11006,4720eda0f99f400ae386a7f9b7c2dd34dca8e93fdf81cb4d9ff3d7566635fe7b,live_gpu,completed,,12,0,0,48,6,6,6,6,2,0,0,6,12,,2.465859,12,12,2624,84,0,1.688402546569705,3,0,1148,12,6,replication,1,frozen,replication/competition/11006/a3/s1/frozen/edf/lambda0,competition
delay,11006,4720eda0f99f400ae386a7f9b7c2dd34dca8e93fdf81cb4d9ff3d7566635fe7b,live_gpu,completed,,12,0,0,48,6,6,6,6,2,0,0,6,12,,2.390637,12,12,2624,84,0,1.684408787637949,3,0,1149,12,6,replication,1,frozen,replication/competition/11006/a3/s1/frozen/delay/lambda0,competition
uncertainty,11006,4720eda0f99f400ae386a7f9b7c2dd34dca8e93fdf81cb4d9ff3d7566635fe7b,live_gpu,completed,,12,0,0,48,6,6,4,4,2,0,2,8,12,,2.359164,12,12,2570,84,0,1.684760058298707,3,0,1150,12,6,replication,2,frozen,replication/competition/11006/a3/s2/frozen/uncertainty/lambda0,competition
myopic,11006,4720eda0f99f400ae386a7f9b7c2dd34dca8e93fdf81cb4d9ff3d7566635fe7b,live_gpu,completed,,12,0,0,48,6,6,4,4,2,0,2,8,12,,2.320724,12,12,2570,84,0,1.672920111566782,3,0,1151,12,6,replication,2,frozen,replication/competition/11006/a3/s2/frozen/myopic/lambda0,competition
greedy,11006,4720eda0f99f400ae386a7f9b7c2dd34dca8e93fdf81cb4d9ff3d7566635fe7b,live_gpu,completed,,12,0,0,48,6,6,4,4,2,0,2,8,12,,2.325593,12,12,2570,84,0,1.6749322079122066,3,0,1152,12,6,replication,2,frozen,replication/competition/11006/a3/s2/frozen/greedy/lambda0,competition
edf,11006,4720eda0f99f400ae386a7f9b7c2dd34dca8e93fdf81cb4d9ff3d7566635fe7b,live_gpu,completed,,12,0,0,48,6,6,4,4,2,0,2,8,12,,2.312587,12,12,2570,84,0,1.674044007435441,3,0,1153,12,6,replication,2,frozen,replication/competition/11006/a3/s2/frozen/edf/lambda0,competition
delay,11006,4720eda0f99f400ae386a7f9b7c2dd34dca8e93fdf81cb4d9ff3d7566635fe7b,live_gpu,completed,,12,0,0,48,6,6,4,4,2,0,2,8,12,,2.352973,12,12,2570,84,0,1.6764275841414928,3,0,1154,12,6,replication,2,frozen,replication/competition/11006/a3/s2/frozen/delay/lambda0,competition
fcfs,11006,4720eda0f99f400ae386a7f9b7c2dd34dca8e93fdf81cb4d9ff3d7566635fe7b,live_gpu,completed,,12,8,8,48,5,6,4,4,1,0,2,8,12,,2.36197,12,12,2570,84,0,1.6750859133899212,3,0,1155,12,6,replication,2,frozen,replication/competition/11006/a3/s2/frozen/fcfs/lambda0,competition
greedy,11006,4720eda0f99f400ae386a7f9b7c2dd34dca8e93fdf81cb4d9ff3d7566635fe7b,live_gpu,completed,,12,0,0,48,6,6,4,4,2,0,2,4,12,,2.32221,12,12,2570,84,0,1.6688326820731163,3,0,1156,12,6,risk_ablation,1,pooled,risk_ablation/competition/11006/a3/s1/pooled/greedy/lambda0,competition
delay,11006,4720eda0f99f400ae386a7f9b7c2dd34dca8e93fdf81cb4d9ff3d7566635fe7b,live_gpu,completed,,12,0,0,48,6,6,6,6,2,0,0,6,12,,2.357146,12,12,2624,84,0,1.679534513503313,3,0,1157,12,6,risk_ablation,1,pooled,risk_ablation/competition/11006/a3/s1/pooled/delay/lambda0,competition
greedy,11006,4720eda0f99f400ae386a7f9b7c2dd34dca8e93fdf81cb4d9ff3d7566635fe7b,live_gpu,completed,,12,0,0,48,6,6,4,4,2,0,2,4,12,,2.371681,12,12,2570,84,0,1.6755577232688665,3,0,1158,12,6,risk_ablation,1,analytical,risk_ablation/competition/11006/a3/s1/analytical/greedy/lambda0,competition
delay,11006,4720eda0f99f400ae386a7f9b7c2dd34dca8e93fdf81cb4d9ff3d7566635fe7b,live_gpu,completed,,12,0,0,48,6,6,6,6,2,0,0,6,12,,2.489428,12,12,2624,84,0,1.6723347529768944,3,0,1159,12,6,risk_ablation,1,analytical,risk_ablation/competition/11006/a3/s1/analytical/delay/lambda0,competition
delay,11006,4720eda0f99f400ae386a7f9b7c2dd34dca8e93fdf81cb4d9ff3d7566635fe7b,live_gpu,completed,,12,0,0,48,6,6,4,4,2,0,2,8,12,,2.397656,12,12,2570,84,0,1.671037431806326,3,0,1160,12,6,risk_ablation,2,analytical,risk_ablation/competition/11006/a3/s2/analytical/delay/lambda0,competition
greedy,11006,4720eda0f99f400ae386a7f9b7c2dd34dca8e93fdf81cb4d9ff3d7566635fe7b,live_gpu,completed,,12,0,0,48,6,6,4,4,2,0,2,8,12,,2.317286,12,12,2570,84,0,1.6830460969358683,3,0,1161,12,6,risk_ablation,2,analytical,risk_ablation/competition/11006/a3/s2/analytical/greedy/lambda0,competition
delay,11006,4720eda0f99f400ae386a7f9b7c2dd34dca8e93fdf81cb4d9ff3d7566635fe7b,live_gpu,completed,,12,0,0,48,6,6,4,4,2,0,2,8,12,,2.330649,12,12,2570,84,0,1.6848605088889599,3,0,1162,12,6,risk_ablation,2,pooled,risk_ablation/competition/11006/a3/s2/pooled/delay/lambda0,competition
greedy,11006,4720eda0f99f400ae386a7f9b7c2dd34dca8e93fdf81cb4d9ff3d7566635fe7b,live_gpu,completed,,12,0,0,48,6,6,4,4,2,0,2,8,12,,2.440184,12,12,2570,84,0,1.6841165777295828,3,0,1163,12,6,risk_ablation,2,pooled,risk_ablation/competition/11006/a3/s2/pooled/greedy/lambda0,competition
myopic,11007,8100c564513a54edd44eab1267d07ec3d46a4c1511e949c67a15ad1bd7bba304,live_gpu,completed,,12,12,12,48,4,6,4,4,1,0,2,8,12,,2.329238,12,12,2570,84,0,1.69066296890378,3,0,1164,12,6,replication,2,frozen,replication/competition/11007/a3/s2/frozen/myopic/lambda0,competition
greedy,11007,8100c564513a54edd44eab1267d07ec3d46a4c1511e949c67a15ad1bd7bba304,live_gpu,completed,,12,12,12,48,4,6,4,4,1,0,2,8,12,,2.361552,12,12,2570,84,0,1.6917853206396103,3,0,1165,12,6,replication,2,frozen,replication/competition/11007/a3/s2/frozen/greedy/lambda0,competition
edf,11007,8100c564513a54edd44eab1267d07ec3d46a4c1511e949c67a15ad1bd7bba304,live_gpu,completed,,12,12,12,48,5,6,4,4,2,0,2,8,12,,2.538076,12,12,2570,84,0,1.6783267725259066,3,0,1166,12,6,replication,2,frozen,replication/competition/11007/a3/s2/frozen/edf/lambda0,competition
delay,11007,8100c564513a54edd44eab1267d07ec3d46a4c1511e949c67a15ad1bd7bba304,live_gpu,completed,,12,4,4,48,5,6,4,4,2,0,2,8,12,,2.794348,12,12,2570,84,0,1.6770740952342749,3,0,1167,12,6,replication,2,frozen,replication/competition/11007/a3/s2/frozen/delay/lambda0,competition
fcfs,11007,8100c564513a54edd44eab1267d07ec3d46a4c1511e949c67a15ad1bd7bba304,live_gpu,completed,,12,8,8,48,5,6,4,4,2,0,2,8,12,,2.34235,12,12,2570,84,0,1.688899977132678,3,0,1168,12,6,replication,2,frozen,replication/competition/11007/a3/s2/frozen/fcfs/lambda0,competition
uncertainty,11007,8100c564513a54edd44eab1267d07ec3d46a4c1511e949c67a15ad1bd7bba304,live_gpu,completed,,12,8,8,48,5,6,4,4,2,0,2,8,12,,2.32289,12,12,2570,84,0,1.6798479855060577,3,0,1169,12,6,replication,2,frozen,replication/competition/11007/a3/s2/frozen/uncertainty/lambda0,competition
greedy,11007,8100c564513a54edd44eab1267d07ec3d46a4c1511e949c67a15ad1bd7bba304,live_gpu,completed,,12,4,4,48,5,6,5,5,2,0,1,5,12,,3.498631,12,12,2624,84,0,1.6753688752651215,3,0,1170,12,6,replication,1,frozen,replication/competition/11007/a3/s1/frozen/greedy/lambda0,competition
edf,11007,8100c564513a54edd44eab1267d07ec3d46a4c1511e949c67a15ad1bd7bba304,live_gpu,completed,,12,0,0,48,6,6,6,6,3,0,0,6,12,,2.386273,12,12,2624,84,0,1.6818125080317259,3,0,1171,12,6,replication,1,frozen,replication/competition/11007/a3/s1/frozen/edf/lambda0,competition
delay,11007,8100c564513a54edd44eab1267d07ec3d46a4c1511e949c67a15ad1bd7bba304,live_gpu,completed,,12,0,0,48,6,6,6,6,3,0,0,6,12,,2.350862,12,12,2624,84,0,1.6662820633500814,3,0,1172,12,6,replication,1,frozen,replication/competition/11007/a3/s1/frozen/delay/lambda0,competition
fcfs,11007,8100c564513a54edd44eab1267d07ec3d46a4c1511e949c67a15ad1bd7bba304,live_gpu,completed,,12,0,0,48,6,6,6,6,3,0,0,6,12,,2.43917,12,12,2624,84,0,1.682404238730669,3,0,1173,12,6,replication,1,frozen,replication/competition/11007/a3/s1/frozen/fcfs/lambda0,competition
uncertainty,11007,8100c564513a54edd44eab1267d07ec3d46a4c1511e949c67a15ad1bd7bba304,live_gpu,completed,,12,0,0,48,6,6,6,6,3,0,0,6,12,,2.368984,12,12,2624,84,0,1.6722687259316444,3,0,1174,12,6,replication,1,frozen,replication/competition/11007/a3/s1/frozen/uncertainty/lambda0,competition
myopic,11007,8100c564513a54edd44eab1267d07ec3d46a4c1511e949c67a15ad1bd7bba304,live_gpu,completed,,12,4,4,48,5,6,5,5,2,0,1,5,12,,2.385189,12,12,2624,84,0,1.6664779968559742,3,0,1175,12,6,replication,1,frozen,replication/competition/11007/a3/s1/frozen/myopic/lambda0,competition
greedy,11007,8100c564513a54edd44eab1267d07ec3d46a4c1511e949c67a15ad1bd7bba304,live_gpu,completed,,12,12,12,48,4,6,4,4,1,0,2,8,12,,2.832642,12,12,2570,84,0,1.6912555694580078,3,0,1176,12,6,risk_ablation,2,analytical,risk_ablation/competition/11007/a3/s2/analytical/greedy/lambda0,competition
delay,11007,8100c564513a54edd44eab1267d07ec3d46a4c1511e949c67a15ad1bd7bba304,live_gpu,completed,,12,4,4,48,5,6,4,4,2,0,2,8,12,,2.354039,12,12,2570,84,0,1.6898672096431255,3,0,1177,12,6,risk_ablation,2,analytical,risk_ablation/competition/11007/a3/s2/analytical/delay/lambda0,competition
greedy,11007,8100c564513a54edd44eab1267d07ec3d46a4c1511e949c67a15ad1bd7bba304,live_gpu,completed,,12,12,12,48,4,6,4,4,1,0,2,8,12,,2.33646,12,12,2570,84,0,1.6914696991443634,3,0,1178,12,6,risk_ablation,2,pooled,risk_ablation/competition/11007/a3/s2/pooled/greedy/lambda0,competition
delay,11007,8100c564513a54edd44eab1267d07ec3d46a4c1511e949c67a15ad1bd7bba304,live_gpu,completed,,12,4,4,48,5,6,4,4,2,0,2,8,12,,2.39207,12,12,2570,84,0,1.687002396211028,3,0,1179,12,6,risk_ablation,2,pooled,risk_ablation/competition/11007/a3/s2/pooled/delay/lambda0,competition
delay,11007,8100c564513a54edd44eab1267d07ec3d46a4c1511e949c67a15ad1bd7bba304,live_gpu,completed,,12,0,0,48,6,6,6,6,3,0,0,6,12,,2.448925,12,12,2624,84,0,1.6803828589618206,3,0,1180,12,6,risk_ablation,1,pooled,risk_ablation/competition/11007/a3/s1/pooled/delay/lambda0,competition
greedy,11007,8100c564513a54edd44eab1267d07ec3d46a4c1511e949c67a15ad1bd7bba304,live_gpu,completed,,12,4,4,48,5,6,5,5,2,0,1,5,12,,2.391491,12,12,2624,84,0,1.680219730362296,3,0,1181,12,6,risk_ablation,1,pooled,risk_ablation/competition/11007/a3/s1/pooled/greedy/lambda0,competition
delay,11007,8100c564513a54edd44eab1267d07ec3d46a4c1511e949c67a15ad1bd7bba304,live_gpu,completed,,12,0,0,48,6,6,6,6,3,0,0,6,12,,2.427421,12,12,2624,84,0,1.6779990177601576,3,0,1182,12,6,risk_ablation,1,analytical,risk_ablation/competition/11007/a3/s1/analytical/delay/lambda0,competition
greedy,11007,8100c564513a54edd44eab1267d07ec3d46a4c1511e949c67a15ad1bd7bba304,live_gpu,completed,,12,4,4,48,5,6,5,5,2,0,1,5,12,,2.471335,12,12,2624,84,0,1.6796640250831842,3,0,1183,12,6,risk_ablation,1,analytical,risk_ablation/competition/11007/a3/s1/analytical/greedy/lambda0,competition
edf,11008,33d0a175068512276113e5279324eea93d0a43ec219d4741100454416d5bb564,live_gpu,completed,,12,0,0,48,6,6,6,6,2,0,0,6,12,,2.463117,12,12,2624,84,0,1.6855210699141026,3,0,1184,12,6,replication,1,frozen,replication/competition/11008/a3/s1/frozen/edf/lambda0,competition
delay,11008,33d0a175068512276113e5279324eea93d0a43ec219d4741100454416d5bb564,live_gpu,completed,,12,0,0,48,6,6,6,6,2,0,0,6,12,,2.47397,12,12,2624,84,0,1.677275212481618,3,0,1185,12,6,replication,1,frozen,replication/competition/11008/a3/s1/frozen/delay/lambda0,competition
fcfs,11008,33d0a175068512276113e5279324eea93d0a43ec219d4741100454416d5bb564,live_gpu,completed,,12,0,0,48,6,6,6,6,2,0,0,6,12,,2.406529,12,12,2624,84,0,1.6712112911045551,3,0,1186,12,6,replication,1,frozen,replication/competition/11008/a3/s1/frozen/fcfs/lambda0,competition
uncertainty,11008,33d0a175068512276113e5279324eea93d0a43ec219d4741100454416d5bb564,live_gpu,completed,,12,0,0,48,6,6,6,6,2,0,0,6,12,,2.412737,12,12,2624,84,0,1.6789485737681389,3,0,1187,12,6,replication,1,frozen,replication/competition/11008/a3/s1/frozen/uncertainty/lambda0,competition
myopic,11008,33d0a175068512276113e5279324eea93d0a43ec219d4741100454416d5bb564,live_gpu,completed,,12,0,0,48,6,6,5,5,2,0,1,5,12,,2.358834,12,12,2624,84,0,1.669259337708354,3,0,1188,12,6,replication,1,frozen,replication/competition/11008/a3/s1/frozen/myopic/lambda0,competition
greedy,11008,33d0a175068512276113e5279324eea93d0a43ec219d4741100454416d5bb564,live_gpu,completed,,12,0,0,48,6,6,5,5,2,0,1,5,12,,2.350072,12,12,2624,84,0,1.6792762130498886,3,0,1189,12,6,replication,1,frozen,replication/competition/11008/a3/s1/frozen/greedy/lambda0,competition
delay,11008,33d0a175068512276113e5279324eea93d0a43ec219d4741100454416d5bb564,live_gpu,completed,,12,4,4,48,5,6,4,4,1,0,2,8,12,,2.325562,12,12,2570,84,0,1.6715474054217339,3,0,1190,12,6,replication,2,frozen,replication/competition/11008/a3/s2/frozen/delay/lambda0,competition
fcfs,11008,33d0a175068512276113e5279324eea93d0a43ec219d4741100454416d5bb564,live_gpu,completed,,12,0,0,48,6,6,4,4,2,0,2,8,12,,3.432167,12,12,2570,84,0,1.676077462732792,3,0,1191,12,6,replication,2,frozen,replication/competition/11008/a3/s2/frozen/fcfs/lambda0,competition
uncertainty,11008,33d0a175068512276113e5279324eea93d0a43ec219d4741100454416d5bb564,live_gpu,completed,,12,0,0,48,6,6,4,4,2,0,2,8,12,,2.408327,12,12,2570,84,0,1.693013023585081,3,0,1192,12,6,replication,2,frozen,replication/competition/11008/a3/s2/frozen/uncertainty/lambda0,competition
myopic,11008,33d0a175068512276113e5279324eea93d0a43ec219d4741100454416d5bb564,live_gpu,completed,,12,4,4,48,5,6,4,4,1,0,2,8,12,,2.322612,12,12,2570,84,0,1.671218691393733,3,0,1193,12,6,replication,2,frozen,replication/competition/11008/a3/s2/frozen/myopic/lambda0,competition
greedy,11008,33d0a175068512276113e5279324eea93d0a43ec219d4741100454416d5bb564,live_gpu,completed,,12,4,4,48,5,6,4,4,1,0,2,8,12,,3.477113,12,12,2570,84,0,1.6916559729725122,3,0,1194,12,6,replication,2,frozen,replication/competition/11008/a3/s2/frozen/greedy/lambda0,competition
edf,11008,33d0a175068512276113e5279324eea93d0a43ec219d4741100454416d5bb564,live_gpu,completed,,12,4,4,48,5,6,4,4,1,0,2,8,12,,2.297499,12,12,2570,84,0,1.6666477210819721,3,0,1195,12,6,replication,2,frozen,replication/competition/11008/a3/s2/frozen/edf/lambda0,competition
greedy,11008,33d0a175068512276113e5279324eea93d0a43ec219d4741100454416d5bb564,live_gpu,completed,,12,0,0,48,6,6,5,5,2,0,1,5,12,,3.327996,12,12,2624,84,0,1.6826860029250383,3,0,1196,12,6,risk_ablation,1,pooled,risk_ablation/competition/11008/a3/s1/pooled/greedy/lambda0,competition
delay,11008,33d0a175068512276113e5279324eea93d0a43ec219d4741100454416d5bb564,live_gpu,completed,,12,0,0,48,6,6,6,6,2,0,0,6,12,,3.407276,12,12,2624,84,0,1.6681366618722677,3,0,1197,12,6,risk_ablation,1,pooled,risk_ablation/competition/11008/a3/s1/pooled/delay/lambda0,competition
greedy,11008,33d0a175068512276113e5279324eea93d0a43ec219d4741100454416d5bb564,live_gpu,completed,,12,0,0,48,6,6,4,4,2,0,2,4,12,,2.37556,12,12,2570,84,0,1.6759075783193111,3,0,1198,12,6,risk_ablation,1,analytical,risk_ablation/competition/11008/a3/s1/analytical/greedy/lambda0,competition
delay,11008,33d0a175068512276113e5279324eea93d0a43ec219d4741100454416d5bb564,live_gpu,completed,,12,0,0,48,6,6,6,6,2,0,0,6,12,,2.33417,12,12,2624,84,0,1.6716855354607105,3,0,1199,12,6,risk_ablation,1,analytical,risk_ablation/competition/11008/a3/s1/analytical/delay/lambda0,competition
delay,11008,33d0a175068512276113e5279324eea93d0a43ec219d4741100454416d5bb564,live_gpu,completed,,12,0,0,48,6,6,4,4,2,0,2,8,12,,2.308336,12,12,2570,84,0,1.6797362584620714,3,0,1200,12,6,risk_ablation,2,analytical,risk_ablation/competition/11008/a3/s2/analytical/delay/lambda0,competition
greedy,11008,33d0a175068512276113e5279324eea93d0a43ec219d4741100454416d5bb564,live_gpu,completed,,12,0,0,48,6,6,4,4,2,0,2,8,12,,2.308103,12,12,2570,84,0,1.6727687511593103,3,0,1201,12,6,risk_ablation,2,analytical,risk_ablation/competition/11008/a3/s2/analytical/greedy/lambda0,competition
delay,11008,33d0a175068512276113e5279324eea93d0a43ec219d4741100454416d5bb564,live_gpu,completed,,12,4,4,48,5,6,4,4,1,0,2,8,12,,2.304796,12,12,2570,84,0,1.677376164123416,3,0,1202,12,6,risk_ablation,2,pooled,risk_ablation/competition/11008/a3/s2/pooled/delay/lambda0,competition
greedy,11008,33d0a175068512276113e5279324eea93d0a43ec219d4741100454416d5bb564,live_gpu,completed,,12,4,4,48,5,6,4,4,1,0,2,8,12,,2.355385,12,12,2570,84,0,1.68639562651515,3,0,1203,12,6,risk_ablation,2,pooled,risk_ablation/competition/11008/a3/s2/pooled/greedy/lambda0,competition
fcfs,11009,bff23955a5bd4b97932f47bb3393d4002c2eededfcd9baf66b75e3b47e7c9533,live_gpu,completed,,12,12,12,48,5,6,4,4,0,0,2,8,12,,2.368606,12,12,2570,84,0,1.6792581994086504,3,0,1204,12,6,replication,2,frozen,replication/competition/11009/a3/s2/frozen/fcfs/lambda0,competition
uncertainty,11009,bff23955a5bd4b97932f47bb3393d4002c2eededfcd9baf66b75e3b47e7c9533,live_gpu,completed,,12,12,12,48,5,6,4,4,0,0,2,8,12,,2.337257,12,12,2570,84,0,1.6735808085650206,3,0,1205,12,6,replication,2,frozen,replication/competition/11009/a3/s2/frozen/uncertainty/lambda0,competition
myopic,11009,bff23955a5bd4b97932f47bb3393d4002c2eededfcd9baf66b75e3b47e7c9533,live_gpu,completed,,12,0,0,48,6,6,4,4,1,0,2,8,12,,2.33074,12,12,2570,84,0,1.6770041845738888,3,0,1206,12,6,replication,2,frozen,replication/competition/11009/a3/s2/frozen/myopic/lambda0,competition
greedy,11009,bff23955a5bd4b97932f47bb3393d4002c2eededfcd9baf66b75e3b47e7c9533,live_gpu,completed,,12,0,0,48,6,6,4,4,1,0,2,8,12,,2.387525,12,12,2570,84,0,1.6800912842154503,3,0,1207,12,6,replication,2,frozen,replication/competition/11009/a3/s2/frozen/greedy/lambda0,competition
edf,11009,bff23955a5bd4b97932f47bb3393d4002c2eededfcd9baf66b75e3b47e7c9533,live_gpu,completed,,12,0,0,48,6,6,4,4,1,0,2,8,12,,2.336146,12,12,2570,84,0,1.6759325321763754,3,0,1208,12,6,replication,2,frozen,replication/competition/11009/a3/s2/frozen/edf/lambda0,competition
delay,11009,bff23955a5bd4b97932f47bb3393d4002c2eededfcd9baf66b75e3b47e7c9533,live_gpu,completed,,12,0,0,48,6,6,4,4,1,0,2,8,12,,2.367748,12,12,2570,84,0,1.6904814634472132,3,0,1209,12,6,replication,2,frozen,replication/competition/11009/a3/s2/frozen/delay/lambda0,competition
uncertainty,11009,bff23955a5bd4b97932f47bb3393d4002c2eededfcd9baf66b75e3b47e7c9533,live_gpu,completed,,12,12,12,48,5,6,5,5,0,0,1,5,12,,2.423732,12,12,2570,84,0,1.6827153544873,3,0,1210,12,6,replication,1,frozen,replication/competition/11009/a3/s1/frozen/uncertainty/lambda0,competition
