agents,closure_penalty,execution_index,horizon,jobs,loss_upper_bound,phase,planned_calls,policy,review_ticks,risk,run_id,scenario_hash,seed,workload,status,review_order,timed_order
3,0,17,12,6,75,risk_ablation,12,greedy,2,analytical,risk_ablation/original/10000/a3/s2/analytical/greedy/lambda0,72d912f261b072cacfb2d06c4e1c50d5876dc5315e4362da8fc5f552a6ea2611,10000,original,completed,"['a2j0', 'a0j0', 'a2j1']","[(0, 'a2j0'), (2, 'a0j0'), (7, 'a2j1')]"
3,0,18,12,6,75,risk_ablation,12,delay,2,pooled,risk_ablation/original/10000/a3/s2/pooled/delay/lambda0,72d912f261b072cacfb2d06c4e1c50d5876dc5315e4362da8fc5f552a6ea2611,10000,original,completed,"['a2j0', 'a0j0', 'a1j1', 'a2j1']","[(0, 'a2j0'), (2, 'a0j0'), (7, 'a1j1'), (9, 'a2j1')]"
3,0,19,12,6,75,risk_ablation,12,greedy,2,pooled,risk_ablation/original/10000/a3/s2/pooled/greedy/lambda0,72d912f261b072cacfb2d06c4e1c50d5876dc5315e4362da8fc5f552a6ea2611,10000,original,completed,"['a2j0', 'a0j0', 'a2j1']","[(0, 'a2j0'), (2, 'a0j0'), (7, 'a2j1')]"
3,0,20,12,6,38,replication,12,myopic,2,frozen,replication/original/10001/a3/s2/frozen/myopic/lambda0,4ea2ebf339b7686d9ae0616428c9e31a2d0aae421701d30e963935060aa08a64,10001,original,completed,"['a1j0', 'a0j0', 'a2j1']","[(0, 'a1j0'), (2, 'a0j0'), (6, 'a2j1')]"
3,0,21,12,6,38,replication,12,greedy,2,frozen,replication/original/10001/a3/s2/frozen/greedy/lambda0,4ea2ebf339b7686d9ae0616428c9e31a2d0aae421701d30e963935060aa08a64,10001,original,completed,"['a1j0', 'a0j0', 'a2j1']","[(0, 'a1j0'), (2, 'a0j0'), (6, 'a2j1')]"
3,0,22,12,6,38,replication,12,edf,2,frozen,replication/original/10001/a3/s2/frozen/edf/lambda0,4ea2ebf339b7686d9ae0616428c9e31a2d0aae421701d30e963935060aa08a64,10001,original,completed,"['a1j0', 'a0j0', 'a2j1']","[(0, 'a1j0'), (2, 'a0j0'), (6, 'a2j1')]"
3,0,23,12,6,38,replication,12,delay,2,frozen,replication/original/10001/a3/s2/frozen/delay/lambda0,4ea2ebf339b7686d9ae0616428c9e31a2d0aae421701d30e963935060aa08a64,10001,original,completed,"['a1j0', 'a0j0', 'a2j1']","[(0, 'a1j0'), (2, 'a0j0'), (6, 'a2j1')]"
3,0,24,12,6,38,replication,12,fcfs,2,frozen,replication/original/10001/a3/s2/frozen/fcfs/lambda0,4ea2ebf339b7686d9ae0616428c9e31a2d0aae421701d30e963935060aa08a64,10001,original,completed,"['a1j0', 'a0j0', 'a2j1']","[(0, 'a1j0'), (2, 'a0j0'), (6, 'a2j1')]"
3,0,25,12,6,38,replication,12,uncertainty,2,frozen,replication/original/10001/a3/s2/frozen/uncertainty/lambda0,4ea2ebf339b7686d9ae0616428c9e31a2d0aae421701d30e963935060aa08a64,10001,original,completed,"['a1j0', 'a0j0', 'a2j1']","[(0, 'a1j0'), (2, 'a0j0'), (6, 'a2j1')]"
3,0,26,12,6,38,replication,12,greedy,1,frozen,replication/original/10001/a3/s1/frozen/greedy/lambda0,4ea2ebf339b7686d9ae0616428c9e31a2d0aae421701d30e963935060aa08a64,10001,original,completed,"['a1j0', 'a0j0', 'a2j1', 'a1j1']","[(0, 'a1j0'), (1, 'a0j0'), (6, 'a2j1'), (7, 'a1j1')]"
3,0,27,12,6,38,replication,12,edf,1,frozen,replication/original/10001/a3/s1/frozen/edf/lambda0,4ea2ebf339b7686d9ae0616428c9e31a2d0aae421701d30e963935060aa08a64,10001,original,completed,"['a1j0', 'a0j0', 'a2j1', 'a1j1']","[(0, 'a1j0'), (1, 'a0j0'), (6, 'a2j1'), (7, 'a1j1')]"
3,0,28,12,6,38,replication,12,delay,1,frozen,replication/original/10001/a3/s1/frozen/delay/lambda0,4ea2ebf339b7686d9ae0616428c9e31a2d0aae421701d30e963935060aa08a64,10001,original,completed,"['a1j0', 'a0j0', 'a2j1', 'a1j1']","[(0, 'a1j0'), (1, 'a0j0'), (6, 'a2j1'), (7, 'a1j1')]"
3,0,29,12,6,38,replication,12,fcfs,1,frozen,replication/original/10001/a3/s1/frozen/fcfs/lambda0,4ea2ebf339b7686d9ae0616428c9e31a2d0aae421701d30e963935060aa08a64,10001,original,completed,"['a1j0', 'a0j0', 'a2j1', 'a0j1']","[(0, 'a1j0'), (1, 'a0j0'), (6, 'a2j1'), (7, 'a0j1')]"
3,0,30,12,6,38,replication,12,uncertainty,1,frozen,replication/original/10001/a3/s1/frozen/uncertainty/lambda0,4ea2ebf339b7686d9ae0616428c9e31a2d0aae421701d30e963935060aa08a64,10001,original,completed,"['a1j0', 'a0j0', 'a2j1', 'a0j1']","[(0, 'a1j0'), (1, 'a0j0'), (6, 'a2j1'), (7, 'a0j1')]"
3,0,31,12,6,38,replication,12,myopic,1,frozen,replication/original/10001/a3/s1/frozen/myopic/lambda0,4ea2ebf339b7686d9ae0616428c9e31a2d0aae421701d30e963935060aa08a64,10001,original,completed,"['a1j0', 'a0j0', 'a2j1', 'a1j1']","[(0, 'a1j0'), (1, 'a0j0'), (6, 'a2j1'), (7, 'a1j1')]"
3,0,32,12,6,38,risk_ablation,12,greedy,2,analytical,risk_ablation/original/10001/a3/s2/analytical/greedy/lambda0,4ea2ebf339b7686d9ae0616428c9e31a2d0aae421701d30e963935060aa08a64,10001,original,completed,"['a1j0', 'a0j0', 'a2j1']","[(0, 'a1j0'), (2, 'a0j0'), (6, 'a2j1')]"
3,0,33,12,6,38,risk_ablation,12,delay,2,analytical,risk_ablation/original/10001/a3/s2/analytical/delay/lambda0,4ea2ebf339b7686d9ae0616428c9e31a2d0aae421701d30e963935060aa08a64,10001,original,completed,"['a1j0', 'a0j0', 'a2j1']","[(0, 'a1j0'), (2, 'a0j0'), (6, 'a2j1')]"
3,0,34,12,6,38,risk_ablation,12,greedy,2,pooled,risk_ablation/original/10001/a3/s2/pooled/greedy/lambda0,4ea2ebf339b7686d9ae0616428c9e31a2d0aae421701d30e963935060aa08a64,10001,original,completed,"['a1j0', 'a0j0', 'a2j1']","[(0, 'a1j0'), (2, 'a0j0'), (6, 'a2j1')]"
3,0,35,12,6,38,risk_ablation,12,delay,2,pooled,risk_ablation/original/10001/a3/s2/pooled/delay/lambda0,4ea2ebf339b7686d9ae0616428c9e31a2d0aae421701d30e963935060aa08a64,10001,original,completed,"['a1j0', 'a0j0', 'a2j1']","[(0, 'a1j0'), (2, 'a0j0'), (6, 'a2j1')]"
3,0,36,12,6,38,risk_ablation,12,delay,1,pooled,risk_ablation/original/10001/a3/s1/pooled/delay/lambda0,4ea2ebf339b7686d9ae0616428c9e31a2d0aae421701d30e963935060aa08a64,10001,original,completed,"['a1j0', 'a0j0', 'a2j1', 'a1j1']","[(0, 'a1j0'), (1, 'a0j0'), (6, 'a2j1'), (7, 'a1j1')]"
3,0,37,12,6,38,risk_ablation,12,greedy,1,pooled,risk_ablation/original/10001/a3/s1/pooled/greedy/lambda0,4ea2ebf339b7686d9ae0616428c9e31a2d0aae421701d30e963935060aa08a64,10001,original,completed,"['a1j0', 'a0j0', 'a2j1', 'a1j1']","[(0, 'a1j0'), (1, 'a0j0'), (6, 'a2j1'), (7, 'a1j1')]"
3,0,38,12,6,38,risk_ablation,12,delay,1,analytical,risk_ablation/original/10001/a3/s1/analytical/delay/lambda0,4ea2ebf339b7686d9ae0616428c9e31a2d0aae421701d30e963935060aa08a64,10001,original,completed,"['a1j0', 'a0j0', 'a2j1', 'a1j1']","[(0, 'a1j0'), (1, 'a0j0'), (6, 'a2j1'), (7, 'a1j1')]"
3,0,39,12,6,38,risk_ablation,12,greedy,1,analytical,risk_ablation/original/10001/a3/s1/analytical/greedy/lambda0,4ea2ebf339b7686d9ae0616428c9e31a2d0aae421701d30e963935060aa08a64,10001,original,completed,"['a1j0', 'a0j0', 'a2j1', 'a1j1']","[(0, 'a1j0'), (1, 'a0j0'), (6, 'a2j1'), (7, 'a1j1')]"
3,0,40,12,6,30,replication,12,edf,1,frozen,replication/original/10002/a3/s1/frozen/edf/lambda0,08ba829403455b332109baacfc0d60c620a9f58225d07a11744f6df48a9bb775,10002,original,completed,"['a2j0', 'a0j0', 'a0j1']","[(0, 'a2j0'), (1, 'a0j0'), (6, 'a0j1')]"
3,0,41,12,6,30,replication,12,delay,1,frozen,replication/original/10002/a3/s1/frozen/delay/lambda0,08ba829403455b332109baacfc0d60c620a9f58225d07a11744f6df48a9bb775,10002,original,completed,"['a2j0', 'a0j0', 'a0j1']","[(0, 'a2j0'), (1, 'a0j0'), (6, 'a0j1')]"
3,0,42,12,6,30,replication,12,fcfs,1,frozen,replication/original/10002/a3/s1/frozen/fcfs/lambda0,08ba829403455b332109baacfc0d60c620a9f58225d07a11744f6df48a9bb775,10002,original,completed,"['a2j0', 'a0j0', 'a0j1']","[(0, 'a2j0'), (1, 'a0j0'), (6, 'a0j1')]"
3,0,43,12,6,30,replication,12,uncertainty,1,frozen,replication/original/10002/a3/s1/frozen/uncertainty/lambda0,08ba829403455b332109baacfc0d60c620a9f58225d07a11744f6df48a9bb775,10002,original,completed,"['a2j0', 'a0j0', 'a0j1']","[(0, 'a2j0'), (1, 'a0j0'), (6, 'a0j1')]"
3,0,44,12,6,30,replication,12,myopic,1,frozen,replication/original/10002/a3/s1/frozen/myopic/lambda0,08ba829403455b332109baacfc0d60c620a9f58225d07a11744f6df48a9bb775,10002,original,completed,"['a2j0', 'a0j0', 'a0j1']","[(0, 'a2j0'), (1, 'a0j0'), (6, 'a0j1')]"
3,0,45,12,6,30,replication,12,greedy,1,frozen,replication/original/10002/a3/s1/frozen/greedy/lambda0,08ba829403455b332109baacfc0d60c620a9f58225d07a11744f6df48a9bb775,10002,original,completed,"['a2j0', 'a0j0', 'a0j1']","[(0, 'a2j0'), (1, 'a0j0'), (6, 'a0j1')]"
3,0,46,12,6,30,replication,12,delay,2,frozen,replication/original/10002/a3/s2/frozen/delay/lambda0,08ba829403455b332109baacfc0d60c620a9f58225d07a11744f6df48a9bb775,10002,original,completed,"['a0j0', 'a0j1']","[(1, 'a0j0'), (6, 'a0j1')]"
3,0,47,12,6,30,replication,12,fcfs,2,frozen,replication/original/10002/a3/s2/frozen/fcfs/lambda0,08ba829403455b332109baacfc0d60c620a9f58225d07a11744f6df48a9bb775,10002,original,completed,"['a0j0', 'a0j1']","[(1, 'a0j0'), (6, 'a0j1')]"
3,0,48,12,6,30,replication,12,uncertainty,2,frozen,replication/original/10002/a3/s2/frozen/uncertainty/lambda0,08ba829403455b332109baacfc0d60c620a9f58225d07a11744f6df48a9bb775,10002,original,completed,"['a0j0', 'a0j1']","[(1, 'a0j0'), (6, 'a0j1')]"
3,0,49,12,6,30,replication,12,myopic,2,frozen,replication/original/10002/a3/s2/frozen/myopic/lambda0,08ba829403455b332109baacfc0d60c620a9f58225d07a11744f6df48a9bb775,10002,original,completed,"['a0j0', 'a0j1']","[(1, 'a0j0'), (6, 'a0j1')]"
3,0,50,12,6,30,replication,12,greedy,2,frozen,replication/original/10002/a3/s2/frozen/greedy/lambda0,08ba829403455b332109baacfc0d60c620a9f58225d07a11744f6df48a9bb775,10002,original,completed,"['a0j0', 'a0j1']","[(1, 'a0j0'), (6, 'a0j1')]"
3,0,51,12,6,30,replication,12,edf,2,frozen,replication/original/10002/a3/s2/frozen/edf/lambda0,08ba829403455b332109baacfc0d60c620a9f58225d07a11744f6df48a9bb775,10002,original,completed,"['a0j0', 'a0j1']","[(1, 'a0j0'), (6, 'a0j1')]"
3,0,52,12,6,30,risk_ablation,12,greedy,1,pooled,risk_ablation/original/10002/a3/s1/pooled/greedy/lambda0,08ba829403455b332109baacfc0d60c620a9f58225d07a11744f6df48a9bb775,10002,original,completed,"['a2j0', 'a0j0', 'a0j1']","[(0, 'a2j0'), (1, 'a0j0'), (6, 'a0j1')]"
3,0,53,12,6,30,risk_ablation,12,delay,1,pooled,risk_ablation/original/10002/a3/s1/pooled/delay/lambda0,08ba829403455b332109baacfc0d60c620a9f58225d07a11744f6df48a9bb775,10002,original,completed,"['a2j0', 'a0j0', 'a0j1']","[(0, 'a2j0'), (1, 'a0j0'), (6, 'a0j1')]"
3,0,54,12,6,30,risk_ablation,12,greedy,1,analytical,risk_ablation/original/10002/a3/s1/analytical/greedy/lambda0,08ba829403455b332109baacfc0d60c620a9f58225d07a11744f6df48a9bb775,10002,original,completed,"['a2j0', 'a0j0', 'a0j1']","[(0, 'a2j0'), (1, 'a0j0'), (6, 'a0j1')]"
3,0,55,12,6,30,risk_ablation,12,delay,1,analytical,risk_ablation/original/10002/a3/s1/analytical/delay/lambda0,08ba829403455b332109baacfc0d60c620a9f58225d07a11744f6df48a9bb775,10002,original,completed,"['a2j0', 'a0j0', 'a0j1']","[(0, 'a2j0'), (1, 'a0j0'), (6, 'a0j1')]"
3,0,56,12,6,30,risk_ablation,12,delay,2,analytical,risk_ablation/original/10002/a3/s2/analytical/delay/lambda0,08ba829403455b332109baacfc0d60c620a9f58225d07a11744f6df48a9bb775,10002,original,completed,"['a0j0', 'a0j1']","[(1, 'a0j0'), (6, 'a0j1')]"
3,0,57,12,6,30,risk_ablation,12,greedy,2,analytical,risk_ablation/original/10002/a3/s2/analytical/greedy/lambda0,08ba829403455b332109baacfc0d60c620a9f58225d07a11744f6df48a9bb775,10002,original,completed,"['a0j0', 'a0j1']","[(1, 'a0j0'), (6, 'a0j1')]"
3,0,58,12,6,30,risk_ablation,12,delay,2,pooled,risk_ablation/original/10002/a3/s2/pooled/delay/lambda0,08ba829403455b332109baacfc0d60c620a9f58225d07a11744f6df48a9bb775,10002,original,completed,"['a0j0', 'a0j1']","[(1, 'a0j0'), (6, 'a0j1')]"
3,0,59,12,6,30,risk_ablation,12,greedy,2,pooled,risk_ablation/original/10002/a3/s2/pooled/greedy/lambda0,08ba829403455b332109baacfc0d60c620a9f58225d07a11744f6df48a9bb775,10002,original,completed,"['a0j0', 'a0j1']","[(1, 'a0j0'), (6, 'a0j1')]"
3,0,60,12,6,60,replication,12,fcfs,2,frozen,replication/original/10003/a3/s2/frozen/fcfs/lambda0,661e7b8551d5b03fe3e084e8d6248b350819d377e95e5915cc81a3f2c3425923,10003,original,completed,"['a0j0', 'a0j1', 'a2j1']","[(0, 'a0j0'), (7, 'a0j1'), (9, 'a2j1')]"
3,0,61,12,6,60,replication,12,uncertainty,2,frozen,replication/original/10003/a3/s2/frozen/uncertainty/lambda0,661e7b8551d5b03fe3e084e8d6248b350819d377e95e5915cc81a3f2c3425923,10003,original,completed,"['a0j0', 'a0j1', 'a2j1']","[(0, 'a0j0'), (7, 'a0j1'), (9, 'a2j1')]"
3,0,62,12,6,60,replication,12,myopic,2,frozen,replication/original/10003/a3/s2/frozen/myopic/lambda0,661e7b8551d5b03fe3e084e8d6248b350819d377e95e5915cc81a3f2c3425923,10003,original,completed,"['a0j0', 'a2j1', 'a0j1']","[(0, 'a0j0'), (7, 'a2j1'), (9, 'a0j1')]"
3,0,63,12,6,60,replication,12,greedy,2,frozen,replication/original/10003/a3/s2/frozen/greedy/lambda0,661e7b8551d5b03fe3e084e8d6248b350819d377e95e5915cc81a3f2c3425923,10003,original,completed,"['a0j0', 'a2j1', 'a0j1']","[(0, 'a0j0'), (7, 'a2j1'), (9, 'a0j1')]"
3,0,64,12,6,60,replication,12,edf,2,frozen,replication/original/10003/a3/s2/frozen/edf/lambda0,661e7b8551d5b03fe3e084e8d6248b350819d377e95e5915cc81a3f2c3425923,10003,original,completed,"['a0j0', 'a0j1', 'a2j1']","[(0, 'a0j0'), (7, 'a0j1'), (9, 'a2j1')]"
3,0,65,12,6,60,replication,12,delay,2,frozen,replication/original/10003/a3/s2/frozen/delay/lambda0,661e7b8551d5b03fe3e084e8d6248b350819d377e95e5915cc81a3f2c3425923,10003,original,completed,"['a0j0', 'a2j1', 'a0j1']","[(0, 'a0j0'), (7, 'a2j1'), (9, 'a0j1')]"
3,0,66,12,6,60,replication,12,uncertainty,1,frozen,replication/original/10003/a3/s1/frozen/uncertainty/lambda0,661e7b8551d5b03fe3e084e8d6248b350819d377e95e5915cc81a3f2c3425923,10003,original,completed,"['a0j0', 'a1j0', 'a1j1', 'a0j1', 'a2j1']","[(0, 'a0j0'), (1, 'a1j0'), (6, 'a1j1'), (7, 'a0j1'), (8, 'a2j1')]"
3,0,67,12,6,60,replication,12,myopic,1,frozen,replication/original/10003/a3/s1/frozen/myopic/lambda0,661e7b8551d5b03fe3e084e8d6248b350819d377e95e5915cc81a3f2c3425923,10003,original,completed,"['a2j0', 'a1j0', 'a1j1', 'a2j1', 'a0j1']","[(0, 'a2j0'), (1, 'a1j0'), (6, 'a1j1'), (7, 'a2j1'), (8, 'a0j1')]"
3,0,68,12,6,60,replication,12,greedy,1,frozen,replication/original/10003/a3/s1/frozen/greedy/lambda0,661e7b8551d5b03fe3e084e8d6248b350819d377e95e5915cc81a3f2c3425923,10003,original,completed,"['a0j0', 'a1j0', 'a1j1', 'a2j1', 'a0j1']","[(0, 'a0j0'), (1, 'a1j0'), (6, 'a1j1'), (7, 'a2j1'), (8, 'a0j1')]"
3,0,69,12,6,60,replication,12,edf,1,frozen,replication/original/10003/a3/s1/frozen/edf/lambda0,661e7b8551d5b03fe3e084e8d6248b350819d377e95e5915cc81a3f2c3425923,10003,original,completed,"['a2j0', 'a0j0', 'a1j0', 'a1j1', 'a0j1', 'a2j1']","[(0, 'a2j0'), (1, 'a0j0'), (2, 'a1j0'), (6, 'a1j1'), (7, 'a0j1'), (8, 'a2j1')]"
3,0,70,12,6,60,replication,12,delay,1,frozen,replication/original/10003/a3/s1/frozen/delay/lambda0,661e7b8551d5b03fe3e084e8d6248b350819d377e95e5915cc81a3f2c3425923,10003,original,completed,"['a2j0', 'a0j0', 'a1j0', 'a1j1', 'a2j1', 'a0j1']","[(0, 'a2j0'), (1, 'a0j0'), (2, 'a1j0'), (6, 'a1j1'), (7, 'a2j1'), (8, 'a0j1')]"
3,0,71,12,6,60,replication,12,fcfs,1,frozen,replication/original/10003/a3/s1/frozen/fcfs/lambda0,661e7b8551d5b03fe3e084e8d6248b350819d377e95e5915cc81a3f2c3425923,10003,original,completed,"['a0j0', 'a1j0', 'a1j1', 'a0j1', 'a2j1']","[(0, 'a0j0'), (1, 'a1j0'), (6, 'a1j1'), (7, 'a0j1'), (8, 'a2j1')]"
3,0,72,12,6,60,risk_ablation,12,greedy,2,analytical,risk_ablation/original/10003/a3/s2/analytical/greedy/lambda0,661e7b8551d5b03fe3e084e8d6248b350819d377e95e5915cc81a3f2c3425923,10003,original,completed,"['a0j0', 'a2j1', 'a0j1']","[(0, 'a0j0'), (7, 'a2j1'), (9, 'a0j1')]"
3,0,73,12,6,60,risk_ablation,12,delay,2,analytical,risk_ablation/original/10003/a3/s2/analytical/delay/lambda0,661e7b8551d5b03fe3e084e8d6248b350819d377e95e5915cc81a3f2c3425923,10003,original,completed,"['a0j0', 'a2j1', 'a0j1']","[(0, 'a0j0'), (7, 'a2j1'), (9, 'a0j1')]"
3,0,74,12,6,60,risk_ablation,12,greedy,2,pooled,risk_ablation/original/10003/a3/s2/pooled/greedy/lambda0,661e7b8551d5b03fe3e084e8d6248b350819d377e95e5915cc81a3f2c3425923,10003,original,completed,"['a0j0', 'a2j1', 'a0j1']","[(0, 'a0j0'), (7, 'a2j1'), (9, 'a0j1')]"
3,0,75,12,6,60,risk_ablation,12,delay,2,pooled,risk_ablation/original/10003/a3/s2/pooled/delay/lambda0,661e7b8551d5b03fe3e084e8d6248b350819d377e95e5915cc81a3f2c3425923,10003,original,completed,"['a0j0', 'a2j1', 'a0j1']","[(0, 'a0j0'), (7, 'a2j1'), (9, 'a0j1')]"
3,0,76,12,6,60,risk_ablation,12,delay,1,pooled,risk_ablation/original/10003/a3/s1/pooled/delay/lambda0,661e7b8551d5b03fe3e084e8d6248b350819d377e95e5915cc81a3f2c3425923,10003,original,completed,"['a2j0', 'a0j0', 'a1j0', 'a1j1', 'a2j1', 'a0j1']","[(0, 'a2j0'), (1, 'a0j0'), (2, 'a1j0'), (6, 'a1j1'), (7, 'a2j1'), (8, 'a0j1')]"
3,0,77,12,6,60,risk_ablation,12,greedy,1,pooled,risk_ablation/original/10003/a3/s1/pooled/greedy/lambda0,661e7b8551d5b03fe3e084e8d6248b350819d377e95e5915cc81a3f2c3425923,10003,original,completed,"['a0j0', 'a1j0', 'a1j1', 'a2j1', 'a0j1']","[(0, 'a0j0'), (1, 'a1j0'), (6, 'a1j1'), (7, 'a2j1'), (8, 'a0j1')]"
