agents,closure_penalty,execution_index,horizon,jobs,loss_upper_bound,phase,planned_calls,policy,review_ticks,risk,run_id,scenario_hash,seed,workload,status,total_loss,accrued_loss,correct_jobs,incorrect_jobs,reviews_completed,corrections,review_utilization,expired_requests,initially_infeasible_expiries,zero_value_expiries,missed_opportunities,wrong_missed_opportunities,max_outstanding,episode_wall_seconds,request_wall_seconds,scheduled_calls,attempts,retries,failed_attempts,unfinished_attempts,prompt_tokens,completion_tokens,unknown_token_attempts,augmented_loss,objective_missed_opportunities
3,0,15,12,6,75,risk_ablation,12,delay,1,analytical,risk_ablation/original/10000/a3/s1/analytical/delay/lambda0,72d912f261b072cacfb2d06c4e1c50d5876dc5315e4362da8fc5f552a6ea2611,10000,original,completed,11,11,6,0,5,4,0.4166666666666667,1,0,0,1,0,3,2.330481,1.665112193673849,12,12,0,0,0,2618,84,0,11,1
3,0,16,12,6,75,risk_ablation,12,delay,2,analytical,risk_ablation/original/10000/a3/s2/analytical/delay/lambda0,72d912f261b072cacfb2d06c4e1c50d5876dc5315e4362da8fc5f552a6ea2611,10000,original,completed,27,27,4,2,3,2,0.5,3,2,0,1,0,3,2.283461,1.6668661236763,12,12,0,0,0,2564,84,0,27,1
3,0,17,12,6,75,risk_ablation,12,greedy,2,analytical,risk_ablation/original/10000/a3/s2/analytical/greedy/lambda0,72d912f261b072cacfb2d06c4e1c50d5876dc5315e4362da8fc5f552a6ea2611,10000,original,completed,27,27,4,2,3,2,0.5,3,2,0,1,0,3,2.327545,1.6811219733208418,12,12,0,0,0,2564,84,0,27,1
3,0,18,12,6,75,risk_ablation,12,delay,2,pooled,risk_ablation/original/10000/a3/s2/pooled/delay/lambda0,72d912f261b072cacfb2d06c4e1c50d5876dc5315e4362da8fc5f552a6ea2611,10000,original,completed,33,33,4,2,4,2,0.6666666666666666,2,2,0,0,0,3,2.321978,1.6662547048181295,12,12,0,0,0,2564,84,0,33,0
3,0,19,12,6,75,risk_ablation,12,greedy,2,pooled,risk_ablation/original/10000/a3/s2/pooled/greedy/lambda0,72d912f261b072cacfb2d06c4e1c50d5876dc5315e4362da8fc5f552a6ea2611,10000,original,completed,27,27,4,2,3,2,0.5,3,2,0,1,0,3,2.362771,1.6683732718229294,12,12,0,0,0,2564,84,0,27,1
3,0,20,12,6,38,replication,12,myopic,2,frozen,replication/original/10001/a3/s2/frozen/myopic/lambda0,4ea2ebf339b7686d9ae0616428c9e31a2d0aae421701d30e963935060aa08a64,10001,original,completed,4,4,6,0,3,2,0.5,3,2,1,0,0,3,2.361563,1.6889470610767603,12,12,0,0,0,2562,84,0,4,0
3,0,21,12,6,38,replication,12,greedy,2,frozen,replication/original/10001/a3/s2/frozen/greedy/lambda0,4ea2ebf339b7686d9ae0616428c9e31a2d0aae421701d30e963935060aa08a64,10001,original,completed,4,4,6,0,3,2,0.5,3,2,1,0,0,3,2.488192,1.6790194194763899,12,12,0,0,0,2562,84,0,4,0
3,0,22,12,6,38,replication,12,edf,2,frozen,replication/original/10001/a3/s2/frozen/edf/lambda0,4ea2ebf339b7686d9ae0616428c9e31a2d0aae421701d30e963935060aa08a64,10001,original,completed,4,4,6,0,3,2,0.5,3,2,1,0,0,3,2.326019,1.6840677056461573,12,12,0,0,0,2562,84,0,4,0
3,0,23,12,6,38,replication,12,delay,2,frozen,replication/original/10001/a3/s2/frozen/delay/lambda0,4ea2ebf339b7686d9ae0616428c9e31a2d0aae421701d30e963935060aa08a64,10001,original,completed,4,4,6,0,3,2,0.5,3,2,1,0,0,3,2.337137,1.6755690556019545,12,12,0,0,0,2562,84,0,4,0
3,0,24,12,6,38,replication,12,fcfs,2,frozen,replication/original/10001/a3/s2/frozen/fcfs/lambda0,4ea2ebf339b7686d9ae0616428c9e31a2d0aae421701d30e963935060aa08a64,10001,original,completed,4,4,6,0,3,2,0.5,3,2,1,0,0,3,2.34617,1.6681968197226524,12,12,0,0,0,2562,84,0,4,0
3,0,25,12,6,38,replication,12,uncertainty,2,frozen,replication/original/10001/a3/s2/frozen/uncertainty/lambda0,4ea2ebf339b7686d9ae0616428c9e31a2d0aae421701d30e963935060aa08a64,10001,original,completed,4,4,6,0,3,2,0.5,3,2,1,0,0,3,2.302793,1.6662271041423082,12,12,0,0,0,2562,84,0,4,0
3,0,26,12,6,38,replication,12,greedy,1,frozen,replication/original/10001/a3/s1/frozen/greedy/lambda0,4ea2ebf339b7686d9ae0616428c9e31a2d0aae421701d30e963935060aa08a64,10001,original,completed,2,2,6,0,4,2,0.3333333333333333,2,0,1,1,0,2,2.41541,1.6860036384314299,12,12,0,0,0,2562,84,0,2,1
3,0,27,12,6,38,replication,12,edf,1,frozen,replication/original/10001/a3/s1/frozen/edf/lambda0,4ea2ebf339b7686d9ae0616428c9e31a2d0aae421701d30e963935060aa08a64,10001,original,completed,2,2,6,0,4,2,0.3333333333333333,2,0,1,1,0,2,2.347601,1.6716987509280443,12,12,0,0,0,2562,84,0,2,1
3,0,28,12,6,38,replication,12,delay,1,frozen,replication/original/10001/a3/s1/frozen/delay/lambda0,4ea2ebf339b7686d9ae0616428c9e31a2d0aae421701d30e963935060aa08a64,10001,original,completed,2,2,6,0,4,2,0.3333333333333333,2,0,1,1,0,2,2.387536,1.6776986308395863,12,12,0,0,0,2562,84,0,2,1
3,0,29,12,6,38,replication,12,fcfs,1,frozen,replication/original/10001/a3/s1/frozen/fcfs/lambda0,4ea2ebf339b7686d9ae0616428c9e31a2d0aae421701d30e963935060aa08a64,10001,original,completed,2,2,6,0,4,2,0.3333333333333333,2,0,1,1,0,2,2.447595,1.6815199628472328,12,12,0,0,0,2562,84,0,2,1
3,0,30,12,6,38,replication,12,uncertainty,1,frozen,replication/original/10001/a3/s1/frozen/uncertainty/lambda0,4ea2ebf339b7686d9ae0616428c9e31a2d0aae421701d30e963935060aa08a64,10001,original,completed,2,2,6,0,4,2,0.3333333333333333,2,0,1,1,0,2,2.390827,1.6760177668184042,12,12,0,0,0,2562,84,0,2,1
3,0,31,12,6,38,replication,12,myopic,1,frozen,replication/original/10001/a3/s1/frozen/myopic/lambda0,4ea2ebf339b7686d9ae0616428c9e31a2d0aae421701d30e963935060aa08a64,10001,original,completed,2,2,6,0,4,2,0.3333333333333333,2,0,1,1,0,2,2.376277,1.669195869937539,12,12,0,0,0,2562,84,0,2,1
3,0,32,12,6,38,risk_ablation,12,greedy,2,analytical,risk_ablation/original/10001/a3/s2/analytical/greedy/lambda0,4ea2ebf339b7686d9ae0616428c9e31a2d0aae421701d30e963935060aa08a64,10001,original,completed,4,4,6,0,3,2,0.5,3,2,1,0,0,3,2.368407,1.6713109873235226,12,12,0,0,0,2562,84,0,4,0
3,0,33,12,6,38,risk_ablation,12,delay,2,analytical,risk_ablation/original/10001/a3/s2/analytical/delay/lambda0,4ea2ebf339b7686d9ae0616428c9e31a2d0aae421701d30e963935060aa08a64,10001,original,completed,4,4,6,0,3,2,0.5,3,2,1,0,0,3,2.314287,1.6738253235816956,12,12,0,0,0,2562,84,0,4,0
3,0,34,12,6,38,risk_ablation,12,greedy,2,pooled,risk_ablation/original/10001/a3/s2/pooled/greedy/lambda0,4ea2ebf339b7686d9ae0616428c9e31a2d0aae421701d30e963935060aa08a64,10001,original,completed,4,4,6,0,3,2,0.5,3,2,1,0,0,3,2.424921,1.68032968044281,12,12,0,0,0,2562,84,0,4,0
3,0,35,12,6,38,risk_ablation,12,delay,2,pooled,risk_ablation/original/10001/a3/s2/pooled/delay/lambda0,4ea2ebf339b7686d9ae0616428c9e31a2d0aae421701d30e963935060aa08a64,10001,original,completed,4,4,6,0,3,2,0.5,3,2,1,0,0,3,2.494557,1.6888644341379404,12,12,0,0,0,2562,84,0,4,0
3,0,36,12,6,38,risk_ablation,12,delay,1,pooled,risk_ablation/original/10001/a3/s1/pooled/delay/lambda0,4ea2ebf339b7686d9ae0616428c9e31a2d0aae421701d30e963935060aa08a64,10001,original,completed,2,2,6,0,4,2,0.3333333333333333,2,0,1,1,0,2,2.388273,1.6722523514181376,12,12,0,0,0,2562,84,0,2,1
3,0,37,12,6,38,risk_ablation,12,greedy,1,pooled,risk_ablation/original/10001/a3/s1/pooled/greedy/lambda0,4ea2ebf339b7686d9ae0616428c9e31a2d0aae421701d30e963935060aa08a64,10001,original,completed,2,2,6,0,4,2,0.3333333333333333,2,0,1,1,0,2,2.353009,1.6652528773993254,12,12,0,0,0,2562,84,0,2,1
3,0,38,12,6,38,risk_ablation,12,delay,1,analytical,risk_ablation/original/10001/a3/s1/analytical/delay/lambda0,4ea2ebf339b7686d9ae0616428c9e31a2d0aae421701d30e963935060aa08a64,10001,original,completed,2,2,6,0,4,2,0.3333333333333333,2,0,1,1,0,2,2.345181,1.664248501881957,12,12,0,0,0,2562,84,0,2,1
3,0,39,12,6,38,risk_ablation,12,greedy,1,analytical,risk_ablation/original/10001/a3/s1/analytical/greedy/lambda0,4ea2ebf339b7686d9ae0616428c9e31a2d0aae421701d30e963935060aa08a64,10001,original,completed,2,2,6,0,4,2,0.3333333333333333,2,0,1,1,0,2,2.356213,1.6655876953154802,12,12,0,0,0,2562,84,0,2,1
3,0,40,12,6,30,replication,12,edf,1,frozen,replication/original/10002/a3/s1/frozen/edf/lambda0,08ba829403455b332109baacfc0d60c620a9f58225d07a11744f6df48a9bb775,10002,original,completed,0,0,5,1,3,0,0.25,3,0,3,0,0,2,2.402114,1.6797423176467419,12,12,0,0,0,2562,84,0,0,0
3,0,41,12,6,30,replication,12,delay,1,frozen,replication/original/10002/a3/s1/frozen/delay/lambda0,08ba829403455b332109baacfc0d60c620a9f58225d07a11744f6df48a9bb775,10002,original,completed,0,0,5,1,3,0,0.25,3,0,3,0,0,2,2.339758,1.6838636174798012,12,12,0,0,0,2562,84,0,0,0
3,0,42,12,6,30,replication,12,fcfs,1,frozen,replication/original/10002/a3/s1/frozen/fcfs/lambda0,08ba829403455b332109baacfc0d60c620a9f58225d07a11744f6df48a9bb775,10002,original,completed,0,0,5,1,3,0,0.25,3,0,3,0,0,2,2.330771,1.6787877827882767,12,12,0,0,0,2562,84,0,0,0
3,0,43,12,6,30,replication,12,uncertainty,1,frozen,replication/original/10002/a3/s1/frozen/uncertainty/lambda0,08ba829403455b332109baacfc0d60c620a9f58225d07a11744f6df48a9bb775,10002,original,completed,0,0,5,1,3,0,0.25,3,0,3,0,0,2,2.340166,1.6757626477628946,12,12,0,0,0,2562,84,0,0,0
3,0,44,12,6,30,replication,12,myopic,1,frozen,replication/original/10002/a3/s1/frozen/myopic/lambda0,08ba829403455b332109baacfc0d60c620a9f58225d07a11744f6df48a9bb775,10002,original,completed,0,0,5,1,3,0,0.25,3,0,3,0,0,2,2.292697,1.6564355418086052,12,12,0,0,0,2562,84,0,0,0
3,0,45,12,6,30,replication,12,greedy,1,frozen,replication/original/10002/a3/s1/frozen/greedy/lambda0,08ba829403455b332109baacfc0d60c620a9f58225d07a11744f6df48a9bb775,10002,original,completed,0,0,5,1,3,0,0.25,3,0,3,0,0,2,2.366233,1.6788185071200132,12,12,0,0,0,2562,84,0,0,0
3,0,46,12,6,30,replication,12,delay,2,frozen,replication/original/10002/a3/s2/frozen/delay/lambda0,08ba829403455b332109baacfc0d60c620a9f58225d07a11744f6df48a9bb775,10002,original,completed,0,0,5,1,2,0,0.3333333333333333,4,1,3,0,0,3,2.281348,1.684615682810545,12,12,0,0,0,2508,84,0,0,0
3,0,47,12,6,30,replication,12,fcfs,2,frozen,replication/original/10002/a3/s2/frozen/fcfs/lambda0,08ba829403455b332109baacfc0d60c620a9f58225d07a11744f6df48a9bb775,10002,original,completed,0,0,5,1,2,0,0.3333333333333333,4,1,3,0,0,3,2.304873,1.6656986605376005,12,12,0,0,0,2508,84,0,0,0
3,0,48,12,6,30,replication,12,uncertainty,2,frozen,replication/original/10002/a3/s2/frozen/uncertainty/lambda0,08ba829403455b332109baacfc0d60c620a9f58225d07a11744f6df48a9bb775,10002,original,completed,0,0,5,1,2,0,0.3333333333333333,4,1,3,0,0,3,2.329899,1.6672749295830727,12,12,0,0,0,2508,84,0,0,0
3,0,49,12,6,30,replication,12,myopic,2,frozen,replication/original/10002/a3/s2/frozen/myopic/lambda0,08ba829403455b332109baacfc0d60c620a9f58225d07a11744f6df48a9bb775,10002,original,completed,0,0,5,1,2,0,0.3333333333333333,4,1,3,0,0,3,2.328854,1.6877024825662374,12,12,0,0,0,2508,84,0,0,0
3,0,50,12,6,30,replication,12,greedy,2,frozen,replication/original/10002/a3/s2/frozen/greedy/lambda0,08ba829403455b332109baacfc0d60c620a9f58225d07a11744f6df48a9bb775,10002,original,completed,0,0,5,1,2,0,0.3333333333333333,4,1,3,0,0,3,2.398178,1.6699365880340338,12,12,0,0,0,2508,84,0,0,0
3,0,51,12,6,30,replication,12,edf,2,frozen,replication/original/10002/a3/s2/frozen/edf/lambda0,08ba829403455b332109baacfc0d60c620a9f58225d07a11744f6df48a9bb775,10002,original,completed,0,0,5,1,2,0,0.3333333333333333,4,1,3,0,0,3,2.272217,1.6693408396095037,12,12,0,0,0,2508,84,0,0,0
3,0,52,12,6,30,risk_ablation,12,greedy,1,pooled,risk_ablation/original/10002/a3/s1/pooled/greedy/lambda0,08ba829403455b332109baacfc0d60c620a9f58225d07a11744f6df48a9bb775,10002,original,completed,0,0,5,1,3,0,0.25,3,0,3,0,0,2,2.298283,1.6671724542975426,12,12,0,0,0,2562,84,0,0,0
3,0,53,12,6,30,risk_ablation,12,delay,1,pooled,risk_ablation/original/10002/a3/s1/pooled/delay/lambda0,08ba829403455b332109baacfc0d60c620a9f58225d07a11744f6df48a9bb775,10002,original,completed,0,0,5,1,3,0,0.25,3,0,3,0,0,2,2.285932,1.6653765998780727,12,12,0,0,0,2562,84,0,0,0
3,0,54,12,6,30,risk_ablation,12,greedy,1,analytical,risk_ablation/original/10002/a3/s1/analytical/greedy/lambda0,08ba829403455b332109baacfc0d60c620a9f58225d07a11744f6df48a9bb775,10002,original,completed,0,0,5,1,3,0,0.25,3,0,3,0,0,2,2.340104,1.6773379668593407,12,12,0,0,0,2562,84,0,0,0
3,0,55,12,6,30,risk_ablation,12,delay,1,analytical,risk_ablation/original/10002/a3/s1/analytical/delay/lambda0,08ba829403455b332109baacfc0d60c620a9f58225d07a11744f6df48a9bb775,10002,original,completed,0,0,5,1,3,0,0.25,3,0,3,0,0,2,2.365426,1.6789650097489357,12,12,0,0,0,2562,84,0,0,0
3,0,56,12,6,30,risk_ablation,12,delay,2,analytical,risk_ablation/original/10002/a3/s2/analytical/delay/lambda0,08ba829403455b332109baacfc0d60c620a9f58225d07a11744f6df48a9bb775,10002,original,completed,0,0,5,1,2,0,0.3333333333333333,4,1,3,0,0,3,2.349079,1.6799769941717386,12,12,0,0,0,2508,84,0,0,0
3,0,57,12,6,30,risk_ablation,12,greedy,2,analytical,risk_ablation/original/10002/a3/s2/analytical/greedy/lambda0,08ba829403455b332109baacfc0d60c620a9f58225d07a11744f6df48a9bb775,10002,original,completed,0,0,5,1,2,0,0.3333333333333333,4,1,3,0,0,3,2.262915,1.663925889879465,12,12,0,0,0,2508,84,0,0,0
3,0,58,12,6,30,risk_ablation,12,delay,2,pooled,risk_ablation/original/10002/a3/s2/pooled/delay/lambda0,08ba829403455b332109baacfc0d60c620a9f58225d07a11744f6df48a9bb775,10002,original,completed,0,0,5,1,2,0,0.3333333333333333,4,1,3,0,0,3,2.395211,1.6796116009354591,12,12,0,0,0,2508,84,0,0,0
3,0,59,12,6,30,risk_ablation,12,greedy,2,pooled,risk_ablation/original/10002/a3/s2/pooled/greedy/lambda0,08ba829403455b332109baacfc0d60c620a9f58225d07a11744f6df48a9bb775,10002,original,completed,0,0,5,1,2,0,0.3333333333333333,4,1,3,0,0,3,2.291323,1.6773082222789526,12,12,0,0,0,2508,84,0,0,0
3,0,60,12,6,60,replication,12,fcfs,2,frozen,replication/original/10003/a3/s2/frozen/fcfs/lambda0,661e7b8551d5b03fe3e084e8d6248b350819d377e95e5915cc81a3f2c3425923,10003,original,completed,11,11,5,1,3,0,0.5,3,2,0,1,0,2,2.496549,1.7019046004861593,12,12,0,0,0,2512,84,0,11,1
3,0,61,12,6,60,replication,12,uncertainty,2,frozen,replication/original/10003/a3/s2/frozen/uncertainty/lambda0,661e7b8551d5b03fe3e084e8d6248b350819d377e95e5915cc81a3f2c3425923,10003,original,completed,11,11,5,1,3,0,0.5,3,2,0,1,0,2,2.577401,1.6929388903081417,12,12,0,0,0,2512,84,0,11,1
3,0,62,12,6,60,replication,12,myopic,2,frozen,replication/original/10003/a3/s2/frozen/myopic/lambda0,661e7b8551d5b03fe3e084e8d6248b350819d377e95e5915cc81a3f2c3425923,10003,original,completed,11,11,5,1,3,0,0.5,3,2,0,1,0,2,2.414297,1.6896855756640434,12,12,0,0,0,2512,84,0,11,1
3,0,63,12,6,60,replication,12,greedy,2,frozen,replication/original/10003/a3/s2/frozen/greedy/lambda0,661e7b8551d5b03fe3e084e8d6248b350819d377e95e5915cc81a3f2c3425923,10003,original,completed,11,11,5,1,3,0,0.5,3,2,0,1,0,2,2.374455,1.6814054045826197,12,12,0,0,0,2512,84,0,11,1
3,0,64,12,6,60,replication,12,edf,2,frozen,replication/original/10003/a3/s2/frozen/edf/lambda0,661e7b8551d5b03fe3e084e8d6248b350819d377e95e5915cc81a3f2c3425923,10003,original,completed,11,11,5,1,3,0,0.5,3,2,0,1,0,2,2.365523,1.6835222821682692,12,12,0,0,0,2512,84,0,11,1
3,0,65,12,6,60,replication,12,delay,2,frozen,replication/original/10003/a3/s2/frozen/delay/lambda0,661e7b8551d5b03fe3e084e8d6248b350819d377e95e5915cc81a3f2c3425923,10003,original,completed,11,11,5,1,3,0,0.5,3,2,0,1,0,2,2.431225,1.6998224444687366,12,12,0,0,0,2512,84,0,11,1
3,0,66,12,6,60,replication,12,uncertainty,1,frozen,replication/original/10003/a3/s1/frozen/uncertainty/lambda0,661e7b8551d5b03fe3e084e8d6248b350819d377e95e5915cc81a3f2c3425923,10003,original,completed,11,11,5,1,5,0,0.4166666666666667,1,0,0,1,1,2,2.573133,1.694822734221816,12,12,0,0,0,2566,84,0,11,1
3,0,67,12,6,60,replication,12,myopic,1,frozen,replication/original/10003/a3/s1/frozen/myopic/lambda0,661e7b8551d5b03fe3e084e8d6248b350819d377e95e5915cc81a3f2c3425923,10003,original,completed,3,3,6,0,5,1,0.4166666666666667,1,0,0,1,0,2,2.478603,1.6758900117129087,12,12,0,0,0,2566,84,0,3,1
3,0,68,12,6,60,replication,12,greedy,1,frozen,replication/original/10003/a3/s1/frozen/greedy/lambda0,661e7b8551d5b03fe3e084e8d6248b350819d377e95e5915cc81a3f2c3425923,10003,original,completed,11,11,5,1,5,0,0.4166666666666667,1,0,0,1,1,2,2.361082,1.6842988897114992,12,12,0,0,0,2566,84,0,11,1
3,0,69,12,6,60,replication,12,edf,1,frozen,replication/original/10003/a3/s1/frozen/edf/lambda0,661e7b8551d5b03fe3e084e8d6248b350819d377e95e5915cc81a3f2c3425923,10003,original,completed,3,3,6,0,6,1,0.5,0,0,0,0,0,2,2.349707,1.6700487192720175,12,12,0,0,0,2620,84,0,3,0
3,0,70,12,6,60,replication,12,delay,1,frozen,replication/original/10003/a3/s1/frozen/delay/lambda0,661e7b8551d5b03fe3e084e8d6248b350819d377e95e5915cc81a3f2c3425923,10003,original,completed,3,3,6,0,6,1,0.5,0,0,0,0,0,2,2.367275,1.6754527762532234,12,12,0,0,0,2620,84,0,3,0
3,0,71,12,6,60,replication,12,fcfs,1,frozen,replication/original/10003/a3/s1/frozen/fcfs/lambda0,661e7b8551d5b03fe3e084e8d6248b350819d377e95e5915cc81a3f2c3425923,10003,original,completed,11,11,5,1,5,0,0.4166666666666667,1,0,0,1,1,2,2.301445,1.6605881731957197,12,12,0,0,0,2566,84,0,11,1
3,0,72,12,6,60,risk_ablation,12,greedy,2,analytical,risk_ablation/original/10003/a3/s2/analytical/greedy/lambda0,661e7b8551d5b03fe3e084e8d6248b350819d377e95e5915cc81a3f2c3425923,10003,original,completed,11,11,5,1,3,0,0.5,3,2,0,1,0,2,2.382154,1.686565112322569,12,12,0,0,0,2512,84,0,11,1
3,0,73,12,6,60,risk_ablation,12,delay,2,analytical,risk_ablation/original/10003/a3/s2/analytical/delay/lambda0,661e7b8551d5b03fe3e084e8d6248b350819d377e95e5915cc81a3f2c3425923,10003,original,completed,11,11,5,1,3,0,0.5,3,2,0,1,0,2,2.316859,1.668467367067933,12,12,0,0,0,2512,84,0,11,1
3,0,74,12,6,60,risk_ablation,12,greedy,2,pooled,risk_ablation/original/10003/a3/s2/pooled/greedy/lambda0,661e7b8551d5b03fe3e084e8d6248b350819d377e95e5915cc81a3f2c3425923,10003,original,completed,11,11,5,1,3,0,0.5,3,2,0,1,0,2,2.278164,1.6728548761457205,12,12,0,0,0,2512,84,0,11,1
3,0,75,12,6,60,risk_ablation,12,delay,2,pooled,risk_ablation/original/10003/a3/s2/pooled/delay/lambda0,661e7b8551d5b03fe3e084e8d6248b350819d377e95e5915cc81a3f2c3425923,10003,original,completed,11,11,5,1,3,0,0.5,3,2,0,1,0,2,2.345621,1.6799263004213572,12,12,0,0,0,2512,84,0,11,1
3,0,76,12,6,60,risk_ablation,12,delay,1,pooled,risk_ablation/original/10003/a3/s1/pooled/delay/lambda0,661e7b8551d5b03fe3e084e8d6248b350819d377e95e5915cc81a3f2c3425923,10003,original,completed,3,3,6,0,6,1,0.5,0,0,0,0,0,2,2.297197,1.6675391867756844,12,12,0,0,0,2620,84,0,3,0
3,0,77,12,6,60,risk_ablation,12,greedy,1,pooled,risk_ablation/original/10003/a3/s1/pooled/greedy/lambda0,661e7b8551d5b03fe3e084e8d6248b350819d377e95e5915cc81a3f2c3425923,10003,original,completed,11,11,5,1,5,0,0.4166666666666667,1,0,0,1,1,2,2.326879,1.6687576938420534,12,12,0,0,0,2566,84,0,11,1
