id,baseline,budget,error_weight,loss_difference
MUL2466.json,no_scope,0.0,2.0,0.0
MUL0099.json,request_specific,0.0,2.0,0.0
MUL0810.json,request_specific,0.0,2.0,0.0
MUL0814.json,request_specific,0.0,2.0,0.0
MUL0821.json,request_specific,0.0,2.0,0.0
MUL0822.json,request_specific,0.0,2.0,0.0
MUL0838.json,request_specific,0.0,2.0,0.0
MUL0841.json,request_specific,0.0,2.0,0.0
MUL0842.json,request_specific,0.0,2.0,0.0
MUL0845.json,request_specific,0.0,2.0,0.0
MUL0869.json,request_specific,0.0,2.0,0.0
MUL0881.json,request_specific,0.0,2.0,0.0
MUL0890.json,request_specific,0.0,2.0,0.0
MUL0896.json,request_specific,0.0,2.0,0.0
MUL0912.json,request_specific,0.0,2.0,0.0
MUL0937.json,request_specific,0.0,2.0,0.0
MUL0939.json,request_specific,0.0,2.0,0.0
MUL0941.json,request_specific,0.0,2.0,0.0
MUL0947.json,request_specific,0.0,2.0,0.0
MUL0978.json,request_specific,0.0,2.0,0.0
MUL0992.json,request_specific,0.0,2.0,0.0
MUL1008.json,request_specific,0.0,2.0,0.0
MUL1015.json,request_specific,0.0,2.0,0.0
MUL1045.json,request_specific,0.0,2.0,0.0
MUL1055.json,request_specific,0.0,2.0,0.0
MUL1060.json,request_specific,0.0,2.0,0.0
MUL1071.json,request_specific,0.0,2.0,0.0
MUL1076.json,request_specific,0.0,2.0,0.0
MUL1088.json,request_specific,0.0,2.0,0.0
MUL1117.json,request_specific,0.0,2.0,0.0
MUL1137.json,request_specific,0.0,2.0,0.0
MUL1139.json,request_specific,0.0,2.0,0.0
MUL1159.json,request_specific,0.0,2.0,0.0
MUL1392.json,request_specific,0.0,2.0,0.0
MUL2316.json,request_specific,0.0,2.0,0.0
MUL2317.json,request_specific,0.0,2.0,0.0
MUL2320.json,request_specific,0.0,2.0,0.0
MUL2347.json,request_specific,0.0,2.0,0.0
MUL2358.json,request_specific,0.0,2.0,0.0
MUL2359.json,request_specific,0.0,2.0,0.0
MUL2365.json,request_specific,0.0,2.0,0.0
MUL2378.json,request_specific,0.0,2.0,0.0
MUL2423.json,request_specific,0.0,2.0,0.0
MUL2427.json,request_specific,0.0,2.0,0.0
MUL2432.json,request_specific,0.0,2.0,0.0
MUL2439.json,request_specific,0.0,2.0,0.0
MUL2442.json,request_specific,0.0,2.0,0.0
MUL2457.json,request_specific,0.0,2.0,0.0
MUL2466.json,request_specific,0.0,2.0,0.0
MUL0099.json,ideal_depth2,0.0,2.0,1.0
MUL0810.json,ideal_depth2,0.0,2.0,2.5
MUL0814.json,ideal_depth2,0.0,2.0,2.0
MUL0821.json,ideal_depth2,0.0,2.0,1.0
MUL0822.json,ideal_depth2,0.0,2.0,2.0
MUL0838.json,ideal_depth2,0.0,2.0,2.0
MUL0841.json,ideal_depth2,0.0,2.0,2.0
MUL0842.json,ideal_depth2,0.0,2.0,2.0
MUL0845.json,ideal_depth2,0.0,2.0,1.0
MUL0869.json,ideal_depth2,0.0,2.0,2.0
MUL0881.json,ideal_depth2,0.0,2.0,2.0
MUL0890.json,ideal_depth2,0.0,2.0,1.5
MUL0896.json,ideal_depth2,0.0,2.0,0.0
MUL0912.json,ideal_depth2,0.0,2.0,2.0
MUL0937.json,ideal_depth2,0.0,2.0,1.0
MUL0939.json,ideal_depth2,0.0,2.0,2.0
MUL0941.json,ideal_depth2,0.0,2.0,1.0
MUL0947.json,ideal_depth2,0.0,2.0,1.0
MUL0978.json,ideal_depth2,0.0,2.0,1.0
MUL0992.json,ideal_depth2,0.0,2.0,2.0
MUL1008.json,ideal_depth2,0.0,2.0,2.0
MUL1015.json,ideal_depth2,0.0,2.0,3.0
MUL1045.json,ideal_depth2,0.0,2.0,2.0
MUL1055.json,ideal_depth2,0.0,2.0,2.0
MUL1060.json,ideal_depth2,0.0,2.0,0.5
MUL1071.json,ideal_depth2,0.0,2.0,1.0
MUL1076.json,ideal_depth2,0.0,2.0,2.0
MUL1088.json,ideal_depth2,0.0,2.0,2.0
MUL1117.json,ideal_depth2,0.0,2.0,2.0
MUL1137.json,ideal_depth2,0.0,2.0,1.5
MUL1139.json,ideal_depth2,0.0,2.0,1.0
MUL1159.json,ideal_depth2,0.0,2.0,2.0
MUL1392.json,ideal_depth2,0.0,2.0,1.0
MUL2316.json,ideal_depth2,0.0,2.0,2.0
MUL2317.json,ideal_depth2,0.0,2.0,2.0
MUL2320.json,ideal_depth2,0.0,2.0,1.0
MUL2347.json,ideal_depth2,0.0,2.0,1.0
MUL2358.json,ideal_depth2,0.0,2.0,1.0
MUL2359.json,ideal_depth2,0.0,2.0,2.0
MUL2365.json,ideal_depth2,0.0,2.0,2.0
MUL2378.json,ideal_depth2,0.0,2.0,2.0
MUL2423.json,ideal_depth2,0.0,2.0,2.0
MUL2427.json,ideal_depth2,0.0,2.0,2.0
MUL2432.json,ideal_depth2,0.0,2.0,2.0
MUL2439.json,ideal_depth2,0.0,2.0,1.0
MUL2442.json,ideal_depth2,0.0,2.0,1.0
MUL2457.json,ideal_depth2,0.0,2.0,2.0
MUL2466.json,ideal_depth2,0.0,2.0,1.0
MUL0099.json,one_step,1.0,2.0,0.0
MUL0810.json,one_step,1.0,2.0,0.0
MUL0814.json,one_step,1.0,2.0,0.0
MUL0821.json,one_step,1.0,2.0,0.0
MUL0822.json,one_step,1.0,2.0,0.0
MUL0838.json,one_step,1.0,2.0,0.0
MUL0841.json,one_step,1.0,2.0,0.0
MUL0842.json,one_step,1.0,2.0,0.0
MUL0845.json,one_step,1.0,2.0,0.0
MUL0869.json,one_step,1.0,2.0,0.0
MUL0881.json,one_step,1.0,2.0,0.0
MUL0890.json,one_step,1.0,2.0,0.0
MUL0896.json,one_step,1.0,2.0,0.0
MUL0912.json,one_step,1.0,2.0,0.0
MUL0937.json,one_step,1.0,2.0,0.0
MUL0939.json,one_step,1.0,2.0,0.0
MUL0941.json,one_step,1.0,2.0,0.0
MUL0947.json,one_step,1.0,2.0,0.0
MUL0978.json,one_step,1.0,2.0,0.0
MUL0992.json,one_step,1.0,2.0,0.0
MUL1008.json,one_step,1.0,2.0,0.0
MUL1015.json,one_step,1.0,2.0,0.0
MUL1045.json,one_step,1.0,2.0,0.0
MUL1055.json,one_step,1.0,2.0,0.0
MUL1060.json,one_step,1.0,2.0,0.0
MUL1071.json,one_step,1.0,2.0,0.0
MUL1076.json,one_step,1.0,2.0,0.0
MUL1088.json,one_step,1.0,2.0,0.0
MUL1117.json,one_step,1.0,2.0,0.0
MUL1137.json,one_step,1.0,2.0,0.0
MUL1139.json,one_step,1.0,2.0,0.0
MUL1159.json,one_step,1.0,2.0,0.0
MUL1392.json,one_step,1.0,2.0,0.0
MUL2316.json,one_step,1.0,2.0,0.0
MUL2317.json,one_step,1.0,2.0,0.0
MUL2320.json,one_step,1.0,2.0,0.0
MUL2347.json,one_step,1.0,2.0,0.0
MUL2358.json,one_step,1.0,2.0,0.0
MUL2359.json,one_step,1.0,2.0,0.0
MUL2365.json,one_step,1.0,2.0,0.0
MUL2378.json,one_step,1.0,2.0,0.0
MUL2423.json,one_step,1.0,2.0,0.0
MUL2427.json,one_step,1.0,2.0,0.0
MUL2432.json,one_step,1.0,2.0,0.0
MUL2439.json,one_step,1.0,2.0,0.0
MUL2442.json,one_step,1.0,2.0,0.0
MUL2457.json,one_step,1.0,2.0,0.0
MUL2466.json,one_step,1.0,2.0,0.0
MUL0099.json,semantic_memory,1.0,2.0,0.0
MUL0810.json,semantic_memory,1.0,2.0,-0.5
MUL0814.json,semantic_memory,1.0,2.0,0.0
MUL0821.json,semantic_memory,1.0,2.0,0.0
MUL0822.json,semantic_memory,1.0,2.0,-0.5
MUL0838.json,semantic_memory,1.0,2.0,0.0
MUL0841.json,semantic_memory,1.0,2.0,0.0
MUL0842.json,semantic_memory,1.0,2.0,0.0
MUL0845.json,semantic_memory,1.0,2.0,0.0
MUL0869.json,semantic_memory,1.0,2.0,0.0
MUL0881.json,semantic_memory,1.0,2.0,0.0
MUL0890.json,semantic_memory,1.0,2.0,0.0
MUL0896.json,semantic_memory,1.0,2.0,0.0
MUL0912.json,semantic_memory,1.0,2.0,0.0
MUL0937.json,semantic_memory,1.0,2.0,0.0
MUL0939.json,semantic_memory,1.0,2.0,0.0
MUL0941.json,semantic_memory,1.0,2.0,0.0
MUL0947.json,semantic_memory,1.0,2.0,0.0
MUL0978.json,semantic_memory,1.0,2.0,0.0
MUL0992.json,semantic_memory,1.0,2.0,0.0
MUL1008.json,semantic_memory,1.0,2.0,0.0
MUL1015.json,semantic_memory,1.0,2.0,0.0
MUL1045.json,semantic_memory,1.0,2.0,-1.0
MUL1055.json,semantic_memory,1.0,2.0,-2.0
MUL1060.json,semantic_memory,1.0,2.0,0.0
MUL1071.json,semantic_memory,1.0,2.0,0.0
MUL1076.json,semantic_memory,1.0,2.0,0.0
MUL1088.json,semantic_memory,1.0,2.0,0.0
MUL1117.json,semantic_memory,1.0,2.0,-1.0
MUL1137.json,semantic_memory,1.0,2.0,0.0
MUL1139.json,semantic_memory,1.0,2.0,0.0
MUL1159.json,semantic_memory,1.0,2.0,0.0
MUL1392.json,semantic_memory,1.0,2.0,0.0
MUL2316.json,semantic_memory,1.0,2.0,-1.0
MUL2317.json,semantic_memory,1.0,2.0,-1.0
MUL2320.json,semantic_memory,1.0,2.0,0.0
MUL2347.json,semantic_memory,1.0,2.0,0.0
MUL2358.json,semantic_memory,1.0,2.0,0.0
MUL2359.json,semantic_memory,1.0,2.0,-1.0
MUL2365.json,semantic_memory,1.0,2.0,-1.0
MUL2378.json,semantic_memory,1.0,2.0,0.0
MUL2423.json,semantic_memory,1.0,2.0,0.0
MUL2427.json,semantic_memory,1.0,2.0,0.0
MUL2432.json,semantic_memory,1.0,2.0,0.0
MUL2439.json,semantic_memory,1.0,2.0,0.0
MUL2442.json,semantic_memory,1.0,2.0,0.0
MUL2457.json,semantic_memory,1.0,2.0,0.0
MUL2466.json,semantic_memory,1.0,2.0,0.0
MUL0099.json,completion,1.0,2.0,-1.0
MUL0810.json,completion,1.0,2.0,1.5
MUL0814.json,completion,1.0,2.0,-0.5
MUL0821.json,completion,1.0,2.0,-0.5
MUL0822.json,completion,1.0,2.0,-0.5
MUL0838.json,completion,1.0,2.0,-0.5
MUL0841.json,completion,1.0,2.0,0.0
MUL0842.json,completion,1.0,2.0,0.0
MUL0845.json,completion,1.0,2.0,-1.0
MUL0869.json,completion,1.0,2.0,0.0
MUL0881.json,completion,1.0,2.0,-0.5
MUL0890.json,completion,1.0,2.0,-1.0
MUL0896.json,completion,1.0,2.0,0.0
MUL0912.json,completion,1.0,2.0,0.0
MUL0937.json,completion,1.0,2.0,0.0
MUL0939.json,completion,1.0,2.0,0.0
MUL0941.json,completion,1.0,2.0,0.0
MUL0947.json,completion,1.0,2.0,-1.0
MUL0978.json,completion,1.0,2.0,0.0
MUL0992.json,completion,1.0,2.0,0.0
MUL1008.json,completion,1.0,2.0,0.0
MUL1015.json,completion,1.0,2.0,0.0
MUL1045.json,completion,1.0,2.0,0.0
MUL1055.json,completion,1.0,2.0,0.0
MUL1060.json,completion,1.0,2.0,-0.5
MUL1071.json,completion,1.0,2.0,0.0
MUL1076.json,completion,1.0,2.0,0.0
MUL1088.json,completion,1.0,2.0,-1.0
MUL1117.json,completion,1.0,2.0,0.0
MUL1137.json,completion,1.0,2.0,0.0
MUL1139.json,completion,1.0,2.0,-0.5
