id,method,replicate0_loss,replicate1_loss,difference
MUL0099.json,semantic_memory,0.0,0.0,0.0
MUL0810.json,semantic_memory,1.0,8.0,7.0
MUL0814.json,semantic_memory,5.0,0.0,-5.0
MUL0821.json,semantic_memory,1.0,1.0,0.0
MUL0822.json,semantic_memory,1.0,1.0,0.0
MUL0838.json,semantic_memory,1.0,1.0,0.0
MUL0841.json,semantic_memory,0.0,0.0,0.0
MUL0842.json,semantic_memory,1.0,1.0,0.0
MUL0845.json,semantic_memory,0.0,0.0,0.0
MUL0869.json,semantic_memory,0.0,0.0,0.0
MUL0881.json,semantic_memory,1.0,1.0,0.0
MUL0890.json,semantic_memory,1.0,0.0,-1.0
MUL0896.json,semantic_memory,0.0,0.0,0.0
MUL0912.json,semantic_memory,1.0,1.0,0.0
MUL0937.json,semantic_memory,0.0,0.0,0.0
MUL0939.json,semantic_memory,0.0,0.0,0.0
MUL0941.json,semantic_memory,2.0,2.0,0.0
MUL0947.json,semantic_memory,0.0,0.0,0.0
MUL0978.json,semantic_memory,0.0,0.0,0.0
MUL0992.json,semantic_memory,1.0,1.0,0.0
MUL1008.json,semantic_memory,0.0,0.0,0.0
MUL1015.json,semantic_memory,1.0,1.0,0.0
MUL1045.json,semantic_memory,1.0,1.0,0.0
MUL1055.json,semantic_memory,1.0,1.0,0.0
MUL1060.json,semantic_memory,0.0,1.0,1.0
MUL1071.json,semantic_memory,0.0,0.0,0.0
MUL1076.json,semantic_memory,1.0,1.0,0.0
MUL1088.json,semantic_memory,1.0,1.0,0.0
MUL1117.json,semantic_memory,1.0,1.0,0.0
MUL1137.json,semantic_memory,1.0,1.0,0.0
MUL1139.json,semantic_memory,0.0,0.0,0.0
MUL1159.json,semantic_memory,1.0,1.0,0.0
MUL1392.json,semantic_memory,0.0,0.0,0.0
MUL2316.json,semantic_memory,1.0,1.0,0.0
MUL2317.json,semantic_memory,1.0,1.0,0.0
MUL2320.json,semantic_memory,0.0,0.0,0.0
MUL2347.json,semantic_memory,0.0,0.0,0.0
MUL2358.json,semantic_memory,0.0,0.0,0.0
MUL2359.json,semantic_memory,2.0,2.0,0.0
MUL2365.json,semantic_memory,1.0,1.0,0.0
MUL2378.json,semantic_memory,0.0,0.0,0.0
MUL2423.json,semantic_memory,2.0,2.0,0.0
MUL2427.json,semantic_memory,1.0,1.0,0.0
MUL2432.json,semantic_memory,1.0,1.0,0.0
MUL2439.json,semantic_memory,0.0,0.0,0.0
MUL2442.json,semantic_memory,1.0,1.0,0.0
MUL2457.json,semantic_memory,1.0,1.0,0.0
MUL2466.json,semantic_memory,0.0,0.0,0.0
MUL0099.json,full_history,0.0,0.0,0.0
MUL0810.json,full_history,0.0,0.0,0.0
MUL0814.json,full_history,1.0,1.0,0.0
MUL0821.json,full_history,0.0,0.0,0.0
MUL0822.json,full_history,0.0,0.0,0.0
MUL0838.json,full_history,1.0,5.0,4.0
MUL0841.json,full_history,1.0,1.0,0.0
MUL0842.json,full_history,4.0,4.0,0.0
MUL0845.json,full_history,0.0,0.0,0.0
MUL0869.json,full_history,1.0,1.0,0.0
MUL0881.json,full_history,1.0,1.0,0.0
MUL0890.json,full_history,1.0,1.0,0.0
MUL0896.json,full_history,1.0,1.0,0.0
MUL0912.json,full_history,4.0,4.0,0.0
MUL0937.json,full_history,0.0,0.0,0.0
MUL0939.json,full_history,0.0,0.0,0.0
MUL0941.json,full_history,1.0,1.0,0.0
MUL0947.json,full_history,1.0,1.0,0.0
MUL0978.json,full_history,0.0,4.0,4.0
MUL0992.json,full_history,0.0,0.0,0.0
MUL1008.json,full_history,0.0,0.0,0.0
MUL1015.json,full_history,1.0,1.0,0.0
MUL1045.json,full_history,1.0,1.0,0.0
MUL1055.json,full_history,1.0,1.0,0.0
MUL1060.json,full_history,0.0,0.0,0.0
MUL1071.json,full_history,4.0,4.0,0.0
MUL1076.json,full_history,0.0,0.0,0.0
MUL1088.json,full_history,1.0,1.0,0.0
MUL1117.json,full_history,0.0,0.0,0.0
MUL1137.json,full_history,0.0,0.0,0.0
MUL1139.json,full_history,0.0,0.0,0.0
MUL1159.json,full_history,4.0,4.0,0.0
MUL1392.json,full_history,1.0,1.0,0.0
MUL2316.json,full_history,1.0,1.0,0.0
MUL2317.json,full_history,0.0,0.0,0.0
MUL2320.json,full_history,0.0,0.0,0.0
MUL2347.json,full_history,1.0,1.0,0.0
MUL2358.json,full_history,0.0,0.0,0.0
MUL2359.json,full_history,1.0,1.0,0.0
MUL2365.json,full_history,1.0,1.0,0.0
MUL2378.json,full_history,0.0,0.0,0.0
MUL2423.json,full_history,1.0,1.0,0.0
MUL2427.json,full_history,1.0,1.0,0.0
MUL2432.json,full_history,1.0,1.0,0.0
MUL2439.json,full_history,0.0,0.0,0.0
MUL2442.json,full_history,0.0,0.0,0.0
MUL2457.json,full_history,0.0,0.0,0.0
MUL2466.json,full_history,0.0,0.0,0.0
MUL0099.json,completion,1.0,1.0,0.0
MUL0810.json,completion,1.0,1.0,0.0
MUL0814.json,completion,4.0,1.0,-3.0
MUL0821.json,completion,1.0,0.0,-1.0
MUL0822.json,completion,1.0,1.0,0.0
MUL0838.json,completion,1.0,1.0,0.0
MUL0841.json,completion,1.0,1.0,0.0
MUL0842.json,completion,1.0,1.0,0.0
MUL0845.json,completion,0.0,0.0,0.0
MUL0869.json,completion,1.0,1.0,0.0
MUL0881.json,completion,1.0,1.0,0.0
MUL0890.json,completion,1.0,1.0,0.0
MUL0896.json,completion,0.0,0.0,0.0
MUL0912.json,completion,1.0,1.0,0.0
MUL0937.json,completion,0.0,0.0,0.0
MUL0939.json,completion,1.0,1.0,0.0
MUL0941.json,completion,1.0,1.0,0.0
MUL0947.json,completion,0.0,0.0,0.0
MUL0978.json,completion,0.0,0.0,0.0
MUL0992.json,completion,1.0,1.0,0.0
MUL1008.json,completion,1.0,1.0,0.0
MUL1015.json,completion,1.0,1.0,0.0
MUL1045.json,completion,1.0,1.0,0.0
MUL1055.json,completion,1.0,1.0,0.0
MUL1060.json,completion,1.0,0.0,-1.0
MUL1071.json,completion,1.0,1.0,0.0
MUL1076.json,completion,1.0,1.0,0.0
MUL1088.json,completion,1.0,1.0,0.0
MUL1117.json,completion,1.0,1.0,0.0
MUL1137.json,completion,1.0,1.0,0.0
MUL1139.json,completion,1.0,1.0,0.0
MUL1159.json,completion,1.0,1.0,0.0
MUL1392.json,completion,1.0,1.0,0.0
MUL2316.json,completion,1.0,1.0,0.0
MUL2317.json,completion,1.0,1.0,0.0
MUL2320.json,completion,0.0,0.0,0.0
MUL2347.json,completion,0.0,0.0,0.0
MUL2358.json,completion,0.0,0.0,0.0
MUL2359.json,completion,1.0,1.0,0.0
MUL2365.json,completion,1.0,1.0,0.0
MUL2378.json,completion,1.0,1.0,0.0
MUL2423.json,completion,1.0,1.0,0.0
MUL2427.json,completion,1.0,1.0,0.0
MUL2432.json,completion,1.0,1.0,0.0
MUL2439.json,completion,0.0,0.0,0.0
MUL2442.json,completion,1.0,1.0,0.0
MUL2457.json,completion,1.0,1.0,0.0
MUL2466.json,completion,0.0,0.0,0.0
