agents,closure_penalty,execution_index,horizon,jobs,loss_upper_bound,phase,planned_calls,policy,review_ticks,risk,run_id,scenario_hash,seed,workload,status,review_order,timed_order
6,8,11,24,18,210,objective_development,36,delay,2,frozen,objective_development/larger/412/a6/s2/frozen/delay/lambda8,b1cc9d538ab4be3713eef556528d6ba1cc4b990867e701479041e8815f9e1c8f,412,larger,completed,"['a0j0', 'a1j0', 'a2j0', 'a2j1', 'a1j1', 'a3j2', 'a0j2', 'a2j2']","[(0, 'a0j0'), (2, 'a1j0'), (4, 'a2j0'), (8, 'a2j1'), (10, 'a1j1'), (16, 'a3j2'), (18, 'a0j2'), (20, 'a2j2')]"
6,4,12,24,18,212,objective_development,36,delay,2,frozen,objective_development/larger/413/a6/s2/frozen/delay/lambda4,1e4b18e0e15621ba6cf6be21070fc60045f531732faf400f01f981d3f6df4b36,413,larger,completed,"['a2j0', 'a3j0', 'a1j0', 'a0j1', 'a5j1', 'a2j1', 'a1j2', 'a3j2', 'a2j2']","[(0, 'a2j0'), (2, 'a3j0'), (4, 'a1j0'), (8, 'a0j1'), (10, 'a5j1'), (12, 'a2j1'), (16, 'a1j2'), (18, 'a3j2'), (20, 'a2j2')]"
6,8,13,24,18,212,objective_development,36,delay,2,frozen,objective_development/larger/413/a6/s2/frozen/delay/lambda8,1e4b18e0e15621ba6cf6be21070fc60045f531732faf400f01f981d3f6df4b36,413,larger,completed,"['a2j0', 'a3j0', 'a1j0', 'a2j1', 'a5j1', 'a0j1', 'a1j2', 'a3j2', 'a2j2']","[(0, 'a2j0'), (2, 'a3j0'), (4, 'a1j0'), (8, 'a2j1'), (10, 'a5j1'), (12, 'a0j1'), (16, 'a1j2'), (18, 'a3j2'), (20, 'a2j2')]"
6,0,14,24,18,212,objective_development,36,delay,2,frozen,objective_development/larger/413/a6/s2/frozen/delay/lambda0,1e4b18e0e15621ba6cf6be21070fc60045f531732faf400f01f981d3f6df4b36,413,larger,completed,"['a2j0', 'a3j0', 'a1j0', 'a0j1', 'a5j1', 'a2j1', 'a1j2', 'a3j2', 'a2j2']","[(0, 'a2j0'), (2, 'a3j0'), (4, 'a1j0'), (8, 'a0j1'), (10, 'a5j1'), (12, 'a2j1'), (16, 'a1j2'), (18, 'a3j2'), (20, 'a2j2')]"
6,4,15,24,18,212,objective_development,36,delay,1,frozen,objective_development/larger/413/a6/s1/frozen/delay/lambda4,1e4b18e0e15621ba6cf6be21070fc60045f531732faf400f01f981d3f6df4b36,413,larger,completed,"['a2j0', 'a1j0', 'a0j0', 'a4j0', 'a3j0', 'a5j0', 'a0j1', 'a2j1', 'a3j1', 'a1j1', 'a5j1', 'a1j2', 'a3j2', 'a0j2', 'a5j2', 'a2j2', 'a4j2']","[(0, 'a2j0'), (1, 'a1j0'), (2, 'a0j0'), (3, 'a4j0'), (4, 'a3j0'), (5, 'a5j0'), (8, 'a0j1'), (9, 'a2j1'), (10, 'a3j1'), (11, 'a1j1'), (12, 'a5j1'), (16, 'a1j2'), (17, 'a3j2'), (18, 'a0j2'), (19, 'a5j2'), (20, 'a2j2'), (21, 'a4j2')]"
6,8,16,24,18,212,objective_development,36,delay,1,frozen,objective_development/larger/413/a6/s1/frozen/delay/lambda8,1e4b18e0e15621ba6cf6be21070fc60045f531732faf400f01f981d3f6df4b36,413,larger,completed,"['a2j0', 'a1j0', 'a0j0', 'a4j0', 'a3j0', 'a5j0', 'a0j1', 'a4j1', 'a2j1', 'a1j1', 'a5j1', 'a3j1', 'a1j2', 'a3j2', 'a0j2', 'a5j2', 'a2j2', 'a4j2']","[(0, 'a2j0'), (1, 'a1j0'), (2, 'a0j0'), (3, 'a4j0'), (4, 'a3j0'), (5, 'a5j0'), (8, 'a0j1'), (9, 'a4j1'), (10, 'a2j1'), (11, 'a1j1'), (12, 'a5j1'), (13, 'a3j1'), (16, 'a1j2'), (17, 'a3j2'), (18, 'a0j2'), (19, 'a5j2'), (20, 'a2j2'), (21, 'a4j2')]"
6,0,17,24,18,212,objective_development,36,delay,1,frozen,objective_development/larger/413/a6/s1/frozen/delay/lambda0,1e4b18e0e15621ba6cf6be21070fc60045f531732faf400f01f981d3f6df4b36,413,larger,completed,"['a2j0', 'a1j0', 'a0j0', 'a4j0', 'a3j0', 'a0j1', 'a2j1', 'a3j1', 'a5j1', 'a1j2', 'a3j2', 'a5j2', 'a2j2', 'a4j2']","[(0, 'a2j0'), (1, 'a1j0'), (2, 'a0j0'), (3, 'a4j0'), (4, 'a3j0'), (8, 'a0j1'), (9, 'a2j1'), (10, 'a3j1'), (11, 'a5j1'), (16, 'a1j2'), (17, 'a3j2'), (18, 'a5j2'), (19, 'a2j2'), (20, 'a4j2')]"
3,4,18,12,6,48,objective_development,12,delay,2,frozen,objective_development/competition/413/a3/s2/frozen/delay/lambda4,339fd58aecab6f7f74bd21cbc0cdf0a84fe365f0bc0ad5ce987e7c98710434e2,413,competition,completed,"['a1j0', 'a2j0', 'a1j1', 'a0j1']","[(0, 'a1j0'), (2, 'a2j0'), (6, 'a1j1'), (8, 'a0j1')]"
3,8,19,12,6,48,objective_development,12,delay,2,frozen,objective_development/competition/413/a3/s2/frozen/delay/lambda8,339fd58aecab6f7f74bd21cbc0cdf0a84fe365f0bc0ad5ce987e7c98710434e2,413,competition,completed,"['a1j0', 'a2j0', 'a1j1', 'a0j1']","[(0, 'a1j0'), (2, 'a2j0'), (6, 'a1j1'), (8, 'a0j1')]"
3,0,20,12,6,48,objective_development,12,delay,2,frozen,objective_development/competition/413/a3/s2/frozen/delay/lambda0,339fd58aecab6f7f74bd21cbc0cdf0a84fe365f0bc0ad5ce987e7c98710434e2,413,competition,completed,"['a1j0', 'a2j0', 'a1j1', 'a0j1']","[(0, 'a1j0'), (2, 'a2j0'), (6, 'a1j1'), (8, 'a0j1')]"
3,4,21,12,6,48,objective_development,12,delay,1,frozen,objective_development/competition/413/a3/s1/frozen/delay/lambda4,339fd58aecab6f7f74bd21cbc0cdf0a84fe365f0bc0ad5ce987e7c98710434e2,413,competition,completed,"['a0j0', 'a1j0', 'a2j0', 'a0j1', 'a1j1', 'a2j1']","[(0, 'a0j0'), (1, 'a1j0'), (2, 'a2j0'), (6, 'a0j1'), (7, 'a1j1'), (8, 'a2j1')]"
3,8,22,12,6,48,objective_development,12,delay,1,frozen,objective_development/competition/413/a3/s1/frozen/delay/lambda8,339fd58aecab6f7f74bd21cbc0cdf0a84fe365f0bc0ad5ce987e7c98710434e2,413,competition,completed,"['a0j0', 'a1j0', 'a2j0', 'a0j1', 'a1j1', 'a2j1']","[(0, 'a0j0'), (1, 'a1j0'), (2, 'a2j0'), (6, 'a0j1'), (7, 'a1j1'), (8, 'a2j1')]"
3,0,23,12,6,48,objective_development,12,delay,1,frozen,objective_development/competition/413/a3/s1/frozen/delay/lambda0,339fd58aecab6f7f74bd21cbc0cdf0a84fe365f0bc0ad5ce987e7c98710434e2,413,competition,completed,"['a0j0', 'a1j0', 'a2j0', 'a0j1', 'a1j1', 'a2j1']","[(0, 'a0j0'), (1, 'a1j0'), (2, 'a2j0'), (6, 'a0j1'), (7, 'a1j1'), (8, 'a2j1')]"
3,8,24,12,6,48,objective_development,12,delay,1,frozen,objective_development/competition/414/a3/s1/frozen/delay/lambda8,bc8e9598ad7816415d771b85baaa711078a822468522f5b64184d98124d07177,414,competition,completed,"['a0j0', 'a1j0', 'a2j0', 'a0j1', 'a1j1', 'a2j1']","[(0, 'a0j0'), (1, 'a1j0'), (2, 'a2j0'), (6, 'a0j1'), (7, 'a1j1'), (8, 'a2j1')]"
3,0,25,12,6,48,objective_development,12,delay,1,frozen,objective_development/competition/414/a3/s1/frozen/delay/lambda0,bc8e9598ad7816415d771b85baaa711078a822468522f5b64184d98124d07177,414,competition,completed,"['a0j0', 'a1j0', 'a2j0', 'a0j1', 'a1j1', 'a2j1']","[(0, 'a0j0'), (1, 'a1j0'), (2, 'a2j0'), (6, 'a0j1'), (7, 'a1j1'), (8, 'a2j1')]"
3,4,26,12,6,48,objective_development,12,delay,1,frozen,objective_development/competition/414/a3/s1/frozen/delay/lambda4,bc8e9598ad7816415d771b85baaa711078a822468522f5b64184d98124d07177,414,competition,completed,"['a0j0', 'a1j0', 'a2j0', 'a0j1', 'a1j1', 'a2j1']","[(0, 'a0j0'), (1, 'a1j0'), (2, 'a2j0'), (6, 'a0j1'), (7, 'a1j1'), (8, 'a2j1')]"
3,8,27,12,6,48,objective_development,12,delay,2,frozen,objective_development/competition/414/a3/s2/frozen/delay/lambda8,bc8e9598ad7816415d771b85baaa711078a822468522f5b64184d98124d07177,414,competition,completed,"['a1j0', 'a2j0', 'a0j1', 'a1j1']","[(0, 'a1j0'), (2, 'a2j0'), (6, 'a0j1'), (8, 'a1j1')]"
3,0,28,12,6,48,objective_development,12,delay,2,frozen,objective_development/competition/414/a3/s2/frozen/delay/lambda0,bc8e9598ad7816415d771b85baaa711078a822468522f5b64184d98124d07177,414,competition,completed,"['a1j0', 'a2j0', 'a0j1', 'a1j1']","[(0, 'a1j0'), (2, 'a2j0'), (6, 'a0j1'), (8, 'a1j1')]"
3,4,29,12,6,48,objective_development,12,delay,2,frozen,objective_development/competition/414/a3/s2/frozen/delay/lambda4,bc8e9598ad7816415d771b85baaa711078a822468522f5b64184d98124d07177,414,competition,completed,"['a1j0', 'a2j0', 'a0j1', 'a1j1']","[(0, 'a1j0'), (2, 'a2j0'), (6, 'a0j1'), (8, 'a1j1')]"
6,8,30,24,18,174,objective_development,36,delay,1,frozen,objective_development/larger/414/a6/s1/frozen/delay/lambda8,d1f27bb0738dc479a13d85d7e195a757085a21dd9227e02324df54c5dd843c62,414,larger,completed,"['a0j0', 'a1j0', 'a2j0', 'a5j0', 'a4j0', 'a2j1', 'a0j1', 'a4j1', 'a1j1', 'a3j1', 'a5j1', 'a0j2', 'a2j2', 'a1j2', 'a3j2', 'a4j2', 'a5j2']","[(0, 'a0j0'), (1, 'a1j0'), (2, 'a2j0'), (3, 'a5j0'), (4, 'a4j0'), (8, 'a2j1'), (9, 'a0j1'), (10, 'a4j1'), (11, 'a1j1'), (12, 'a3j1'), (13, 'a5j1'), (16, 'a0j2'), (17, 'a2j2'), (18, 'a1j2'), (19, 'a3j2'), (20, 'a4j2'), (21, 'a5j2')]"
6,0,31,24,18,174,objective_development,36,delay,1,frozen,objective_development/larger/414/a6/s1/frozen/delay/lambda0,d1f27bb0738dc479a13d85d7e195a757085a21dd9227e02324df54c5dd843c62,414,larger,completed,"['a0j0', 'a1j0', 'a2j0', 'a5j0', 'a4j0', 'a2j1', 'a0j1', 'a4j1', 'a3j1', 'a5j1', 'a0j2', 'a1j2', 'a3j2', 'a4j2']","[(0, 'a0j0'), (1, 'a1j0'), (2, 'a2j0'), (3, 'a5j0'), (4, 'a4j0'), (8, 'a2j1'), (9, 'a0j1'), (10, 'a4j1'), (11, 'a3j1'), (12, 'a5j1'), (16, 'a0j2'), (17, 'a1j2'), (18, 'a3j2'), (19, 'a4j2')]"
6,4,32,24,18,174,objective_development,36,delay,1,frozen,objective_development/larger/414/a6/s1/frozen/delay/lambda4,d1f27bb0738dc479a13d85d7e195a757085a21dd9227e02324df54c5dd843c62,414,larger,completed,"['a0j0', 'a1j0', 'a2j0', 'a5j0', 'a4j0', 'a2j1', 'a0j1', 'a4j1', 'a1j1', 'a3j1', 'a5j1', 'a1j2', 'a2j2', 'a0j2', 'a3j2', 'a4j2', 'a5j2']","[(0, 'a0j0'), (1, 'a1j0'), (2, 'a2j0'), (3, 'a5j0'), (4, 'a4j0'), (8, 'a2j1'), (9, 'a0j1'), (10, 'a4j1'), (11, 'a1j1'), (12, 'a3j1'), (13, 'a5j1'), (16, 'a1j2'), (17, 'a2j2'), (18, 'a0j2'), (19, 'a3j2'), (20, 'a4j2'), (21, 'a5j2')]"
6,8,33,24,18,174,objective_development,36,delay,2,frozen,objective_development/larger/414/a6/s2/frozen/delay/lambda8,d1f27bb0738dc479a13d85d7e195a757085a21dd9227e02324df54c5dd843c62,414,larger,completed,"['a0j0', 'a4j0', 'a0j1', 'a3j1', 'a5j1', 'a0j2', 'a1j2', 'a3j2']","[(0, 'a0j0'), (2, 'a4j0'), (8, 'a0j1'), (10, 'a3j1'), (12, 'a5j1'), (16, 'a0j2'), (18, 'a1j2'), (20, 'a3j2')]"
6,0,34,24,18,174,objective_development,36,delay,2,frozen,objective_development/larger/414/a6/s2/frozen/delay/lambda0,d1f27bb0738dc479a13d85d7e195a757085a21dd9227e02324df54c5dd843c62,414,larger,completed,"['a0j0', 'a4j0', 'a0j1', 'a3j1', 'a5j1', 'a0j2', 'a1j2', 'a3j2']","[(0, 'a0j0'), (2, 'a4j0'), (8, 'a0j1'), (10, 'a3j1'), (12, 'a5j1'), (16, 'a0j2'), (18, 'a1j2'), (20, 'a3j2')]"
6,4,35,24,18,174,objective_development,36,delay,2,frozen,objective_development/larger/414/a6/s2/frozen/delay/lambda4,d1f27bb0738dc479a13d85d7e195a757085a21dd9227e02324df54c5dd843c62,414,larger,completed,"['a0j0', 'a4j0', 'a0j1', 'a3j1', 'a5j1', 'a0j2', 'a1j2', 'a3j2']","[(0, 'a0j0'), (2, 'a4j0'), (8, 'a0j1'), (10, 'a3j1'), (12, 'a5j1'), (16, 'a0j2'), (18, 'a1j2'), (20, 'a3j2')]"
6,0,36,24,18,190,objective_development,36,delay,2,frozen,objective_development/larger/415/a6/s2/frozen/delay/lambda0,e4a07cf697ff1b64ef09c77c6e1b782648685e69f925968e912feb4b11ef53a8,415,larger,completed,"['a2j0', 'a0j0', 'a3j0', 'a5j1', 'a3j1', 'a4j1', 'a1j2', 'a5j2', 'a3j2']","[(0, 'a2j0'), (2, 'a0j0'), (4, 'a3j0'), (8, 'a5j1'), (10, 'a3j1'), (12, 'a4j1'), (16, 'a1j2'), (18, 'a5j2'), (20, 'a3j2')]"
6,4,37,24,18,190,objective_development,36,delay,2,frozen,objective_development/larger/415/a6/s2/frozen/delay/lambda4,e4a07cf697ff1b64ef09c77c6e1b782648685e69f925968e912feb4b11ef53a8,415,larger,completed,"['a2j0', 'a0j0', 'a3j0', 'a5j1', 'a3j1', 'a4j1', 'a1j2', 'a5j2', 'a3j2']","[(0, 'a2j0'), (2, 'a0j0'), (4, 'a3j0'), (8, 'a5j1'), (10, 'a3j1'), (12, 'a4j1'), (16, 'a1j2'), (18, 'a5j2'), (20, 'a3j2')]"
6,8,38,24,18,190,objective_development,36,delay,2,frozen,objective_development/larger/415/a6/s2/frozen/delay/lambda8,e4a07cf697ff1b64ef09c77c6e1b782648685e69f925968e912feb4b11ef53a8,415,larger,completed,"['a2j0', 'a0j0', 'a3j0', 'a1j1', 'a3j1', 'a4j1', 'a1j2', 'a5j2', 'a3j2']","[(0, 'a2j0'), (2, 'a0j0'), (4, 'a3j0'), (8, 'a1j1'), (10, 'a3j1'), (12, 'a4j1'), (16, 'a1j2'), (18, 'a5j2'), (20, 'a3j2')]"
6,0,39,24,18,190,objective_development,36,delay,1,frozen,objective_development/larger/415/a6/s1/frozen/delay/lambda0,e4a07cf697ff1b64ef09c77c6e1b782648685e69f925968e912feb4b11ef53a8,415,larger,completed,"['a2j0', 'a4j0', 'a0j0', 'a1j0', 'a5j0', 'a3j0', 'a5j1', 'a0j1', 'a3j1', 'a4j1', 'a1j2', 'a3j2', 'a4j2', 'a5j2']","[(0, 'a2j0'), (1, 'a4j0'), (2, 'a0j0'), (3, 'a1j0'), (4, 'a5j0'), (5, 'a3j0'), (8, 'a5j1'), (9, 'a0j1'), (10, 'a3j1'), (11, 'a4j1'), (16, 'a1j2'), (17, 'a3j2'), (18, 'a4j2'), (19, 'a5j2')]"
6,4,40,24,18,190,objective_development,36,delay,1,frozen,objective_development/larger/415/a6/s1/frozen/delay/lambda4,e4a07cf697ff1b64ef09c77c6e1b782648685e69f925968e912feb4b11ef53a8,415,larger,completed,"['a2j0', 'a4j0', 'a0j0', 'a1j0', 'a5j0', 'a3j0', 'a5j1', 'a0j1', 'a2j1', 'a3j1', 'a4j1', 'a1j2', 'a3j2', 'a4j2', 'a5j2']","[(0, 'a2j0'), (1, 'a4j0'), (2, 'a0j0'), (3, 'a1j0'), (4, 'a5j0'), (5, 'a3j0'), (8, 'a5j1'), (9, 'a0j1'), (10, 'a2j1'), (11, 'a3j1'), (12, 'a4j1'), (16, 'a1j2'), (17, 'a3j2'), (18, 'a4j2'), (19, 'a5j2')]"
6,8,41,24,18,190,objective_development,36,delay,1,frozen,objective_development/larger/415/a6/s1/frozen/delay/lambda8,e4a07cf697ff1b64ef09c77c6e1b782648685e69f925968e912feb4b11ef53a8,415,larger,completed,"['a2j0', 'a4j0', 'a0j0', 'a1j0', 'a5j0', 'a3j0', 'a5j1', 'a0j1', 'a2j1', 'a3j1', 'a4j1', 'a1j2', 'a4j2', 'a2j2', 'a5j2', 'a3j2']","[(0, 'a2j0'), (1, 'a4j0'), (2, 'a0j0'), (3, 'a1j0'), (4, 'a5j0'), (5, 'a3j0'), (8, 'a5j1'), (9, 'a0j1'), (10, 'a2j1'), (11, 'a3j1'), (12, 'a4j1'), (16, 'a1j2'), (17, 'a4j2'), (18, 'a2j2'), (19, 'a5j2'), (20, 'a3j2')]"
3,0,42,12,6,48,objective_development,12,delay,2,frozen,objective_development/competition/415/a3/s2/frozen/delay/lambda0,6b42cbddfcbf36a65c184d99624f0017580e480c25dae807dbd39c49bb52b168,415,competition,completed,"['a1j0', 'a0j0', 'a1j1', 'a2j1']","[(0, 'a1j0'), (2, 'a0j0'), (6, 'a1j1'), (8, 'a2j1')]"
3,4,43,12,6,48,objective_development,12,delay,2,frozen,objective_development/competition/415/a3/s2/frozen/delay/lambda4,6b42cbddfcbf36a65c184d99624f0017580e480c25dae807dbd39c49bb52b168,415,competition,completed,"['a1j0', 'a0j0', 'a1j1', 'a2j1']","[(0, 'a1j0'), (2, 'a0j0'), (6, 'a1j1'), (8, 'a2j1')]"
3,8,44,12,6,48,objective_development,12,delay,2,frozen,objective_development/competition/415/a3/s2/frozen/delay/lambda8,6b42cbddfcbf36a65c184d99624f0017580e480c25dae807dbd39c49bb52b168,415,competition,completed,"['a1j0', 'a0j0', 'a1j1', 'a2j1']","[(0, 'a1j0'), (2, 'a0j0'), (6, 'a1j1'), (8, 'a2j1')]"
3,0,45,12,6,48,objective_development,12,delay,1,frozen,objective_development/competition/415/a3/s1/frozen/delay/lambda0,6b42cbddfcbf36a65c184d99624f0017580e480c25dae807dbd39c49bb52b168,415,competition,completed,"['a0j0', 'a1j0', 'a2j0', 'a0j1', 'a1j1', 'a2j1']","[(0, 'a0j0'), (1, 'a1j0'), (2, 'a2j0'), (6, 'a0j1'), (7, 'a1j1'), (8, 'a2j1')]"
3,4,46,12,6,48,objective_development,12,delay,1,frozen,objective_development/competition/415/a3/s1/frozen/delay/lambda4,6b42cbddfcbf36a65c184d99624f0017580e480c25dae807dbd39c49bb52b168,415,competition,completed,"['a0j0', 'a1j0', 'a2j0', 'a0j1', 'a1j1', 'a2j1']","[(0, 'a0j0'), (1, 'a1j0'), (2, 'a2j0'), (6, 'a0j1'), (7, 'a1j1'), (8, 'a2j1')]"
3,8,47,12,6,48,objective_development,12,delay,1,frozen,objective_development/competition/415/a3/s1/frozen/delay/lambda8,6b42cbddfcbf36a65c184d99624f0017580e480c25dae807dbd39c49bb52b168,415,competition,completed,"['a0j0', 'a1j0', 'a2j0', 'a0j1', 'a1j1', 'a2j1']","[(0, 'a0j0'), (1, 'a1j0'), (2, 'a2j0'), (6, 'a0j1'), (7, 'a1j1'), (8, 'a2j1')]"
