agents,closure_penalty,execution_index,horizon,jobs,loss_upper_bound,phase,planned_calls,policy,review_ticks,risk,run_id,scenario_hash,seed,workload,agent_id,status,closed_jobs,loss,incorrect_jobs,initial_errors,corrections
3,0,3,12,2,48,objective_development,12,delay,2,frozen,objective_development/competition/412/a3/s2/frozen/delay/lambda0,c7ee5b55d3fd1ba5400052265dd28b8dfef2ac3819d5bcdd7ee0c700617d1797,412,competition,2,completed,2,0,0,0,0
3,4,4,12,2,48,objective_development,12,delay,2,frozen,objective_development/competition/412/a3/s2/frozen/delay/lambda4,c7ee5b55d3fd1ba5400052265dd28b8dfef2ac3819d5bcdd7ee0c700617d1797,412,competition,0,completed,2,0,0,2,2
3,4,4,12,2,48,objective_development,12,delay,2,frozen,objective_development/competition/412/a3/s2/frozen/delay/lambda4,c7ee5b55d3fd1ba5400052265dd28b8dfef2ac3819d5bcdd7ee0c700617d1797,412,competition,1,completed,2,4,1,1,0
3,4,4,12,2,48,objective_development,12,delay,2,frozen,objective_development/competition/412/a3/s2/frozen/delay/lambda4,c7ee5b55d3fd1ba5400052265dd28b8dfef2ac3819d5bcdd7ee0c700617d1797,412,competition,2,completed,2,0,0,0,0
3,8,5,12,2,48,objective_development,12,delay,2,frozen,objective_development/competition/412/a3/s2/frozen/delay/lambda8,c7ee5b55d3fd1ba5400052265dd28b8dfef2ac3819d5bcdd7ee0c700617d1797,412,competition,0,completed,2,0,0,2,2
3,8,5,12,2,48,objective_development,12,delay,2,frozen,objective_development/competition/412/a3/s2/frozen/delay/lambda8,c7ee5b55d3fd1ba5400052265dd28b8dfef2ac3819d5bcdd7ee0c700617d1797,412,competition,1,completed,2,4,1,1,0
3,8,5,12,2,48,objective_development,12,delay,2,frozen,objective_development/competition/412/a3/s2/frozen/delay/lambda8,c7ee5b55d3fd1ba5400052265dd28b8dfef2ac3819d5bcdd7ee0c700617d1797,412,competition,2,completed,2,0,0,0,0
6,0,6,24,3,210,objective_development,36,delay,1,frozen,objective_development/larger/412/a6/s1/frozen/delay/lambda0,b1cc9d538ab4be3713eef556528d6ba1cc4b990867e701479041e8815f9e1c8f,412,larger,0,completed,3,0,0,0,0
6,0,6,24,3,210,objective_development,36,delay,1,frozen,objective_development/larger/412/a6/s1/frozen/delay/lambda0,b1cc9d538ab4be3713eef556528d6ba1cc4b990867e701479041e8815f9e1c8f,412,larger,1,completed,3,6,0,1,1
6,0,6,24,3,210,objective_development,36,delay,1,frozen,objective_development/larger/412/a6/s1/frozen/delay/lambda0,b1cc9d538ab4be3713eef556528d6ba1cc4b990867e701479041e8815f9e1c8f,412,larger,2,completed,3,0,0,0,0
6,0,6,24,3,210,objective_development,36,delay,1,frozen,objective_development/larger/412/a6/s1/frozen/delay/lambda0,b1cc9d538ab4be3713eef556528d6ba1cc4b990867e701479041e8815f9e1c8f,412,larger,3,completed,3,0,0,0,0
6,0,6,24,3,210,objective_development,36,delay,1,frozen,objective_development/larger/412/a6/s1/frozen/delay/lambda0,b1cc9d538ab4be3713eef556528d6ba1cc4b990867e701479041e8815f9e1c8f,412,larger,4,completed,3,0,0,0,0
6,0,6,24,3,210,objective_development,36,delay,1,frozen,objective_development/larger/412/a6/s1/frozen/delay/lambda0,b1cc9d538ab4be3713eef556528d6ba1cc4b990867e701479041e8815f9e1c8f,412,larger,5,completed,3,0,0,0,0
6,4,7,24,3,210,objective_development,36,delay,1,frozen,objective_development/larger/412/a6/s1/frozen/delay/lambda4,b1cc9d538ab4be3713eef556528d6ba1cc4b990867e701479041e8815f9e1c8f,412,larger,0,completed,3,0,0,0,0
6,4,7,24,3,210,objective_development,36,delay,1,frozen,objective_development/larger/412/a6/s1/frozen/delay/lambda4,b1cc9d538ab4be3713eef556528d6ba1cc4b990867e701479041e8815f9e1c8f,412,larger,1,completed,3,3,0,1,1
6,4,7,24,3,210,objective_development,36,delay,1,frozen,objective_development/larger/412/a6/s1/frozen/delay/lambda4,b1cc9d538ab4be3713eef556528d6ba1cc4b990867e701479041e8815f9e1c8f,412,larger,2,completed,3,0,0,0,0
6,4,7,24,3,210,objective_development,36,delay,1,frozen,objective_development/larger/412/a6/s1/frozen/delay/lambda4,b1cc9d538ab4be3713eef556528d6ba1cc4b990867e701479041e8815f9e1c8f,412,larger,3,completed,3,0,0,0,0
6,4,7,24,3,210,objective_development,36,delay,1,frozen,objective_development/larger/412/a6/s1/frozen/delay/lambda4,b1cc9d538ab4be3713eef556528d6ba1cc4b990867e701479041e8815f9e1c8f,412,larger,4,completed,3,0,0,0,0
6,4,7,24,3,210,objective_development,36,delay,1,frozen,objective_development/larger/412/a6/s1/frozen/delay/lambda4,b1cc9d538ab4be3713eef556528d6ba1cc4b990867e701479041e8815f9e1c8f,412,larger,5,completed,3,0,0,0,0
6,8,8,24,3,210,objective_development,36,delay,1,frozen,objective_development/larger/412/a6/s1/frozen/delay/lambda8,b1cc9d538ab4be3713eef556528d6ba1cc4b990867e701479041e8815f9e1c8f,412,larger,0,completed,3,0,0,0,0
6,8,8,24,3,210,objective_development,36,delay,1,frozen,objective_development/larger/412/a6/s1/frozen/delay/lambda8,b1cc9d538ab4be3713eef556528d6ba1cc4b990867e701479041e8815f9e1c8f,412,larger,1,completed,3,3,0,1,1
6,8,8,24,3,210,objective_development,36,delay,1,frozen,objective_development/larger/412/a6/s1/frozen/delay/lambda8,b1cc9d538ab4be3713eef556528d6ba1cc4b990867e701479041e8815f9e1c8f,412,larger,2,completed,3,0,0,0,0
6,8,8,24,3,210,objective_development,36,delay,1,frozen,objective_development/larger/412/a6/s1/frozen/delay/lambda8,b1cc9d538ab4be3713eef556528d6ba1cc4b990867e701479041e8815f9e1c8f,412,larger,3,completed,3,0,0,0,0
6,8,8,24,3,210,objective_development,36,delay,1,frozen,objective_development/larger/412/a6/s1/frozen/delay/lambda8,b1cc9d538ab4be3713eef556528d6ba1cc4b990867e701479041e8815f9e1c8f,412,larger,4,completed,3,0,0,0,0
6,8,8,24,3,210,objective_development,36,delay,1,frozen,objective_development/larger/412/a6/s1/frozen/delay/lambda8,b1cc9d538ab4be3713eef556528d6ba1cc4b990867e701479041e8815f9e1c8f,412,larger,5,completed,3,0,0,0,0
6,0,9,24,3,210,objective_development,36,delay,2,frozen,objective_development/larger/412/a6/s2/frozen/delay/lambda0,b1cc9d538ab4be3713eef556528d6ba1cc4b990867e701479041e8815f9e1c8f,412,larger,0,completed,3,0,0,0,0
6,0,9,24,3,210,objective_development,36,delay,2,frozen,objective_development/larger/412/a6/s2/frozen/delay/lambda0,b1cc9d538ab4be3713eef556528d6ba1cc4b990867e701479041e8815f9e1c8f,412,larger,1,completed,3,9,0,1,1
6,0,9,24,3,210,objective_development,36,delay,2,frozen,objective_development/larger/412/a6/s2/frozen/delay/lambda0,b1cc9d538ab4be3713eef556528d6ba1cc4b990867e701479041e8815f9e1c8f,412,larger,2,completed,3,0,0,0,0
6,0,9,24,3,210,objective_development,36,delay,2,frozen,objective_development/larger/412/a6/s2/frozen/delay/lambda0,b1cc9d538ab4be3713eef556528d6ba1cc4b990867e701479041e8815f9e1c8f,412,larger,3,completed,3,0,0,0,0
6,0,9,24,3,210,objective_development,36,delay,2,frozen,objective_development/larger/412/a6/s2/frozen/delay/lambda0,b1cc9d538ab4be3713eef556528d6ba1cc4b990867e701479041e8815f9e1c8f,412,larger,4,completed,3,0,0,0,0
6,0,9,24,3,210,objective_development,36,delay,2,frozen,objective_development/larger/412/a6/s2/frozen/delay/lambda0,b1cc9d538ab4be3713eef556528d6ba1cc4b990867e701479041e8815f9e1c8f,412,larger,5,completed,3,0,0,0,0
6,4,10,24,3,210,objective_development,36,delay,2,frozen,objective_development/larger/412/a6/s2/frozen/delay/lambda4,b1cc9d538ab4be3713eef556528d6ba1cc4b990867e701479041e8815f9e1c8f,412,larger,0,completed,3,0,0,0,0
6,4,10,24,3,210,objective_development,36,delay,2,frozen,objective_development/larger/412/a6/s2/frozen/delay/lambda4,b1cc9d538ab4be3713eef556528d6ba1cc4b990867e701479041e8815f9e1c8f,412,larger,1,completed,3,9,0,1,1
6,4,10,24,3,210,objective_development,36,delay,2,frozen,objective_development/larger/412/a6/s2/frozen/delay/lambda4,b1cc9d538ab4be3713eef556528d6ba1cc4b990867e701479041e8815f9e1c8f,412,larger,2,completed,3,0,0,0,0
6,4,10,24,3,210,objective_development,36,delay,2,frozen,objective_development/larger/412/a6/s2/frozen/delay/lambda4,b1cc9d538ab4be3713eef556528d6ba1cc4b990867e701479041e8815f9e1c8f,412,larger,3,completed,3,0,0,0,0
6,4,10,24,3,210,objective_development,36,delay,2,frozen,objective_development/larger/412/a6/s2/frozen/delay/lambda4,b1cc9d538ab4be3713eef556528d6ba1cc4b990867e701479041e8815f9e1c8f,412,larger,4,completed,3,0,0,0,0
6,4,10,24,3,210,objective_development,36,delay,2,frozen,objective_development/larger/412/a6/s2/frozen/delay/lambda4,b1cc9d538ab4be3713eef556528d6ba1cc4b990867e701479041e8815f9e1c8f,412,larger,5,completed,3,0,0,0,0
6,8,11,24,3,210,objective_development,36,delay,2,frozen,objective_development/larger/412/a6/s2/frozen/delay/lambda8,b1cc9d538ab4be3713eef556528d6ba1cc4b990867e701479041e8815f9e1c8f,412,larger,0,completed,3,0,0,0,0
6,8,11,24,3,210,objective_development,36,delay,2,frozen,objective_development/larger/412/a6/s2/frozen/delay/lambda8,b1cc9d538ab4be3713eef556528d6ba1cc4b990867e701479041e8815f9e1c8f,412,larger,1,completed,3,9,0,1,1
6,8,11,24,3,210,objective_development,36,delay,2,frozen,objective_development/larger/412/a6/s2/frozen/delay/lambda8,b1cc9d538ab4be3713eef556528d6ba1cc4b990867e701479041e8815f9e1c8f,412,larger,2,completed,3,0,0,0,0
6,8,11,24,3,210,objective_development,36,delay,2,frozen,objective_development/larger/412/a6/s2/frozen/delay/lambda8,b1cc9d538ab4be3713eef556528d6ba1cc4b990867e701479041e8815f9e1c8f,412,larger,3,completed,3,0,0,0,0
6,8,11,24,3,210,objective_development,36,delay,2,frozen,objective_development/larger/412/a6/s2/frozen/delay/lambda8,b1cc9d538ab4be3713eef556528d6ba1cc4b990867e701479041e8815f9e1c8f,412,larger,4,completed,3,0,0,0,0
6,8,11,24,3,210,objective_development,36,delay,2,frozen,objective_development/larger/412/a6/s2/frozen/delay/lambda8,b1cc9d538ab4be3713eef556528d6ba1cc4b990867e701479041e8815f9e1c8f,412,larger,5,completed,3,0,0,0,0
6,4,12,24,3,212,objective_development,36,delay,2,frozen,objective_development/larger/413/a6/s2/frozen/delay/lambda4,1e4b18e0e15621ba6cf6be21070fc60045f531732faf400f01f981d3f6df4b36,413,larger,0,completed,3,0,0,0,0
6,4,12,24,3,212,objective_development,36,delay,2,frozen,objective_development/larger/413/a6/s2/frozen/delay/lambda4,1e4b18e0e15621ba6cf6be21070fc60045f531732faf400f01f981d3f6df4b36,413,larger,1,completed,3,17,0,2,2
6,4,12,24,3,212,objective_development,36,delay,2,frozen,objective_development/larger/413/a6/s2/frozen/delay/lambda4,1e4b18e0e15621ba6cf6be21070fc60045f531732faf400f01f981d3f6df4b36,413,larger,2,completed,3,12,0,2,2
6,4,12,24,3,212,objective_development,36,delay,2,frozen,objective_development/larger/413/a6/s2/frozen/delay/lambda4,1e4b18e0e15621ba6cf6be21070fc60045f531732faf400f01f981d3f6df4b36,413,larger,3,completed,3,10,1,1,0
6,4,12,24,3,212,objective_development,36,delay,2,frozen,objective_development/larger/413/a6/s2/frozen/delay/lambda4,1e4b18e0e15621ba6cf6be21070fc60045f531732faf400f01f981d3f6df4b36,413,larger,4,completed,3,8,1,1,0
6,4,12,24,3,212,objective_development,36,delay,2,frozen,objective_development/larger/413/a6/s2/frozen/delay/lambda4,1e4b18e0e15621ba6cf6be21070fc60045f531732faf400f01f981d3f6df4b36,413,larger,5,completed,3,0,0,0,0
6,8,13,24,3,212,objective_development,36,delay,2,frozen,objective_development/larger/413/a6/s2/frozen/delay/lambda8,1e4b18e0e15621ba6cf6be21070fc60045f531732faf400f01f981d3f6df4b36,413,larger,0,completed,3,0,0,0,0
6,8,13,24,3,212,objective_development,36,delay,2,frozen,objective_development/larger/413/a6/s2/frozen/delay/lambda8,1e4b18e0e15621ba6cf6be21070fc60045f531732faf400f01f981d3f6df4b36,413,larger,1,completed,3,17,0,2,2
6,8,13,24,3,212,objective_development,36,delay,2,frozen,objective_development/larger/413/a6/s2/frozen/delay/lambda8,1e4b18e0e15621ba6cf6be21070fc60045f531732faf400f01f981d3f6df4b36,413,larger,2,completed,3,8,0,2,2
6,8,13,24,3,212,objective_development,36,delay,2,frozen,objective_development/larger/413/a6/s2/frozen/delay/lambda8,1e4b18e0e15621ba6cf6be21070fc60045f531732faf400f01f981d3f6df4b36,413,larger,3,completed,3,10,1,1,0
6,8,13,24,3,212,objective_development,36,delay,2,frozen,objective_development/larger/413/a6/s2/frozen/delay/lambda8,1e4b18e0e15621ba6cf6be21070fc60045f531732faf400f01f981d3f6df4b36,413,larger,4,completed,3,8,1,1,0
6,8,13,24,3,212,objective_development,36,delay,2,frozen,objective_development/larger/413/a6/s2/frozen/delay/lambda8,1e4b18e0e15621ba6cf6be21070fc60045f531732faf400f01f981d3f6df4b36,413,larger,5,completed,3,0,0,0,0
6,0,14,24,3,212,objective_development,36,delay,2,frozen,objective_development/larger/413/a6/s2/frozen/delay/lambda0,1e4b18e0e15621ba6cf6be21070fc60045f531732faf400f01f981d3f6df4b36,413,larger,0,completed,3,0,0,0,0
6,0,14,24,3,212,objective_development,36,delay,2,frozen,objective_development/larger/413/a6/s2/frozen/delay/lambda0,1e4b18e0e15621ba6cf6be21070fc60045f531732faf400f01f981d3f6df4b36,413,larger,1,completed,3,17,0,2,2
6,0,14,24,3,212,objective_development,36,delay,2,frozen,objective_development/larger/413/a6/s2/frozen/delay/lambda0,1e4b18e0e15621ba6cf6be21070fc60045f531732faf400f01f981d3f6df4b36,413,larger,2,completed,3,12,0,2,2
6,0,14,24,3,212,objective_development,36,delay,2,frozen,objective_development/larger/413/a6/s2/frozen/delay/lambda0,1e4b18e0e15621ba6cf6be21070fc60045f531732faf400f01f981d3f6df4b36,413,larger,3,completed,3,10,1,1,0
6,0,14,24,3,212,objective_development,36,delay,2,frozen,objective_development/larger/413/a6/s2/frozen/delay/lambda0,1e4b18e0e15621ba6cf6be21070fc60045f531732faf400f01f981d3f6df4b36,413,larger,4,completed,3,8,1,1,0
6,0,14,24,3,212,objective_development,36,delay,2,frozen,objective_development/larger/413/a6/s2/frozen/delay/lambda0,1e4b18e0e15621ba6cf6be21070fc60045f531732faf400f01f981d3f6df4b36,413,larger,5,completed,3,0,0,0,0
6,4,15,24,3,212,objective_development,36,delay,1,frozen,objective_development/larger/413/a6/s1/frozen/delay/lambda4,1e4b18e0e15621ba6cf6be21070fc60045f531732faf400f01f981d3f6df4b36,413,larger,0,completed,3,0,0,0,0
6,4,15,24,3,212,objective_development,36,delay,1,frozen,objective_development/larger/413/a6/s1/frozen/delay/lambda4,1e4b18e0e15621ba6cf6be21070fc60045f531732faf400f01f981d3f6df4b36,413,larger,1,completed,3,4,0,2,2
6,4,15,24,3,212,objective_development,36,delay,1,frozen,objective_development/larger/413/a6/s1/frozen/delay/lambda4,1e4b18e0e15621ba6cf6be21070fc60045f531732faf400f01f981d3f6df4b36,413,larger,2,completed,3,5,0,2,2
6,4,15,24,3,212,objective_development,36,delay,1,frozen,objective_development/larger/413/a6/s1/frozen/delay/lambda4,1e4b18e0e15621ba6cf6be21070fc60045f531732faf400f01f981d3f6df4b36,413,larger,3,completed,3,3,0,1,1
6,4,15,24,3,212,objective_development,36,delay,1,frozen,objective_development/larger/413/a6/s1/frozen/delay/lambda4,1e4b18e0e15621ba6cf6be21070fc60045f531732faf400f01f981d3f6df4b36,413,larger,4,completed,3,4,0,1,1
6,4,15,24,3,212,objective_development,36,delay,1,frozen,objective_development/larger/413/a6/s1/frozen/delay/lambda4,1e4b18e0e15621ba6cf6be21070fc60045f531732faf400f01f981d3f6df4b36,413,larger,5,completed,3,0,0,0,0
6,8,16,24,3,212,objective_development,36,delay,1,frozen,objective_development/larger/413/a6/s1/frozen/delay/lambda8,1e4b18e0e15621ba6cf6be21070fc60045f531732faf400f01f981d3f6df4b36,413,larger,0,completed,3,0,0,0,0
6,8,16,24,3,212,objective_development,36,delay,1,frozen,objective_development/larger/413/a6/s1/frozen/delay/lambda8,1e4b18e0e15621ba6cf6be21070fc60045f531732faf400f01f981d3f6df4b36,413,larger,1,completed,3,4,0,2,2
6,8,16,24,3,212,objective_development,36,delay,1,frozen,objective_development/larger/413/a6/s1/frozen/delay/lambda8,1e4b18e0e15621ba6cf6be21070fc60045f531732faf400f01f981d3f6df4b36,413,larger,2,completed,3,6,0,2,2
6,8,16,24,3,212,objective_development,36,delay,1,frozen,objective_development/larger/413/a6/s1/frozen/delay/lambda8,1e4b18e0e15621ba6cf6be21070fc60045f531732faf400f01f981d3f6df4b36,413,larger,3,completed,3,6,0,1,1
6,8,16,24,3,212,objective_development,36,delay,1,frozen,objective_development/larger/413/a6/s1/frozen/delay/lambda8,1e4b18e0e15621ba6cf6be21070fc60045f531732faf400f01f981d3f6df4b36,413,larger,4,completed,3,4,0,1,1
6,8,16,24,3,212,objective_development,36,delay,1,frozen,objective_development/larger/413/a6/s1/frozen/delay/lambda8,1e4b18e0e15621ba6cf6be21070fc60045f531732faf400f01f981d3f6df4b36,413,larger,5,completed,3,0,0,0,0
6,0,17,24,3,212,objective_development,36,delay,1,frozen,objective_development/larger/413/a6/s1/frozen/delay/lambda0,1e4b18e0e15621ba6cf6be21070fc60045f531732faf400f01f981d3f6df4b36,413,larger,0,completed,3,0,0,0,0
6,0,17,24,3,212,objective_development,36,delay,1,frozen,objective_development/larger/413/a6/s1/frozen/delay/lambda0,1e4b18e0e15621ba6cf6be21070fc60045f531732faf400f01f981d3f6df4b36,413,larger,1,completed,3,4,0,2,2
6,0,17,24,3,212,objective_development,36,delay,1,frozen,objective_development/larger/413/a6/s1/frozen/delay/lambda0,1e4b18e0e15621ba6cf6be21070fc60045f531732faf400f01f981d3f6df4b36,413,larger,2,completed,3,5,0,2,2
6,0,17,24,3,212,objective_development,36,delay,1,frozen,objective_development/larger/413/a6/s1/frozen/delay/lambda0,1e4b18e0e15621ba6cf6be21070fc60045f531732faf400f01f981d3f6df4b36,413,larger,3,completed,3,3,0,1,1
6,0,17,24,3,212,objective_development,36,delay,1,frozen,objective_development/larger/413/a6/s1/frozen/delay/lambda0,1e4b18e0e15621ba6cf6be21070fc60045f531732faf400f01f981d3f6df4b36,413,larger,4,completed,3,4,0,1,1
6,0,17,24,3,212,objective_development,36,delay,1,frozen,objective_development/larger/413/a6/s1/frozen/delay/lambda0,1e4b18e0e15621ba6cf6be21070fc60045f531732faf400f01f981d3f6df4b36,413,larger,5,completed,3,0,0,0,0
3,4,18,12,2,48,objective_development,12,delay,2,frozen,objective_development/competition/413/a3/s2/frozen/delay/lambda4,339fd58aecab6f7f74bd21cbc0cdf0a84fe365f0bc0ad5ce987e7c98710434e2,413,competition,0,completed,2,0,0,1,1
3,4,18,12,2,48,objective_development,12,delay,2,frozen,objective_development/competition/413/a3/s2/frozen/delay/lambda4,339fd58aecab6f7f74bd21cbc0cdf0a84fe365f0bc0ad5ce987e7c98710434e2,413,competition,1,completed,2,0,0,0,0
3,4,18,12,2,48,objective_development,12,delay,2,frozen,objective_development/competition/413/a3/s2/frozen/delay/lambda4,339fd58aecab6f7f74bd21cbc0cdf0a84fe365f0bc0ad5ce987e7c98710434e2,413,competition,2,completed,2,4,1,1,0
3,8,19,12,2,48,objective_development,12,delay,2,frozen,objective_development/competition/413/a3/s2/frozen/delay/lambda8,339fd58aecab6f7f74bd21cbc0cdf0a84fe365f0bc0ad5ce987e7c98710434e2,413,competition,0,completed,2,0,0,1,1
3,8,19,12,2,48,objective_development,12,delay,2,frozen,objective_development/competition/413/a3/s2/frozen/delay/lambda8,339fd58aecab6f7f74bd21cbc0cdf0a84fe365f0bc0ad5ce987e7c98710434e2,413,competition,1,completed,2,0,0,0,0
3,8,19,12,2,48,objective_development,12,delay,2,frozen,objective_development/competition/413/a3/s2/frozen/delay/lambda8,339fd58aecab6f7f74bd21cbc0cdf0a84fe365f0bc0ad5ce987e7c98710434e2,413,competition,2,completed,2,4,1,1,0
3,0,20,12,2,48,objective_development,12,delay,2,frozen,objective_development/competition/413/a3/s2/frozen/delay/lambda0,339fd58aecab6f7f74bd21cbc0cdf0a84fe365f0bc0ad5ce987e7c98710434e2,413,competition,0,completed,2,0,0,1,1
3,0,20,12,2,48,objective_development,12,delay,2,frozen,objective_development/competition/413/a3/s2/frozen/delay/lambda0,339fd58aecab6f7f74bd21cbc0cdf0a84fe365f0bc0ad5ce987e7c98710434e2,413,competition,1,completed,2,0,0,0,0
3,0,20,12,2,48,objective_development,12,delay,2,frozen,objective_development/competition/413/a3/s2/frozen/delay/lambda0,339fd58aecab6f7f74bd21cbc0cdf0a84fe365f0bc0ad5ce987e7c98710434e2,413,competition,2,completed,2,4,1,1,0
3,4,21,12,2,48,objective_development,12,delay,1,frozen,objective_development/competition/413/a3/s1/frozen/delay/lambda4,339fd58aecab6f7f74bd21cbc0cdf0a84fe365f0bc0ad5ce987e7c98710434e2,413,competition,0,completed,2,0,0,1,1
3,4,21,12,2,48,objective_development,12,delay,1,frozen,objective_development/competition/413/a3/s1/frozen/delay/lambda4,339fd58aecab6f7f74bd21cbc0cdf0a84fe365f0bc0ad5ce987e7c98710434e2,413,competition,1,completed,2,0,0,0,0
3,4,21,12,2,48,objective_development,12,delay,1,frozen,objective_development/competition/413/a3/s1/frozen/delay/lambda4,339fd58aecab6f7f74bd21cbc0cdf0a84fe365f0bc0ad5ce987e7c98710434e2,413,competition,2,completed,2,0,0,1,1
3,8,22,12,2,48,objective_development,12,delay,1,frozen,objective_development/competition/413/a3/s1/frozen/delay/lambda8,339fd58aecab6f7f74bd21cbc0cdf0a84fe365f0bc0ad5ce987e7c98710434e2,413,competition,0,completed,2,0,0,1,1
3,8,22,12,2,48,objective_development,12,delay,1,frozen,objective_development/competition/413/a3/s1/frozen/delay/lambda8,339fd58aecab6f7f74bd21cbc0cdf0a84fe365f0bc0ad5ce987e7c98710434e2,413,competition,1,completed,2,0,0,0,0
3,8,22,12,2,48,objective_development,12,delay,1,frozen,objective_development/competition/413/a3/s1/frozen/delay/lambda8,339fd58aecab6f7f74bd21cbc0cdf0a84fe365f0bc0ad5ce987e7c98710434e2,413,competition,2,completed,2,0,0,1,1
3,0,23,12,2,48,objective_development,12,delay,1,frozen,objective_development/competition/413/a3/s1/frozen/delay/lambda0,339fd58aecab6f7f74bd21cbc0cdf0a84fe365f0bc0ad5ce987e7c98710434e2,413,competition,0,completed,2,0,0,1,1
3,0,23,12,2,48,objective_development,12,delay,1,frozen,objective_development/competition/413/a3/s1/frozen/delay/lambda0,339fd58aecab6f7f74bd21cbc0cdf0a84fe365f0bc0ad5ce987e7c98710434e2,413,competition,1,completed,2,0,0,0,0
3,0,23,12,2,48,objective_development,12,delay,1,frozen,objective_development/competition/413/a3/s1/frozen/delay/lambda0,339fd58aecab6f7f74bd21cbc0cdf0a84fe365f0bc0ad5ce987e7c98710434e2,413,competition,2,completed,2,0,0,1,1
3,8,24,12,2,48,objective_development,12,delay,1,frozen,objective_development/competition/414/a3/s1/frozen/delay/lambda8,bc8e9598ad7816415d771b85baaa711078a822468522f5b64184d98124d07177,414,competition,0,completed,2,0,0,2,2
3,8,24,12,2,48,objective_development,12,delay,1,frozen,objective_development/competition/414/a3/s1/frozen/delay/lambda8,bc8e9598ad7816415d771b85baaa711078a822468522f5b64184d98124d07177,414,competition,1,completed,2,0,0,0,0
3,8,24,12,2,48,objective_development,12,delay,1,frozen,objective_development/competition/414/a3/s1/frozen/delay/lambda8,bc8e9598ad7816415d771b85baaa711078a822468522f5b64184d98124d07177,414,competition,2,completed,2,0,0,0,0
3,0,25,12,2,48,objective_development,12,delay,1,frozen,objective_development/competition/414/a3/s1/frozen/delay/lambda0,bc8e9598ad7816415d771b85baaa711078a822468522f5b64184d98124d07177,414,competition,0,completed,2,0,0,2,2
3,0,25,12,2,48,objective_development,12,delay,1,frozen,objective_development/competition/414/a3/s1/frozen/delay/lambda0,bc8e9598ad7816415d771b85baaa711078a822468522f5b64184d98124d07177,414,competition,1,completed,2,0,0,0,0
3,0,25,12,2,48,objective_development,12,delay,1,frozen,objective_development/competition/414/a3/s1/frozen/delay/lambda0,bc8e9598ad7816415d771b85baaa711078a822468522f5b64184d98124d07177,414,competition,2,completed,2,0,0,0,0
3,4,26,12,2,48,objective_development,12,delay,1,frozen,objective_development/competition/414/a3/s1/frozen/delay/lambda4,bc8e9598ad7816415d771b85baaa711078a822468522f5b64184d98124d07177,414,competition,0,completed,2,0,0,2,2
