variant,review_duration,comparison,metric,bundles,mean_difference,ci_low,ci_high,wins,ties,losses
approve_block,2,search-edf,review_busy_ticks,32,0.0,0.0,0.0,0,32,0
approve_block,2,search-fcfs,operational_loss,32,-0.875,-1.6666666666666667,-0.25,6,26,0
approve_block,2,search-fcfs,task_completed,32,0.0,0.0,0.0,0,32,0
approve_block,2,search-fcfs,wrong_transactions,32,-0.12499999999999999,-0.23958333333333331,-0.03125,5,27,0
approve_block,2,search-fcfs,review_busy_ticks,32,0.16666666666666663,0.0,0.35416666666666663,0,29,3
approve_block,2,search-uncertainty,operational_loss,32,0.125,-0.16666666666666663,0.49999999999999994,1,29,2
approve_block,2,search-uncertainty,task_completed,32,0.0,0.0,0.0,0,32,0
approve_block,2,search-uncertainty,wrong_transactions,32,0.010416666666666668,-0.05208333333333333,0.07291666666666666,1,29,2
approve_block,2,search-uncertainty,review_busy_ticks,32,0.43749999999999994,0.20833333333333331,0.7083333333333331,0,22,10
approve_block,2,search-no_review,operational_loss,32,-3.0416666666666665,-4.75,-1.6666666666666663,15,17,0
approve_block,2,search-no_review,task_completed,32,0.0,0.0,0.0,0,32,0
approve_block,2,search-no_review,wrong_transactions,32,-0.41666666666666674,-0.6041666666666666,-0.23958333333333334,15,17,0
approve_block,2,search-no_review,review_busy_ticks,32,3.958333333333333,3.604166666666667,4.291666666666665,0,0,32
complexity_time,1,search-greedy,operational_loss,32,-0.08333333333333333,-0.25,0.0,1,31,0
complexity_time,1,search-greedy,task_completed,32,0.010416666666666671,0.0,0.031250000000000014,1,31,0
complexity_time,1,search-greedy,wrong_transactions,32,-0.010416666666666666,-0.03125,0.0,1,31,0
complexity_time,1,search-greedy,review_busy_ticks,32,0.17708333333333331,0.08333333333333333,0.2916666666666666,0,22,10
complexity_time,1,search-edf,operational_loss,32,0.16666666666666669,0.0,0.5,0,31,1
complexity_time,1,search-edf,task_completed,32,-0.010416666666666671,-0.031250000000000014,0.0,0,31,1
complexity_time,1,search-edf,wrong_transactions,32,0.010416666666666666,0.0,0.03125,0,31,1
complexity_time,1,search-edf,review_busy_ticks,32,-0.02083333333333333,-0.062499999999999986,0.0,1,31,0
complexity_time,1,search-fcfs,operational_loss,32,-0.49999999999999994,-1.25,0.0,3,29,0
complexity_time,1,search-fcfs,task_completed,32,0.04166666666666667,0.0,0.09375000000000001,3,29,0
complexity_time,1,search-fcfs,wrong_transactions,32,-0.041666666666666664,-0.09375,0.0,3,29,0
complexity_time,1,search-fcfs,review_busy_ticks,32,0.15625,0.062499999999999986,0.27083333333333326,0,24,8
complexity_time,1,search-uncertainty,operational_loss,32,-0.08333333333333333,-0.25,0.0,1,31,0
complexity_time,1,search-uncertainty,task_completed,32,0.010416666666666671,0.0,0.031250000000000014,1,31,0
complexity_time,1,search-uncertainty,wrong_transactions,32,-0.010416666666666666,-0.03125,0.0,1,31,0
complexity_time,1,search-uncertainty,review_busy_ticks,32,0.17708333333333331,0.08333333333333333,0.2916666666666666,0,22,10
complexity_time,1,search-no_review,operational_loss,32,-5.875,-8.5,-3.5,18,14,0
complexity_time,1,search-no_review,task_completed,32,0.5208333333333334,0.32265625,0.7395833333333331,18,14,0
complexity_time,1,search-no_review,wrong_transactions,32,-0.5208333333333334,-0.7395833333333331,-0.3226562500000013,18,14,0
complexity_time,1,search-no_review,review_busy_ticks,32,2.6458333333333335,2.458333333333333,2.8437499999999996,0,0,32
complexity_time,2,search-greedy,operational_loss,32,0.5,-0.08333333333333334,1.25,1,28,3
complexity_time,2,search-greedy,task_completed,32,-0.03125000000000001,-0.08333333333333334,0.010416666666666664,1,28,3
complexity_time,2,search-greedy,wrong_transactions,32,0.03125,-0.010416666666666666,0.08333333333333333,1,28,3
complexity_time,2,search-greedy,review_busy_ticks,32,0.5104166666666665,0.28124999999999994,0.7604166666666665,0,19,13
complexity_time,2,search-edf,operational_loss,32,-0.875,-2.0,0.0,3,29,0
complexity_time,2,search-edf,task_completed,32,0.07291666666666667,0.0,0.16666666666666669,3,29,0
complexity_time,2,search-edf,wrong_transactions,32,-0.07291666666666666,-0.16666666666666669,0.0,3,29,0
complexity_time,2,search-edf,review_busy_ticks,32,0.0,0.0,0.0,0,32,0
complexity_time,2,search-fcfs,operational_loss,32,-1.375,-2.5833333333333335,-0.375,6,26,0
complexity_time,2,search-fcfs,task_completed,32,0.13541666666666666,0.041666666666666664,0.25,6,26,0
complexity_time,2,search-fcfs,wrong_transactions,32,-0.13541666666666666,-0.25,-0.041666666666666664,6,26,0
complexity_time,2,search-fcfs,review_busy_ticks,32,0.21874999999999994,0.010416666666666657,0.45833333333333326,1,26,5
complexity_time,2,search-uncertainty,operational_loss,32,0.5,-0.08333333333333334,1.25,1,28,3
complexity_time,2,search-uncertainty,task_completed,32,-0.03125000000000001,-0.08333333333333334,0.010416666666666664,1,28,3
complexity_time,2,search-uncertainty,wrong_transactions,32,0.03125,-0.010416666666666666,0.08333333333333333,1,28,3
complexity_time,2,search-uncertainty,review_busy_ticks,32,0.5104166666666665,0.28124999999999994,0.7604166666666665,0,19,13
complexity_time,2,search-no_review,operational_loss,32,-4.374999999999999,-6.7510416666666675,-2.3333333333333335,14,18,0
complexity_time,2,search-no_review,task_completed,32,0.3958333333333333,0.22916666666666663,0.573177083333332,14,18,0
complexity_time,2,search-no_review,wrong_transactions,32,-0.39583333333333337,-0.5731770833333335,-0.22916666666666666,14,18,0
complexity_time,2,search-no_review,review_busy_ticks,32,4.020833333333333,3.708333333333333,4.3125,0,0,32
