workload,agents,review_ticks,risk,policy,closure_penalty,study,agent_id,episodes,total_loss,mean_loss,p90_loss,max_loss,incorrect_jobs,mean_incorrect_jobs,max_incorrect_jobs
competition,3,2,frozen,greedy,0,core,2,64,40.0,0.625,2.8000000000000114,8.0,7,0.109375,1
competition,3,2,frozen,myopic,0,core,0,64,64.0,1.0,4.0,8.0,11,0.171875,1
competition,3,2,frozen,myopic,0,core,1,64,88.0,1.375,8.0,8.0,14,0.21875,1
competition,3,2,frozen,myopic,0,core,2,64,40.0,0.625,2.8000000000000114,8.0,7,0.109375,1
competition,3,2,frozen,uncertainty,0,core,0,64,8.0,0.125,0.0,8.0,1,0.015625,1
competition,3,2,frozen,uncertainty,0,core,1,64,136.0,2.125,8.0,20.0,16,0.25,2
competition,3,2,frozen,uncertainty,0,core,2,64,120.0,1.875,8.0,12.0,15,0.234375,1
competition,3,2,pooled,delay,0,core,0,32,12.0,0.375,0.0,4.0,3,0.09375,1
competition,3,2,pooled,delay,0,core,1,32,20.0,0.625,4.0,4.0,5,0.15625,1
competition,3,2,pooled,delay,0,core,2,32,20.0,0.625,4.0,4.0,5,0.15625,1
competition,3,2,pooled,greedy,0,core,0,32,28.0,0.875,4.0,8.0,5,0.15625,1
competition,3,2,pooled,greedy,0,core,1,32,48.0,1.5,7.6000000000000085,8.0,8,0.25,1
competition,3,2,pooled,greedy,0,core,2,32,28.0,0.875,4.0,8.0,5,0.15625,1
larger,3,1,frozen,delay,0,core,0,32,61.0,1.90625,6.0,8.0,1,0.03125,1
larger,3,1,frozen,delay,0,core,1,32,45.0,1.40625,3.900000000000002,6.0,4,0.125,1
larger,3,1,frozen,delay,0,core,2,32,75.0,2.34375,6.0,9.0,6,0.1875,1
larger,3,1,frozen,edf,0,core,0,32,70.0,2.1875,6.0,10.0,0,0.0,0
larger,3,1,frozen,edf,0,core,1,32,59.0,1.84375,6.0,15.0,3,0.09375,1
larger,3,1,frozen,edf,0,core,2,32,81.0,2.53125,6.0,15.0,4,0.125,1
larger,3,1,frozen,fcfs,0,core,0,32,57.0,1.78125,4.0,9.0,0,0.0,0
larger,3,1,frozen,fcfs,0,core,1,32,60.0,1.875,6.0,12.0,4,0.125,1
larger,3,1,frozen,fcfs,0,core,2,32,101.0,3.15625,7.800000000000004,18.0,8,0.25,1
larger,3,1,frozen,greedy,0,core,0,32,58.0,1.8125,5.900000000000002,9.0,1,0.03125,1
larger,3,1,frozen,greedy,0,core,1,32,49.0,1.53125,3.0,10.0,5,0.15625,1
larger,3,1,frozen,greedy,0,core,2,32,92.0,2.875,6.0,22.0,9,0.28125,2
larger,3,2,frozen,delay,0,core,0,32,150.0,4.6875,9.900000000000002,22.0,3,0.09375,1
larger,3,2,frozen,delay,0,core,1,32,127.0,3.96875,11.800000000000004,18.0,11,0.34375,2
larger,3,2,frozen,delay,0,core,2,32,200.0,6.25,15.800000000000004,22.0,18,0.5625,2
larger,3,2,frozen,edf,0,core,0,32,147.0,4.59375,11.800000000000004,20.0,2,0.0625,1
larger,3,2,frozen,edf,0,core,1,32,125.0,3.90625,12.0,26.0,8,0.25,2
larger,3,2,frozen,edf,0,core,2,32,223.0,6.96875,15.800000000000004,30.0,17,0.53125,2
larger,3,2,frozen,fcfs,0,core,0,32,145.0,4.53125,13.50000000000001,22.0,4,0.125,1
larger,3,2,frozen,fcfs,0,core,1,32,147.0,4.59375,12.0,26.0,12,0.375,2
larger,3,2,frozen,fcfs,0,core,2,32,226.0,7.0625,15.800000000000004,29.0,20,0.625,2
larger,3,2,frozen,greedy,0,core,0,32,145.0,4.53125,13.50000000000001,20.0,4,0.125,1
larger,3,2,frozen,greedy,0,core,1,32,141.0,4.40625,11.800000000000004,24.0,15,0.46875,2
larger,3,2,frozen,greedy,0,core,2,32,182.0,5.6875,14.0,22.0,18,0.5625,2
larger,6,1,frozen,delay,0,core,0,32,71.0,2.21875,6.0,13.0,1,0.03125,1
larger,6,1,frozen,delay,0,core,1,32,78.0,2.4375,6.900000000000002,12.0,6,0.1875,1
larger,6,1,frozen,delay,0,core,2,32,106.0,3.3125,7.900000000000002,10.0,11,0.34375,2
larger,6,1,frozen,delay,0,core,3,32,65.0,2.03125,6.0,6.0,4,0.125,1
larger,6,1,frozen,delay,0,core,4,32,109.0,3.40625,9.0,15.0,4,0.125,2
larger,6,1,frozen,delay,0,core,5,32,89.0,2.78125,6.0,10.0,8,0.25,2
larger,6,1,frozen,delay,0,objective,0,16,39.0,2.4375,6.0,7.0,5,0.3125,1
larger,6,1,frozen,delay,0,objective,1,16,34.0,2.125,7.5,10.0,3,0.1875,1
larger,6,1,frozen,delay,0,objective,2,16,35.0,2.1875,5.0,8.0,2,0.125,1
larger,6,1,frozen,delay,0,objective,3,16,18.0,1.125,3.5,5.0,1,0.0625,1
larger,6,1,frozen,delay,0,objective,4,16,52.0,3.25,8.0,11.0,4,0.25,1
larger,6,1,frozen,delay,0,objective,5,16,35.0,2.1875,7.0,12.0,2,0.125,1
larger,6,1,frozen,delay,4,objective,0,16,45.0,2.8125,6.5,9.0,3,0.1875,1
larger,6,1,frozen,delay,4,objective,1,16,32.0,2.0,6.5,10.0,1,0.0625,1
larger,6,1,frozen,delay,4,objective,2,16,41.0,2.5625,6.5,12.0,1,0.0625,1
larger,6,1,frozen,delay,4,objective,3,16,20.0,1.25,4.0,6.0,0,0.0,0
larger,6,1,frozen,delay,4,objective,4,16,53.0,3.3125,8.0,11.0,2,0.125,1
larger,6,1,frozen,delay,4,objective,5,16,41.0,2.5625,7.5,15.0,0,0.0,0
larger,6,1,frozen,delay,8,objective,0,16,46.0,2.875,7.0,9.0,3,0.1875,1
larger,6,1,frozen,delay,8,objective,1,16,32.0,2.0,6.5,10.0,1,0.0625,1
larger,6,1,frozen,delay,8,objective,2,16,41.0,2.5625,6.5,12.0,1,0.0625,1
larger,6,1,frozen,delay,8,objective,3,16,20.0,1.25,4.0,6.0,0,0.0,0
larger,6,1,frozen,delay,8,objective,4,16,49.0,3.0625,8.0,11.0,0,0.0,0
larger,6,1,frozen,delay,8,objective,5,16,53.0,3.3125,9.0,21.0,0,0.0,0
larger,6,1,frozen,edf,0,core,0,32,140.0,4.375,12.0,25.0,0,0.0,0
larger,6,1,frozen,edf,0,core,1,32,83.0,2.59375,8.700000000000006,18.0,3,0.09375,1
larger,6,1,frozen,edf,0,core,2,32,112.0,3.5,6.0,27.0,4,0.125,1
larger,6,1,frozen,edf,0,core,3,32,96.0,3.0,11.400000000000013,14.0,3,0.09375,1
larger,6,1,frozen,edf,0,core,4,32,189.0,5.90625,17.0,28.0,6,0.1875,2
larger,6,1,frozen,edf,0,core,5,32,138.0,4.3125,11.800000000000004,15.0,6,0.1875,2
larger,6,1,frozen,fcfs,0,core,0,32,89.0,2.78125,8.900000000000002,10.0,2,0.0625,1
larger,6,1,frozen,fcfs,0,core,1,32,92.0,2.875,6.0,20.0,9,0.28125,2
larger,6,1,frozen,fcfs,0,core,2,32,143.0,4.46875,11.700000000000006,20.0,12,0.375,1
larger,6,1,frozen,fcfs,0,core,3,32,93.0,2.90625,6.0,18.0,6,0.1875,1
larger,6,1,frozen,fcfs,0,core,4,32,186.0,5.8125,16.900000000000002,35.0,10,0.3125,2
larger,6,1,frozen,fcfs,0,core,5,32,165.0,5.15625,10.0,20.0,13,0.40625,2
larger,6,1,frozen,greedy,0,core,0,32,102.0,3.1875,7.900000000000002,18.0,4,0.125,1
larger,6,1,frozen,greedy,0,core,1,32,123.0,3.84375,10.0,18.0,15,0.46875,2
larger,6,1,frozen,greedy,0,core,2,32,136.0,4.25,12.0,22.0,16,0.5,2
larger,6,1,frozen,greedy,0,core,3,32,98.0,3.0625,7.800000000000004,18.0,9,0.28125,1
larger,6,1,frozen,greedy,0,core,4,32,140.0,4.375,11.50000000000001,33.0,10,0.3125,2
larger,6,1,frozen,greedy,0,core,5,32,117.0,3.65625,10.0,20.0,13,0.40625,2
larger,6,2,frozen,delay,0,core,0,32,212.0,6.625,17.800000000000004,23.0,9,0.28125,1
larger,6,2,frozen,delay,0,core,1,32,159.0,4.96875,13.800000000000004,24.0,15,0.46875,2
larger,6,2,frozen,delay,0,core,2,32,237.0,7.40625,18.0,29.0,23,0.71875,2
larger,6,2,frozen,delay,0,core,3,32,178.0,5.5625,14.0,22.0,15,0.46875,2
larger,6,2,frozen,delay,0,core,4,32,224.0,7.0,21.300000000000015,42.0,14,0.4375,2
larger,6,2,frozen,delay,0,core,5,32,160.0,5.0,10.0,20.0,16,0.5,2
larger,6,2,frozen,delay,0,objective,0,16,87.0,5.4375,10.5,19.0,10,0.625,2
larger,6,2,frozen,delay,0,objective,1,16,141.0,8.8125,24.0,27.0,12,0.75,2
larger,6,2,frozen,delay,0,objective,2,16,41.0,2.5625,6.0,8.0,2,0.125,1
larger,6,2,frozen,delay,0,objective,3,16,52.0,3.25,8.0,20.0,8,0.5,2
larger,6,2,frozen,delay,0,objective,4,16,97.0,6.0625,18.0,22.0,10,0.625,2
larger,6,2,frozen,delay,0,objective,5,16,84.0,5.25,16.0,21.0,7,0.4375,2
larger,6,2,frozen,delay,4,objective,0,16,87.0,5.4375,10.5,19.0,9,0.5625,2
larger,6,2,frozen,delay,4,objective,1,16,138.0,8.625,24.0,27.0,12,0.75,2
larger,6,2,frozen,delay,4,objective,2,16,59.0,3.6875,7.0,24.0,3,0.1875,1
larger,6,2,frozen,delay,4,objective,3,16,52.0,3.25,8.0,20.0,7,0.4375,2
larger,6,2,frozen,delay,4,objective,4,16,97.0,6.0625,18.0,22.0,10,0.625,2
larger,6,2,frozen,delay,4,objective,5,16,80.0,5.0,16.0,21.0,6,0.375,2
larger,6,2,frozen,delay,8,objective,0,16,87.0,5.4375,10.5,19.0,9,0.5625,2
larger,6,2,frozen,delay,8,objective,1,16,138.0,8.625,24.0,27.0,12,0.75,2
larger,6,2,frozen,delay,8,objective,2,16,73.0,4.5625,12.0,24.0,4,0.25,1
larger,6,2,frozen,delay,8,objective,3,16,52.0,3.25,8.0,20.0,6,0.375,2
larger,6,2,frozen,delay,8,objective,4,16,97.0,6.0625,18.0,22.0,10,0.625,2
larger,6,2,frozen,delay,8,objective,5,16,80.0,5.0,16.0,21.0,6,0.375,2
larger,6,2,frozen,edf,0,core,0,32,254.0,7.9375,21.60000000000001,44.0,7,0.21875,1
larger,6,2,frozen,edf,0,core,1,32,158.0,4.9375,13.800000000000004,26.0,12,0.375,2
larger,6,2,frozen,edf,0,core,2,32,269.0,8.40625,18.0,36.0,20,0.625,2
larger,6,2,frozen,edf,0,core,3,32,183.0,5.71875,15.800000000000004,22.0,15,0.46875,2
larger,6,2,frozen,edf,0,core,4,32,324.0,10.125,29.800000000000004,44.0,17,0.53125,2
larger,6,2,frozen,edf,0,core,5,32,284.0,8.875,19.800000000000004,38.0,21,0.65625,2
larger,6,2,frozen,fcfs,0,core,0,32,215.0,6.71875,19.800000000000004,27.0,8,0.25,1
larger,6,2,frozen,fcfs,0,core,1,32,157.0,4.90625,12.0,26.0,14,0.4375,2
larger,6,2,frozen,fcfs,0,core,2,32,246.0,7.6875,18.0,29.0,22,0.6875,2
larger,6,2,frozen,fcfs,0,core,3,32,138.0,4.3125,13.800000000000004,18.0,11,0.34375,2
larger,6,2,frozen,fcfs,0,core,4,32,325.0,10.15625,23.800000000000004,48.0,21,0.65625,2
larger,6,2,frozen,fcfs,0,core,5,32,244.0,7.625,17.700000000000006,30.0,19,0.59375,2
larger,6,2,frozen,greedy,0,core,0,32,230.0,7.1875,20.700000000000006,31.0,11,0.34375,1
larger,6,2,frozen,greedy,0,core,1,32,153.0,4.78125,13.800000000000004,24.0,18,0.5625,2
larger,6,2,frozen,greedy,0,core,2,32,211.0,6.59375,17.60000000000001,23.0,22,0.6875,2
larger,6,2,frozen,greedy,0,core,3,32,162.0,5.0625,14.0,22.0,14,0.4375,2
larger,6,2,frozen,greedy,0,core,4,32,262.0,8.1875,23.800000000000004,42.0,18,0.5625,2
larger,6,2,frozen,greedy,0,core,5,32,159.0,4.96875,10.0,20.0,17,0.53125,2
original,3,1,analytical,delay,0,core,0,32,44.0,1.375,3.0,11.0,7,0.21875,2
original,3,1,analytical,delay,0,core,1,32,28.0,0.875,3.0,4.0,6,0.1875,1
original,3,1,analytical,delay,0,core,2,32,30.0,0.9375,3.0,8.0,6,0.1875,1
original,3,1,analytical,greedy,0,core,0,32,53.0,1.65625,5.700000000000006,11.0,8,0.25,2
original,3,1,analytical,greedy,0,core,1,32,28.0,0.875,3.0,4.0,6,0.1875,1
original,3,1,analytical,greedy,0,core,2,32,42.0,1.3125,3.0,13.0,8,0.25,1
original,3,1,frozen,delay,0,core,0,64,66.0,1.03125,3.0,6.0,8,0.125,2
original,3,1,frozen,delay,0,core,1,64,61.0,0.953125,3.0,10.0,14,0.21875,2
original,3,1,frozen,delay,0,core,2,64,59.0,0.921875,3.0,11.0,11,0.171875,1
original,3,1,frozen,edf,0,core,0,64,68.0,1.0625,3.0,6.0,7,0.109375,2
original,3,1,frozen,edf,0,core,1,64,59.0,0.921875,3.0,10.0,13,0.203125,2
original,3,1,frozen,edf,0,core,2,64,63.0,0.984375,3.0,11.0,11,0.171875,1
original,3,1,frozen,fcfs,0,core,0,64,52.0,0.8125,3.0,4.0,6,0.09375,2
original,3,1,frozen,fcfs,0,core,1,64,81.0,1.265625,3.0,11.0,16,0.25,2
original,3,1,frozen,fcfs,0,core,2,64,79.0,1.234375,3.700000000000003,11.0,13,0.203125,1
original,3,1,frozen,greedy,0,core,0,64,77.0,1.203125,3.0,11.0,10,0.15625,2
original,3,1,frozen,greedy,0,core,1,64,91.0,1.421875,3.700000000000003,11.0,18,0.28125,2
original,3,1,frozen,greedy,0,core,2,64,67.0,1.046875,3.0,13.0,13,0.203125,1
original,3,1,frozen,myopic,0,core,0,64,82.0,1.28125,3.0,11.0,11,0.171875,2
original,3,1,frozen,myopic,0,core,1,64,73.0,1.140625,3.0,10.0,16,0.25,2
original,3,1,frozen,myopic,0,core,2,64,61.0,0.953125,3.0,13.0,12,0.1875,1
original,3,1,frozen,uncertainty,0,core,0,64,52.0,0.8125,3.0,4.0,6,0.09375,2
original,3,1,frozen,uncertainty,0,core,1,64,80.0,1.25,3.0,11.0,14,0.21875,2
original,3,1,frozen,uncertainty,0,core,2,64,78.0,1.21875,3.700000000000003,11.0,13,0.203125,1
original,3,1,pooled,delay,0,core,0,32,28.0,0.875,3.0,6.0,5,0.15625,2
original,3,1,pooled,delay,0,core,1,32,41.0,1.28125,3.0,10.0,7,0.21875,2
original,3,1,pooled,delay,0,core,2,32,41.0,1.28125,3.0,11.0,7,0.21875,1
original,3,1,pooled,greedy,0,core,0,32,45.0,1.40625,3.0,11.0,7,0.21875,2
original,3,1,pooled,greedy,0,core,1,32,43.0,1.34375,3.0,10.0,8,0.25,2
original,3,1,pooled,greedy,0,core,2,32,42.0,1.3125,3.900000000000002,11.0,8,0.25,1
original,3,2,analytical,delay,0,core,0,32,80.0,2.5,8.0,14.0,11,0.34375,2
original,3,2,analytical,delay,0,core,1,32,79.0,2.46875,8.900000000000002,10.0,9,0.28125,2
original,3,2,analytical,delay,0,core,2,32,81.0,2.53125,8.900000000000002,22.0,12,0.375,2
original,3,2,analytical,greedy,0,core,0,32,82.0,2.5625,8.0,14.0,11,0.34375,2
original,3,2,analytical,greedy,0,core,1,32,79.0,2.46875,8.900000000000002,10.0,9,0.28125,2
original,3,2,analytical,greedy,0,core,2,32,89.0,2.78125,8.900000000000002,22.0,13,0.40625,2
original,3,2,frozen,delay,0,core,0,64,171.0,2.671875,9.0,14.0,18,0.28125,2
original,3,2,frozen,delay,0,core,1,64,166.0,2.59375,9.0,11.0,25,0.390625,2
original,3,2,frozen,delay,0,core,2,64,132.0,2.0625,9.700000000000003,22.0,19,0.296875,2
original,3,2,frozen,edf,0,core,0,64,171.0,2.671875,9.0,14.0,18,0.28125,2
original,3,2,frozen,edf,0,core,1,64,168.0,2.625,9.0,11.0,25,0.390625,2
original,3,2,frozen,edf,0,core,2,64,151.0,2.359375,10.0,23.0,21,0.328125,2
original,3,2,frozen,fcfs,0,core,0,64,171.0,2.671875,9.0,14.0,18,0.28125,2
original,3,2,frozen,fcfs,0,core,1,64,168.0,2.625,9.0,11.0,25,0.390625,2
original,3,2,frozen,fcfs,0,core,2,64,165.0,2.578125,10.0,23.0,22,0.34375,2
original,3,2,frozen,greedy,0,core,0,64,175.0,2.734375,9.0,14.0,19,0.296875,2
original,3,2,frozen,greedy,0,core,1,64,166.0,2.59375,9.0,11.0,25,0.390625,2
original,3,2,frozen,greedy,0,core,2,64,134.0,2.09375,8.700000000000003,22.0,20,0.3125,2
original,3,2,frozen,myopic,0,core,0,64,167.0,2.609375,9.0,14.0,18,0.28125,2
original,3,2,frozen,myopic,0,core,1,64,168.0,2.625,9.0,11.0,26,0.40625,2
original,3,2,frozen,myopic,0,core,2,64,139.0,2.171875,9.700000000000003,22.0,20,0.3125,2
original,3,2,frozen,uncertainty,0,core,0,64,171.0,2.671875,9.0,14.0,18,0.28125,2
original,3,2,frozen,uncertainty,0,core,1,64,168.0,2.625,9.0,11.0,25,0.390625,2
original,3,2,frozen,uncertainty,0,core,2,64,143.0,2.234375,9.700000000000003,23.0,20,0.3125,2
original,3,2,pooled,delay,0,core,0,32,80.0,2.5,8.0,14.0,11,0.34375,2
original,3,2,pooled,delay,0,core,1,32,77.0,2.40625,8.900000000000002,10.0,9,0.28125,2
original,3,2,pooled,delay,0,core,2,32,95.0,2.96875,10.900000000000002,22.0,13,0.40625,2
original,3,2,pooled,greedy,0,core,0,32,76.0,2.375,8.0,14.0,11,0.34375,2
original,3,2,pooled,greedy,0,core,1,32,77.0,2.40625,8.900000000000002,10.0,9,0.28125,2
original,3,2,pooled,greedy,0,core,2,32,97.0,3.03125,9.900000000000002,22.0,14,0.4375,2
